t,free,docked,repel,tpl,strands,complexes,meanLen,maxLen,distinct,entropy,births,maxGen,eOn,energyUsed,docks,softDocks,captures,ligations,frays,unzips,fed,undocks,spont,breaks,energyCharged,rings,memRings,memArcs,enclosedAB,enclosedE,enclosedTPL,enclosedMotif,totalMotif,ringsWithStrand,memActive,made,binds,melts,snaps,rayHits,cuts,proofs
10000,233,333,322,952,24,67,7.846,13,54,5.288,248,5,11,814,2961,489,66,36,527,642,660,0,0,124,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51
20000,140,346,263,1091,23,71,8.383,18,69,5.758,511,7,11,1735,5324,890,119,122,1354,1727,1189,0,0,261,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,102
30000,98,363,160,1219,9,65,9.824,21,62,5.752,675,9,22,2577,7052,1182,143,178,1984,2465,1565,0,0,389,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,134
40000,83,368,203,1186,10,55,9.785,32,56,5.69,874,10,24,3405,8862,1461,169,258,2604,3305,1894,0,0,538,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,161
50000,96,366,205,1173,21,55,9.447,33,68,6.018,1052,12,19,4272,10581,1738,208,332,3256,4091,2167,0,0,689,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,172
60000,74,363,203,1200,18,49,10.104,30,61,5.857,1227,12,16,5137,12249,1993,243,409,3845,4881,2453,0,0,835,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,183
