t,free,docked,repel,tpl,strands,complexes,meanLen,maxLen,distinct,entropy,births,maxGen,eOn,energyUsed,docks,softDocks,captures,ligations,frays,unzips,fed,undocks,spont,breaks,energyCharged,rings,memRings,memArcs,enclosedAB,enclosedE,enclosedTPL,enclosedMotif,totalMotif,ringsWithStrand,memActive,made,binds,melts
20000,461,2,3,46,13,2,3.2,5,4,1.889,29,4,56,87,1611,12,0,0,11,14,2,1519,3,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0
40000,373,6,4,129,39,5,2.955,5,12,2.771,90,6,51,278,5996,54,5,0,40,66,2,5713,5,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60000,381,7,0,124,36,7,2.814,4,9,2.32,173,9,57,523,11918,98,11,0,102,165,2,11399,8,112,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80000,392,7,2,111,31,6,2.946,4,11,2.828,258,11,55,741,18013,167,18,0,148,241,2,17275,8,180,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100000,381,3,3,125,38,3,3.098,4,9,2.809,335,11,55,974,23488,230,20,0,207,336,2,22515,8,229,0,0,0,0,0,0,0,0,0,0,0,0,0,0
120000,346,12,2,152,36,9,3.289,5,12,3.027,413,13,57,1233,29349,304,29,0,262,439,2,28108,10,286,0,0,0,0,0,0,0,0,0,0,0,0,0,0
140000,371,4,1,136,40,4,3,5,13,3.056,480,17,54,1438,35228,358,33,0,323,550,2,33787,12,330,0,0,0,0,0,0,0,0,0,0,0,0,0,0
160000,377,7,6,122,32,7,3.103,5,11,2.36,547,17,53,1635,40837,419,36,0,383,629,2,39190,13,381,0,0,0,0,0,0,0,0,0,0,0,0,0,0
180000,363,7,2,140,39,7,3.022,5,13,2.755,615,18,55,1851,46027,469,44,0,438,720,2,44173,15,426,0,0,0,0,0,0,0,0,0,0,0,0,0,0
200000,374,11,2,125,29,10,3,5,11,2.36,670,19,51,2028,51303,536,46,0,485,814,2,49283,22,461,0,0,0,0,0,0,0,0,0,0,0,0,0,0
220000,363,4,1,144,43,4,3,5,8,1.638,742,20,58,2235,56855,585,47,0,532,895,2,54628,23,509,0,0,0,0,0,0,0,0,0,0,0,0,0,0
240000,339,8,6,159,50,8,2.707,4,9,2.194,831,22,53,2473,62549,657,51,0,597,998,2,60081,28,544,0,0,0,0,0,0,0,0,0,0,0,0,0,0
260000,390,4,2,116,33,4,3.135,4,7,1.981,877,25,54,2619,67904,701,53,0,650,1073,2,65299,29,583,0,0,0,0,0,0,0,0,0,0,0,0,0,0
280000,384,7,0,121,30,6,3.278,5,9,2.269,933,27,56,2807,72987,757,59,0,696,1171,2,70198,31,611,0,0,0,0,0,0,0,0,0,0,0,0,0,0
300000,357,6,2,147,42,6,3,5,11,2.965,1008,29,52,3038,78490,814,63,0,759,1276,2,75477,38,646,0,0,0,0,0,0,0,0,0,0,0,0,0,0
320000,336,6,4,166,52,6,2.879,5,13,2.921,1109,29,50,3302,85504,887,68,0,819,1372,2,82237,42,699,0,0,0,0,0,0,0,0,0,0,0,0,0,0
340000,342,4,1,165,51,4,2.945,5,12,2.928,1189,30,55,3531,92268,949,71,0,876,1463,2,88781,46,749,0,0,0,0,0,0,0,0,0,0,0,0,0,0
