t,free,docked,repel,tpl,strands,complexes,meanLen,maxLen,distinct,entropy,births,maxGen,eOn,energyUsed,docks,softDocks,captures,ligations,frays,unzips,fed,undocks,spont,breaks,energyCharged,rings,memRings,memArcs,enclosedAB,enclosedE,enclosedTPL,enclosedMotif,totalMotif,ringsWithStrand,memActive,made,binds,melts,snaps,rayHits,cuts,proofs
10000,414,22,142,61,10,7,10,10,6,2.463,23,1,0,0,264,62,0,0,35,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20000,438,14,158,30,12,7,9.211,10,8,2.497,51,1,0,0,418,91,0,0,76,189,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30000,494,10,113,23,11,3,8.214,10,6,2.264,60,1,0,0,491,106,0,0,94,283,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
40000,566,7,59,8,4,3,9.571,10,3,1.449,71,2,0,0,534,111,0,0,129,342,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
50000,594,6,34,6,1,3,10,10,2,0.811,71,2,0,0,535,112,0,0,135,361,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60000,617,3,17,3,1,1,10,10,2,1,71,2,0,0,535,112,0,0,139,375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
70000,627,3,7,3,0,1,10,10,1,0,71,2,0,0,535,112,0,0,140,383,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80000,627,3,7,3,0,1,10,10,1,0,71,2,0,0,535,112,0,0,140,383,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
90000,627,3,7,3,0,1,10,10,1,0,71,2,0,0,535,112,0,0,140,383,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100000,633,2,2,3,0,1,5,5,1,0,71,2,0,0,535,112,0,0,141,387,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
110000,640,0,0,0,0,0,0,0,0,0,71,2,0,0,535,112,0,0,143,389,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
120000,640,0,0,0,0,0,0,0,0,0,71,2,0,0,535,112,0,0,143,389,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
130000,640,0,0,0,0,0,0,0,0,0,71,2,0,0,535,112,0,0,143,389,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
140000,640,0,0,0,0,0,0,0,0,0,71,2,0,0,535,112,0,0,143,389,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
150000,640,0,0,0,0,0,0,0,0,0,71,2,0,0,535,112,0,0,143,389,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
160000,640,0,0,0,0,0,0,0,0,0,71,2,0,0,535,112,0,0,143,389,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
170000,640,0,0,0,0,0,0,0,0,0,71,2,0,0,535,112,0,0,143,389,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
180000,640,0,0,0,0,0,0,0,0,0,71,2,0,0,535,112,0,0,143,389,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
190000,640,0,0,0,0,0,0,0,0,0,71,2,0,0,535,112,0,0,143,389,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
200000,640,0,0,0,0,0,0,0,0,0,71,2,0,0,535,112,0,0,143,389,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
