t,free,docked,repel,tpl,strands,complexes,meanLen,maxLen,distinct,entropy,births,maxGen,eOn,energyUsed,docks,softDocks,captures,ligations,frays,unzips,fed,undocks,spont,breaks,energyCharged,rings,memRings,memArcs,enclosedAB,enclosedE,enclosedTPL,enclosedMotif,totalMotif,ringsWithStrand
10000,421,29,2,348,70,25,3.368,6,20,3.579,96,6,263,358,4732,62,14,0,23,0,0,4387,15,0,0,0,0,0,0,0,0,0,0,0
20000,135,46,2,617,122,36,3.614,7,28,4.236,199,7,284,767,13806,177,33,0,131,0,0,13055,18,0,0,0,0,0,0,0,0,0,0,0
30000,102,23,2,673,159,20,3.603,8,31,4.29,245,7,295,936,20376,271,44,0,219,0,0,19490,18,0,0,0,0,0,0,0,0,0,0,0
40000,111,20,0,669,161,18,3.609,8,37,4.498,279,9,291,1066,26739,359,66,0,324,0,0,25749,18,0,0,0,0,0,0,0,0,0,0,0
50000,117,25,0,658,154,24,3.506,8,39,4.423,311,9,294,1196,33280,426,80,0,438,0,0,32168,18,0,0,0,0,0,0,0,0,0,0,0
60000,106,28,1,665,161,23,3.446,7,35,4.376,350,10,293,1348,40262,519,97,0,554,0,0,39010,18,0,0,0,0,0,0,0,0,0,0,0
70000,90,25,1,684,168,21,3.439,7,35,4.362,390,10,286,1505,45909,582,111,0,662,0,0,44516,18,0,0,0,0,0,0,0,0,0,0,0
80000,109,26,2,663,163,24,3.401,8,36,4.337,429,10,297,1645,52419,647,128,0,787,0,0,50901,18,0,0,0,0,0,0,0,0,0,0,0
90000,128,28,3,641,159,23,3.418,7,37,4.319,468,10,290,1799,59655,737,148,0,921,0,0,58002,19,0,0,0,0,0,0,0,0,0,0,0
100000,122,21,0,657,169,18,3.385,7,37,4.262,513,10,291,1974,66889,819,171,0,1044,0,0,65093,19,0,0,0,0,0,0,0,0,0,0,0
110000,106,22,1,671,172,21,3.306,7,36,4.289,559,10,293,2120,73451,903,186,0,1144,0,0,71521,19,0,0,0,0,0,0,0,0,0,0,0
120000,130,22,0,648,167,22,3.27,8,37,4.253,608,11,290,2269,80893,993,201,0,1273,0,0,78835,22,0,0,0,0,0,0,0,0,0,0,0
130000,109,25,0,666,173,21,3.273,8,37,4.309,654,12,295,2429,88402,1105,219,0,1380,0,0,86201,24,0,0,0,0,0,0,0,0,0,0,0
140000,104,24,0,672,176,21,3.249,8,35,4.281,700,12,288,2600,95103,1198,230,0,1504,0,0,92745,25,0,0,0,0,0,0,0,0,0,0,0
150000,118,23,1,658,165,21,3.306,8,36,4.369,745,12,288,2770,101699,1292,250,0,1637,0,0,99190,25,0,0,0,0,0,0,0,0,0,0,0
