t,free,docked,repel,tpl,strands,complexes,meanLen,maxLen,distinct,entropy,births,maxGen,eOn,energyUsed,docks,softDocks,captures,ligations,frays,unzips,fed,undocks,spont,breaks,energyCharged,rings,memRings,memArcs,enclosedAB,enclosedE,enclosedTPL,enclosedMotif,totalMotif,ringsWithStrand,memActive,made,binds,melts,snaps,rayHits,cuts,proofs
10000,211,93,151,185,5,23,8.857,10,7,1.941,25,2,0,65,399,103,0,0,26,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20000,165,106,148,221,5,26,8.613,10,8,2.051,56,3,0,120,613,166,0,0,88,94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30000,165,110,126,239,5,29,8.088,10,10,2.348,94,3,0,180,821,221,0,0,167,178,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
40000,171,104,140,225,4,26,8.3,10,10,2.33,128,3,0,235,1051,283,0,0,262,257,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
50000,159,105,152,224,2,26,9.107,10,8,2.089,172,4,0,288,1305,340,0,0,360,352,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60000,151,110,140,239,3,25,9.036,10,7,1.903,215,4,1,349,1573,410,0,0,463,451,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
70000,186,103,121,230,8,22,7.4,10,14,3.019,262,5,0,418,1791,472,0,0,573,532,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80000,172,114,124,230,2,24,8.885,10,7,1.959,291,5,1,472,2024,536,0,0,657,621,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
90000,117,135,112,276,0,26,9.654,10,4,1.373,314,5,0,526,2193,594,0,0,703,659,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100000,106,149,69,316,1,23,9.458,10,4,1.408,326,5,2,588,2295,639,0,0,744,687,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
