t,free,docked,repel,tpl,strands,complexes,meanLen,maxLen,distinct,entropy,births,maxGen,eOn,energyUsed,docks,softDocks,captures,ligations,frays,unzips,fed,undocks,spont,breaks,energyCharged,rings,memRings,memArcs,enclosedAB,enclosedE,enclosedTPL,enclosedMotif,totalMotif,ringsWithStrand
20000,144,16,175,177,94,13,3.14,8,20,3.239,167,4,0,255,8935,107,51,0,72,103,0,8509,29,0,0,0,0,0,0,0,0,0,0,0
40000,119,26,139,228,76,21,3.289,9,25,3.639,260,6,2,502,19637,248,93,0,192,325,0,18892,35,0,0,0,0,0,0,0,0,0,0,0
60000,78,32,137,265,57,26,4.169,9,32,4.468,341,6,1,751,28655,358,125,0,300,539,0,27587,40,0,0,0,0,0,0,0,0,0,0,0
80000,79,28,135,270,65,23,4.08,9,35,4.717,417,7,1,991,37156,472,160,0,410,764,0,35792,44,0,0,0,0,0,0,0,0,0,0,0
100000,102,19,136,255,66,15,4.506,9,37,4.813,493,7,2,1202,46237,598,187,0,512,999,0,44583,46,0,0,0,0,0,0,0,0,0,0,0
120000,69,24,122,297,67,22,4.157,10,36,4.738,568,8,0,1467,55059,709,228,0,614,1244,0,53067,48,0,0,0,0,0,0,0,0,0,0,0
140000,78,30,104,300,60,21,4.333,10,36,4.825,630,8,1,1718,63480,814,249,0,722,1460,0,61189,48,0,0,0,0,0,0,0,0,0,0,0
160000,81,26,96,309,57,17,4.878,11,39,4.985,701,9,1,1976,72370,920,271,0,825,1717,0,69746,49,0,0,0,0,0,0,0,0,0,0,0
180000,92,28,127,265,51,24,4.56,10,37,4.853,773,10,1,2223,81674,1029,298,0,924,2004,0,78709,55,0,0,0,0,0,0,0,0,0,0,0
200000,71,24,127,290,65,20,4.388,11,35,4.798,857,11,1,2477,90708,1135,321,0,1034,2258,0,87384,59,0,0,0,0,0,0,0,0,0,0,0
220000,77,23,133,279,67,19,4.442,9,39,4.959,935,12,1,2700,99104,1248,356,0,1134,2513,0,95475,66,0,0,0,0,0,0,0,0,0,0,0
240000,79,28,113,292,59,22,4.457,9,36,4.879,1016,12,0,2972,108395,1360,382,0,1245,2782,0,104408,67,0,0,0,0,0,0,0,0,0,0,0
260000,104,23,135,250,65,18,4.337,9,34,4.77,1095,13,0,3211,117170,1476,406,0,1354,3068,0,112838,69,0,0,0,0,0,0,0,0,0,0,0
280000,93,28,105,286,53,24,4.442,9,40,5.039,1164,14,1,3463,125900,1569,436,0,1458,3292,0,121252,70,0,0,0,0,0,0,0,0,0,0,0
300000,85,23,114,290,61,19,4.563,10,39,4.929,1248,14,1,3700,135221,1698,462,0,1573,3516,0,130253,73,0,0,0,0,0,0,0,0,0,0,0
320000,71,30,121,290,49,23,4.972,10,36,4.737,1315,15,0,3947,144211,1816,491,0,1680,3780,0,138883,74,0,0,0,0,0,0,0,0,0,0,0
340000,80,31,129,272,49,22,5,11,41,5.037,1386,16,0,4195,153663,1925,521,0,1788,4074,0,147969,76,0,0,0,0,0,0,0,0,0,0,0
360000,79,28,105,300,60,20,4.563,10,34,4.549,1454,17,2,4449,162245,2032,543,0,1880,4297,0,156261,79,0,0,0,0,0,0,0,0,0,0,0
380000,84,31,125,272,46,24,4.971,12,35,4.868,1527,18,1,4708,170576,2154,570,0,1991,4582,0,164225,80,0,0,0,0,0,0,0,0,0,0,0
400000,69,28,114,301,51,21,4.819,12,41,5.085,1584,18,0,4942,178289,2246,598,0,2078,4799,0,171647,82,0,0,0,0,0,0,0,0,0,0,0
