t,free,docked,repel,tpl,strands,complexes,meanLen,maxLen,distinct,entropy,births,maxGen,eOn,energyUsed,docks,softDocks,captures,ligations,frays,unzips,fed,undocks,spont,breaks,energyCharged,rings,memRings,memArcs,enclosedAB,enclosedE,enclosedTPL,enclosedMotif,totalMotif,ringsWithStrand,memActive,made,binds,melts,snaps,rayHits,cuts,proofs
10000,313,71,121,135,1,19,9.5,10,9,2.846,28,1,0,0,361,80,0,0,43,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20000,324,72,118,126,3,15,8.444,10,10,3.017,54,3,0,0,557,124,0,0,120,143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30000,336,76,109,119,0,17,9,10,7,2.442,76,3,0,0,690,159,0,0,186,189,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
40000,329,79,103,129,0,16,9.563,10,7,2.578,92,3,0,0,819,183,0,0,237,232,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
50000,341,75,105,119,3,15,8.333,10,9,2.948,117,3,0,0,951,212,0,0,294,288,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60000,351,68,103,118,2,15,9.471,10,7,2.537,143,4,0,0,1065,236,0,0,349,327,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
70000,364,67,103,106,3,12,8.467,10,9,2.74,181,4,0,0,1248,271,0,0,430,401,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80000,372,64,93,111,2,11,7.846,10,9,2.807,194,4,0,0,1360,291,0,0,482,453,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
90000,466,43,61,70,4,12,6.188,10,15,3.875,233,4,0,0,1467,312,0,0,567,525,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100000,561,21,29,29,2,5,7.571,10,5,2.236,262,5,0,0,1548,330,0,0,634,584,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
110000,607,10,8,15,0,2,10,10,2,1,268,5,0,0,1559,332,0,0,658,600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
120000,623,5,3,9,0,1,10,10,1,0,270,5,0,0,1559,332,0,0,666,604,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
130000,620,6,4,10,0,1,10,10,1,0,270,5,0,0,1562,332,0,0,666,604,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
140000,618,7,5,10,0,1,10,10,1,0,270,5,0,0,1564,332,0,0,666,604,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
150000,618,7,5,10,0,1,10,10,1,0,270,5,0,0,1564,332,0,0,666,604,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
160000,618,7,5,10,0,1,10,10,1,0,270,5,0,0,1564,332,0,0,666,604,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
170000,618,7,5,10,0,1,10,10,1,0,270,5,0,0,1564,332,0,0,666,604,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
180000,617,8,5,10,0,1,10,10,1,0,270,5,0,0,1565,332,0,0,666,604,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
190000,614,6,9,11,0,1,10,10,1,0,270,5,0,0,1568,332,0,0,666,604,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
200000,592,13,19,16,0,2,10,10,2,1,271,5,0,0,1593,339,0,0,667,606,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
