t,free,docked,repel,tpl,strands,complexes,meanLen,maxLen,distinct,entropy,births,maxGen,eOn,energyUsed,docks,softDocks,captures,ligations,frays,unzips,fed,undocks,spont,breaks,energyCharged,rings,memRings,memArcs,enclosedAB,enclosedE,enclosedTPL,enclosedMotif,totalMotif,ringsWithStrand
280000,477,53,122,756,185,47,3.565,7,27,3.758,3402,20,102,10307,337538,846,102,0,3829,7598,0,325231,20,0,8861,0,0,0,0,0,0,0,108,0
300000,493,44,91,780,191,43,3.479,7,27,3.757,3663,20,113,11126,363284,900,108,0,4146,8208,0,350058,22,0,9602,0,0,0,0,0,0,0,99,0
320000,459,51,122,776,194,42,3.504,7,26,3.716,3909,21,115,11923,388789,971,116,0,4440,8813,0,374632,22,0,10335,0,0,0,0,0,0,0,113,0
340000,440,47,102,818,196,39,3.638,7,27,3.841,4129,22,128,12725,415225,1024,126,0,4705,9386,0,400211,22,0,11077,0,0,0,0,0,0,0,127,0
360000,456,53,112,787,198,48,3.447,7,26,3.797,4386,22,114,13547,441103,1080,131,0,4998,10041,0,425156,24,0,11809,0,0,0,0,0,0,0,110,0
380000,470,54,101,783,197,48,3.335,7,25,3.521,4621,23,137,14352,467031,1146,139,0,5291,10627,0,450217,25,0,12552,0,0,0,0,0,0,0,118,0
400000,502,30,119,757,222,29,3.343,7,25,3.629,4891,24,120,15158,494339,1221,147,0,5609,11245,0,476630,28,0,13274,0,0,0,0,0,0,0,108,0
420000,456,44,111,797,209,37,3.451,7,25,3.567,5129,24,127,15960,521642,1295,161,0,5893,11795,0,503053,28,0,14013,0,0,0,0,0,0,0,123,0
440000,418,40,119,831,222,35,3.529,6,20,3.625,5366,25,133,16761,547338,1374,166,0,6184,12355,0,527865,30,0,14744,0,0,0,0,0,0,0,117,0
460000,481,40,134,753,202,37,3.523,7,23,3.799,5606,26,114,17546,574326,1448,175,0,6488,13005,0,553968,30,0,15426,0,0,0,0,0,0,0,97,0
480000,552,40,139,677,188,35,3.493,7,24,3.761,5867,29,100,18336,600917,1520,184,0,6817,13671,0,579634,33,0,16121,0,0,0,0,0,0,0,74,0
500000,466,49,149,744,193,43,3.521,6,26,3.875,6102,29,104,19087,626504,1598,191,0,7087,14230,0,604305,33,0,16769,0,0,0,0,0,0,0,86,0
520000,521,42,128,717,192,39,3.442,7,25,3.734,6344,29,91,19851,652295,1655,195,0,7388,14869,0,629203,33,0,17440,0,0,0,0,0,0,0,85,0
540000,502,42,128,736,206,40,3.366,7,26,3.703,6620,31,103,20661,678486,1729,201,0,7705,15483,0,654444,35,0,18162,0,0,0,0,0,0,0,86,0
560000,502,47,108,751,207,45,3.226,7,27,3.496,6873,33,95,21439,705533,1791,205,0,8004,16057,0,680613,37,0,18839,0,0,0,0,0,0,0,83,0
580000,534,32,133,709,238,31,3.022,6,20,3.155,7186,33,98,22249,733540,1861,214,0,8354,16708,0,707651,37,0,19535,0,0,0,0,0,0,0,80,0
600000,509,27,111,761,251,27,3.04,6,19,3.188,7465,34,98,23044,762407,1929,228,0,8660,17278,0,735626,40,0,20218,0,0,0,0,0,0,0,88,0
620000,568,36,130,674,230,35,2.932,6,18,3.213,7767,35,94,23807,791235,2008,233,0,9019,17894,0,763532,43,0,20880,0,0,0,0,0,0,0,72,0
640000,541,29,113,725,251,27,2.935,6,19,3.036,8078,36,96,24616,820648,2074,241,0,9354,18447,0,792026,46,0,21596,0,0,0,0,0,0,0,80,0
660000,508,39,111,750,251,35,2.937,5,19,3.182,8367,37,90,25393,850176,2132,243,0,9678,18981,0,820662,48,0,22265,0,0,0,0,0,0,0,67,0
680000,529,37,130,712,238,35,2.967,5,17,3.17,8659,37,92,26143,879686,2207,251,0,10013,19535,0,849307,49,0,22905,0,0,0,0,0,0,0,57,0
700000,570,47,145,646,212,43,2.922,6,20,3.177,8937,38,87,26858,908723,2262,260,0,10353,20118,0,877471,52,0,23514,0,0,0,0,0,0,0,61,0
720000,635,27,125,621,215,26,3,6,19,3.326,9225,39,71,27593,936985,2322,271,0,10695,20704,0,904875,52,0,24124,0,0,0,0,0,0,0,59,0
740000,543,36,127,702,215,35,3.18,6,20,3.544,9514,40,98,28394,964307,2395,282,0,11015,21261,0,931235,53,0,24868,0,0,0,0,0,0,0,82,0
760000,466,38,113,791,235,34,3.201,6,20,3.567,9793,40,106,29204,991343,2459,291,0,11324,21792,0,957361,55,0,25570,0,0,0,0,0,0,0,91,0
780000,560,33,102,713,220,33,3.115,6,20,3.578,10075,41,100,30007,1018710,2530,299,0,11676,22441,0,983813,56,0,26277,0,0,0,0,0,0,0,85,0
800000,519,36,110,743,232,36,3.067,5,17,3.434,10390,42,102,30866,1047376,2588,307,0,12028,23052,0,1011470,56,0,27059,0,0,0,0,0,0,0,91,0
820000,472,32,115,789,255,31,3.077,5,17,3.465,10676,42,106,31684,1075335,2666,314,0,12344,23602,0,1038514,57,0,27811,0,0,0,0,0,0,0,97,0
840000,473,36,78,821,265,32,2.96,5,15,3.117,10949,43,130,32475,1104180,2735,319,0,12651,24158,0,1066495,57,0,28542,0,0,0,0,0,0,0,113,0
860000,462,32,120,794,264,32,3.014,5,13,3.107,11245,44,119,33277,1133590,2813,328,0,12995,24729,0,1094980,58,0,29264,0,0,0,0,0,0,0,110,0
880000,516,30,94,768,246,30,3.025,5,12,3.052,11526,45,128,34077,1163092,2887,333,0,13332,25330,0,1123597,59,0,29995,0,0,0,0,0,0,0,112,0
900000,530,33,86,759,244,32,2.957,5,12,2.972,11822,46,113,34892,1192901,2964,336,0,13667,25914,0,1152495,59,0,30718,0,0,0,0,0,0,0,106,0
920000,523,30,114,741,258,29,2.889,5,12,2.895,12118,47,101,35674,1222908,3029,342,0,13995,26468,0,1181612,61,0,31421,0,0,0,0,0,0,0,93,0
940000,607,33,89,679,230,33,2.833,5,15,2.831,12433,47,113,36519,1253350,3101,353,0,14370,27126,0,1211111,62,0,32162,0,0,0,0,0,0,0,77,0
960000,544,29,114,721,268,28,2.747,5,15,2.782,12779,48,81,37362,1283622,3166,367,0,14719,27691,0,1240417,66,0,32867,0,0,0,0,0,0,0,71,0
980000,564,31,128,685,251,30,2.826,5,16,2.989,13099,50,87,38155,1314013,3246,377,0,15087,28263,0,1269892,66,0,33562,0,0,0,0,0,0,0,70,0
1000000,535,28,128,717,252,27,2.964,5,16,3.168,13398,52,87,38945,1343687,3309,389,0,15409,28797,0,1298684,69,0,34243,0,0,0,0,0,0,0,83,0
