t,free,docked,repel,tpl,strands,complexes,meanLen,maxLen,distinct,entropy,births,maxGen,eOn,energyUsed,docks,softDocks,captures,ligations,frays,unzips,fed,undocks,spont,breaks,energyCharged,rings,memRings,memArcs,enclosedAB,enclosedE,enclosedTPL,enclosedMotif,totalMotif,ringsWithStrand
20000,1031,31,106,240,66,22,3.466,7,14,3.094,110,5,77,280,7563,13,6,0,45,107,0,7104,9,0,119,0,0,0,0,0,0,0,30,0
40000,597,42,190,579,155,36,3.775,7,20,3.547,363,8,73,983,27366,76,13,0,219,432,0,25973,13,0,695,0,0,0,0,0,0,0,70,0
60000,425,60,127,796,184,51,3.613,7,24,3.749,600,8,112,1850,51537,132,22,0,483,949,0,49186,13,0,1506,0,0,0,0,0,0,0,105,0
80000,518,42,95,752,179,39,3.573,7,24,3.805,834,9,111,2654,76734,195,34,0,797,1606,0,73514,14,0,2236,0,0,0,0,0,0,0,84,0
100000,550,40,119,699,192,38,3.335,7,25,3.575,1107,11,84,3452,102405,266,39,0,1122,2288,0,98209,16,0,2908,0,0,0,0,0,0,0,71,0
120000,516,45,108,739,203,39,3.302,6,25,3.568,1368,11,106,4216,129525,329,46,0,1410,2863,0,124434,16,0,3594,0,0,0,0,0,0,0,69,0
140000,462,35,148,763,218,32,3.436,6,23,3.778,1627,13,93,4974,155074,403,52,0,1705,3408,0,149081,16,0,4236,0,0,0,0,0,0,0,66,0
160000,518,37,148,705,217,34,3.251,7,25,3.586,1890,13,83,5706,180507,455,60,0,2022,4033,0,173627,17,0,4852,0,0,0,0,0,0,0,61,0
180000,548,36,147,677,211,32,3.23,7,23,3.447,2144,14,55,6406,206499,526,65,0,2326,4610,0,198762,17,0,5415,0,0,0,0,0,0,0,56,0
200000,562,35,117,694,193,33,3.394,7,23,3.765,2400,16,106,7166,232950,589,72,0,2644,5190,0,224326,18,0,6128,0,0,0,0,0,0,0,77,0
220000,506,49,120,733,192,45,3.392,7,24,3.813,2654,16,89,7934,258926,643,79,0,2950,5753,0,249366,18,0,6768,0,0,0,0,0,0,0,77,0
240000,541,38,123,706,196,35,3.459,7,21,3.893,2916,16,103,8723,285061,706,88,0,3259,6397,0,274580,18,0,7489,0,0,0,0,0,0,0,78,0
260000,522,27,134,725,203,26,3.585,7,24,3.758,3165,20,91,9535,310978,779,92,0,3544,7016,0,299574,18,0,8176,0,0,0,0,0,0,0,83,0
