t,free,docked,repel,tpl,strands,complexes,meanLen,maxLen,distinct,entropy,births,maxGen,eOn,energyUsed,docks,softDocks,captures,ligations,frays,unzips,fed,undocks,spont,breaks,energyCharged,rings,memRings,memArcs,enclosedAB,enclosedE,enclosedTPL,enclosedMotif,totalMotif,ringsWithStrand,memActive,made,binds,melts,snaps,rayHits,cuts,proofs
10000,365,72,78,125,0,15,7.467,10,8,2.6,39,2,1,61,323,94,0,0,58,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20000,346,74,78,142,0,12,9.833,10,3,1.281,84,3,3,120,548,150,0,0,135,125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30000,223,112,95,210,0,15,9.2,10,5,1.823,110,3,1,175,786,220,0,0,180,167,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
40000,162,124,112,242,3,20,9.043,10,6,1.839,141,4,1,232,1012,292,0,0,247,226,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
50000,104,146,111,279,1,25,9.231,10,5,1.582,174,4,0,282,1225,359,0,0,310,275,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60000,78,157,88,317,0,20,9.1,10,5,1.695,195,4,0,330,1365,418,0,0,363,307,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
70000,78,158,60,344,2,22,9.292,10,5,1.581,215,4,2,384,1455,449,0,0,400,333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80000,81,168,40,351,2,20,8.955,10,6,1.799,236,5,3,437,1564,492,0,0,455,356,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
90000,61,169,21,389,0,20,9.55,10,4,1.461,258,5,5,493,1660,526,0,0,490,380,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100000,78,156,33,373,0,23,9.696,10,4,1.389,281,5,1,555,1773,559,0,0,547,414,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
