t,free,docked,repel,tpl,strands,complexes,meanLen,maxLen,distinct,entropy,births,maxGen,eOn,energyUsed,docks,softDocks,captures,ligations,frays,unzips,fed,undocks,spont,breaks,energyCharged,rings,memRings,memArcs,enclosedAB,enclosedE,enclosedTPL,enclosedMotif,totalMotif,ringsWithStrand,memActive,made,binds,melts,snaps,rayHits,cuts,proofs
10000,229,92,132,187,5,23,8.036,10,10,2.464,39,2,0,71,435,112,0,0,48,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20000,220,99,121,200,1,22,9.696,10,5,1.393,88,4,1,139,723,193,0,0,159,133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30000,205,114,93,228,2,19,8.619,10,7,1.963,124,4,2,202,966,272,0,0,249,220,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
40000,178,116,97,249,5,19,7.625,10,9,2.55,157,4,1,257,1171,339,0,0,324,284,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
50000,182,110,115,233,5,20,8.4,10,8,2.174,206,4,0,306,1411,398,0,0,426,362,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60000,124,131,99,286,1,19,9.2,10,4,1.578,228,4,1,356,1600,457,0,0,475,413,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
70000,96,145,65,334,0,19,10,10,2,0.949,255,5,1,416,1762,510,0,0,528,464,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80000,117,133,76,314,2,25,8.741,10,8,2.115,291,5,1,472,1915,558,0,0,597,526,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
90000,107,136,73,324,4,25,8.034,10,9,2.409,333,7,2,526,2093,601,0,0,668,585,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100000,109,149,67,315,2,22,9.167,10,5,1.604,372,7,2,586,2294,662,0,0,759,640,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
