t,free,docked,repel,tpl,strands,complexes,meanLen,maxLen,distinct,entropy,births,maxGen,eOn,energyUsed,docks,softDocks,captures,ligations,frays,unzips,fed,undocks,spont,breaks,energyCharged,rings,memRings,memArcs,enclosedAB,enclosedE,enclosedTPL,enclosedMotif,totalMotif,ringsWithStrand,memActive,made,binds,melts,snaps,rayHits,cuts,proofs
10000,254,93,104,189,1,20,9.286,10,5,1.473,41,2,0,77,455,115,0,0,60,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20000,189,113,114,224,4,22,8.346,10,7,2.021,70,2,3,123,715,177,0,0,133,133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30000,147,125,105,263,4,20,8.792,10,7,1.999,97,3,3,183,922,239,0,0,197,200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
40000,81,146,67,346,0,21,9.714,10,3,1.201,110,3,1,251,1066,292,0,0,229,233,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
50000,77,146,45,372,0,24,9.375,10,5,1.604,133,4,2,309,1172,337,0,0,276,258,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60000,63,154,49,374,1,22,10,10,2,0.999,157,4,1,362,1331,386,0,0,327,308,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
70000,68,150,29,393,0,25,9.88,10,3,1.183,170,4,2,412,1417,418,0,0,365,342,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80000,82,143,27,388,2,27,9.138,10,5,1.647,198,4,3,462,1528,453,0,0,415,385,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
90000,72,150,42,376,0,29,10,10,2,0.999,212,4,2,501,1654,490,0,0,462,421,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100000,76,137,49,378,0,30,9.833,10,3,1.177,236,5,3,560,1774,530,0,0,509,467,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
