t,free,docked,repel,tpl,strands,complexes,meanLen,maxLen,distinct,entropy,births,maxGen,eOn,energyUsed,docks,softDocks,captures,ligations,frays,unzips,fed,undocks,spont,breaks,energyCharged,rings,memRings,memArcs,enclosedAB,enclosedE,enclosedTPL,enclosedMotif,totalMotif,ringsWithStrand,memActive,made,binds,melts,snaps,rayHits,cuts,proofs
10000,461,148,76,355,9,26,7.514,11,26,4.536,84,4,38,421,929,257,0,0,174,130,146,0,0,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20000,339,170,99,432,11,34,6.778,11,28,4.526,206,5,37,854,1750,473,0,0,467,350,268,0,0,115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30000,215,196,98,531,11,42,7.566,11,33,4.688,298,6,31,1245,2441,668,0,0,724,506,361,0,0,200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
40000,190,233,88,529,6,38,8.273,11,30,4.59,376,6,42,1617,3098,857,0,0,1002,692,420,0,0,278,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
50000,212,223,79,526,5,34,8.795,11,27,4.475,467,6,46,1964,3716,1041,0,0,1274,894,520,0,0,327,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60000,277,191,84,488,4,29,8.97,11,26,4.537,563,6,41,2335,4382,1236,0,0,1575,1143,607,0,0,401,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
70000,376,167,87,410,9,29,8.184,11,30,4.787,716,7,31,2783,5233,1451,0,0,1986,1452,720,0,0,477,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80000,347,170,82,441,10,30,7.7,11,33,4.903,827,7,34,3213,6009,1660,0,0,2301,1680,816,0,0,546,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
90000,385,162,87,406,13,30,6.605,11,29,4.656,967,9,43,3646,6789,1865,0,0,2653,1953,912,0,0,610,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100000,368,161,79,432,14,25,7.59,11,30,4.753,1090,9,35,4027,7505,2065,0,0,2970,2159,1022,0,0,677,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
110000,344,175,77,444,5,33,8.184,11,31,4.84,1217,9,36,4448,8315,2286,0,0,3302,2412,1133,0,0,761,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
120000,352,189,74,425,7,25,8.125,11,25,4.515,1355,9,48,4883,9106,2508,0,0,3647,2655,1226,0,0,830,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
130000,346,177,84,433,7,33,7.025,11,37,5.153,1455,9,36,5212,9749,2692,0,0,3942,2844,1315,0,0,897,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
140000,509,136,59,336,9,23,7.125,14,26,4.539,1632,11,45,5709,10631,2915,0,0,4384,3188,1423,0,0,985,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
150000,397,160,93,390,15,27,6.786,11,33,4.88,1739,12,37,6097,11396,3139,0,0,4661,3383,1534,0,0,1048,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
