t,free,docked,repel,tpl,strands,complexes,meanLen,maxLen,distinct,entropy,births,maxGen,eOn,energyUsed,docks,softDocks,captures,ligations,frays,unzips,fed,undocks,spont,breaks,energyCharged,rings,memRings,memArcs,enclosedAB,enclosedE,enclosedTPL,enclosedMotif,totalMotif,ringsWithStrand,memActive,made,binds,melts,snaps,rayHits,cuts,proofs
10000,209,98,155,178,2,26,9.393,10,10,2.937,30,2,0,0,444,104,0,0,36,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20000,190,108,140,202,3,27,8.767,10,11,2.917,52,2,0,0,648,145,0,0,102,132,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30000,211,102,136,191,2,22,8.625,10,10,2.838,86,2,0,0,829,186,0,0,173,223,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
40000,306,85,117,132,1,18,9,10,8,2.735,130,3,0,0,1001,227,0,0,287,311,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
50000,314,86,111,129,1,16,9.235,10,7,2.537,155,3,0,0,1138,266,0,0,347,368,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60000,294,86,124,136,3,16,8.421,10,8,2.695,174,3,0,0,1263,304,0,0,395,403,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
70000,423,50,86,81,0,12,9.75,10,4,1.784,215,3,0,0,1372,328,0,0,492,488,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80000,410,55,85,90,1,12,8.846,10,6,2.2,240,3,0,0,1504,357,0,0,545,525,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
90000,426,54,84,76,0,12,9.25,10,5,1.781,258,3,0,0,1592,377,0,0,589,564,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100000,404,68,78,90,3,12,8.067,10,8,2.307,276,3,0,0,1692,401,0,0,620,591,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
110000,490,42,47,60,2,9,7.455,10,8,2.732,299,3,0,0,1739,411,0,0,677,641,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
120000,542,30,32,36,0,4,10,10,2,0.811,317,3,0,0,1772,422,0,0,714,673,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
130000,526,29,40,45,0,3,10,10,2,0.918,317,3,0,0,1794,429,0,0,718,675,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
140000,533,30,32,45,0,3,10,10,2,0.918,325,3,0,0,1829,440,0,0,739,684,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
150000,520,30,45,45,0,6,9.5,10,3,1.252,333,3,0,0,1866,448,0,0,754,690,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
160000,520,35,36,49,1,5,8.667,10,3,1.252,338,4,0,0,1903,457,0,0,771,705,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
170000,587,16,16,21,0,2,10,10,1,0,352,4,0,0,1922,462,0,0,811,731,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
180000,617,5,10,8,0,1,10,10,1,0,360,4,0,0,1932,464,0,0,829,743,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
190000,640,0,0,0,0,0,0,0,0,0,370,4,0,0,1950,469,0,0,844,761,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
200000,640,0,0,0,0,0,0,0,0,0,370,4,0,0,1950,469,0,0,844,761,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
