t,free,docked,repel,tpl,strands,complexes,meanLen,maxLen,distinct,entropy,births,maxGen,eOn,energyUsed,docks,softDocks,captures,ligations,frays,unzips,fed,undocks,spont,breaks,energyCharged,rings,memRings,memArcs,enclosedAB,enclosedE,enclosedTPL,enclosedMotif,totalMotif,ringsWithStrand,memActive,made,binds,melts,snaps,rayHits,cuts,proofs,held,stacked,stackRows,stackMelts,nStacks,maxStack,meanStack
10000,760,97,277,146,5,31,9.639,10,10,2.693,45,1,0,37,583,135,0,0,46,79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20000,721,130,251,178,4,32,9.444,10,10,2.604,75,2,0,67,871,202,0,0,119,201,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30000,781,113,218,168,9,28,8.027,10,15,3.142,119,2,0,107,1116,263,0,0,238,326,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
40000,789,129,178,184,1,23,9.875,10,6,1.98,144,2,0,150,1337,328,0,0,326,416,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
50000,722,143,215,200,3,26,9.103,10,9,2.409,167,2,1,177,1562,384,0,0,395,478,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60000,680,139,260,201,5,29,9.324,10,10,2.676,213,3,0,212,1867,446,0,0,498,580,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
70000,652,144,265,219,2,33,9.543,10,11,2.841,254,3,0,240,2122,505,0,0,591,663,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80000,733,131,214,202,5,24,8.69,10,12,2.785,293,3,0,274,2352,564,0,0,711,794,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
90000,698,138,239,205,3,28,9.097,10,10,2.728,322,3,1,300,2582,617,0,0,783,877,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100000,807,118,189,166,2,20,9.409,10,8,2.492,358,4,0,332,2783,665,0,0,903,1002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
110000,720,133,236,191,3,26,9.414,10,9,2.49,385,4,2,364,2977,711,0,0,950,1039,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
120000,640,141,293,205,6,33,9.179,10,9,2.333,422,4,0,400,3285,779,0,0,1039,1140,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
