t,free,docked,repel,tpl,strands,complexes,meanLen,maxLen,distinct,entropy,births,maxGen,eOn,energyUsed,docks,softDocks,captures,ligations,frays,unzips,fed,undocks,spont,breaks,energyCharged,rings,memRings,memArcs,enclosedAB,enclosedE,enclosedTPL,enclosedMotif,totalMotif,ringsWithStrand,memActive,made,binds,melts,snaps,rayHits,cuts,proofs,held,stacked,stackRows,stackMelts,nStacks,maxStack,meanStack
10000,3114,28,3,455,7,37,5.227,6,13,2.457,36,3,385,220,4086,135,0,0,25,69,0,5566,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,142,0,0,0,0,0
20000,2931,28,1,640,18,51,4.681,6,25,3.939,93,4,384,502,10023,317,0,0,87,221,0,12701,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,183,0,0,0,0,0
30000,2737,42,1,820,18,72,4.556,6,29,4.253,151,5,384,781,17374,584,0,0,146,373,0,21700,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,247,0,0,0,0,0
40000,2580,54,4,962,29,87,4.543,6,46,4.85,217,6,379,1087,25967,890,0,0,245,567,0,32138,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,279,0,0,0,0,0
50000,2512,49,11,1028,28,97,4.304,6,52,5.117,280,7,390,1375,35539,1256,0,0,350,779,0,43822,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,280,0,0,0,0,0
60000,2449,54,6,1091,35,96,4.344,6,56,5.302,364,8,381,1743,45607,1620,0,0,487,1063,0,55793,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,288,0,0,0,0,0
70000,2460,52,2,1086,35,98,4.165,6,55,5.303,435,9,386,2060,56839,1983,0,0,623,1345,0,69059,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,305,0,0,0,0,0
80000,2393,48,3,1156,42,107,4.074,6,56,5.334,525,9,389,2424,67746,2357,0,0,763,1603,0,82149,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,311,0,0,0,0,0
90000,2367,58,11,1164,33,111,4.132,6,55,5.303,598,10,371,2748,79016,2691,0,0,903,1877,0,95427,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,335,0,0,0,0,0
100000,2363,50,3,1184,40,112,4.138,6,62,5.548,679,11,383,3087,91070,3082,0,0,1042,2144,0,110115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,320,0,0,0,0,0
110000,2372,53,3,1172,40,117,3.968,6,61,5.525,760,12,384,3432,102912,3436,0,0,1188,2449,0,124387,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,310,0,0,0,0,0
120000,2416,54,4,1126,36,107,3.93,6,60,5.471,845,13,388,3777,114932,3790,0,0,1359,2759,0,138508,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,305,0,0,0,0,0
130000,2359,55,6,1180,47,123,3.747,6,67,5.624,936,16,388,4136,127178,4149,0,0,1501,3013,0,153091,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,314,0,0,0,0,0
140000,2358,55,7,1180,61,119,3.617,6,71,5.531,1023,16,384,4478,140687,4547,0,0,1640,3284,0,168571,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,287,0,0,0,0,0
150000,2392,56,7,1145,72,125,3.345,6,69,5.55,1139,16,385,4868,155020,4929,0,0,1816,3602,0,184799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,294,0,0,0,0,0
160000,2399,47,2,1152,76,133,3.206,6,67,5.417,1248,17,380,5242,170049,5297,0,0,1977,3877,0,201808,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,297,0,0,0,0,0
170000,2453,54,5,1088,71,124,3.164,6,56,5.22,1355,18,383,5598,185159,5700,0,0,2162,4199,0,218548,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,280,0,0,0,0,0
180000,2310,53,4,1233,97,134,3.216,6,52,5.114,1496,19,379,6068,201048,6103,0,0,2318,4455,0,236600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,302,0,0,0,0,0
190000,2266,53,8,1273,93,150,3.177,6,54,5.164,1629,20,384,6504,217174,6541,0,0,2498,4775,0,254871,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,321,0,0,0,0,0
200000,2280,50,5,1265,90,149,3.096,6,59,5.204,1762,21,386,6940,233029,6963,0,0,2709,5104,0,272781,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,316,0,0,0,0,0
210000,2263,58,3,1275,87,153,3.046,5,54,5.067,1891,21,382,7362,250599,7413,0,0,2906,5417,0,292425,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,331,0,0,0,0,0
220000,2384,51,9,1156,78,140,3.078,5,52,5.059,2023,21,375,7772,267836,7827,0,0,3134,5780,0,311192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,299,0,0,0,0,0
230000,2271,49,11,1269,96,139,3.14,5,52,5.049,2165,21,385,8246,284455,8213,0,0,3320,6072,0,330089,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,327,0,0,0,0,0
240000,2225,54,13,1308,80,160,3.225,5,54,4.991,2299,21,383,8690,301501,8626,0,0,3514,6379,0,349426,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,371,0,0,0,0,0
250000,2160,49,4,1387,101,157,3.202,5,50,4.96,2446,21,377,9166,318412,9079,0,0,3699,6671,0,368715,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,363,0,0,0,0,0
260000,2094,46,9,1451,97,177,3.139,5,54,4.857,2595,21,378,9631,336609,9575,0,0,3899,7000,0,389134,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,391,0,0,0,0,0
270000,2117,48,7,1428,97,172,3.059,5,52,4.901,2753,21,364,10139,354118,10004,0,0,4129,7386,0,408609,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,391,0,0,0,0,0
280000,2087,47,8,1458,108,173,2.989,5,48,4.86,2926,21,377,10675,372891,10454,0,0,4349,7750,0,429319,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,390,0,0,0,0,0
290000,2098,57,9,1436,106,176,3.035,5,53,4.851,3090,22,385,11183,392155,10937,0,0,4593,8120,0,450592,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,367,0,0,0,0,0
300000,2061,71,8,1460,106,185,2.983,5,54,4.86,3238,22,376,11643,411086,11414,0,0,4803,8425,0,471927,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,391,0,0,0,0,0
