t,free,docked,repel,tpl,strands,complexes,meanLen,maxLen,distinct,entropy,births,maxGen,eOn,energyUsed,docks,softDocks,captures,ligations,frays,unzips,fed,undocks,spont,breaks,energyCharged,rings,memRings,memArcs,enclosedAB,enclosedE,enclosedTPL,enclosedMotif,totalMotif,ringsWithStrand,memActive,made,binds,melts,snaps,rayHits,cuts
10000,813,2,1,84,3,6,4.556,6,6,2.419,10,3,95,48,992,9,0,0,12,28,0,1219,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20000,722,9,1,168,6,16,3.773,6,9,2.897,28,4,96,119,2831,28,0,0,27,56,0,3680,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30000,659,7,0,234,5,23,4.25,6,11,3.169,50,5,95,218,5718,63,0,0,57,111,0,7641,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
40000,573,16,1,310,8,31,4.179,6,14,3.448,80,6,91,363,8764,96,0,0,107,188,0,11719,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
50000,485,21,5,389,9,40,4.224,6,13,3.338,108,6,92,478,12635,141,0,0,144,253,0,17219,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60000,432,17,0,451,16,47,3.762,6,19,3.679,154,7,95,649,18277,192,0,0,200,368,0,24072,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
70000,401,22,3,474,24,51,3.413,6,19,3.621,204,8,83,824,24175,260,0,0,265,491,0,30844,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80000,311,23,0,566,31,60,3.418,6,25,3.949,251,9,94,1005,30680,325,0,0,319,574,0,38393,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
90000,315,26,0,559,25,63,3.614,6,26,3.924,300,10,93,1174,37081,385,0,0,399,698,0,45712,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100000,318,19,0,563,28,57,3.612,6,21,3.599,348,10,94,1338,43258,448,0,0,470,823,0,52496,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
110000,237,36,7,620,28,69,3.536,6,23,3.592,397,11,87,1529,49366,505,0,0,528,926,0,59144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
120000,283,21,0,596,23,64,3.529,6,24,3.922,439,11,95,1697,55133,547,0,0,606,1060,0,65584,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
130000,332,25,2,541,27,55,3.378,6,21,3.607,485,11,91,1845,61904,594,0,0,679,1205,0,73097,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
140000,317,20,2,561,26,64,3.444,6,23,3.804,533,11,90,2038,68520,648,0,0,758,1316,0,80310,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
150000,332,17,4,547,25,54,3.582,6,23,3.93,589,13,90,2239,75139,707,0,0,845,1470,0,87697,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
