t,free,docked,repel,tpl,strands,complexes,meanLen,maxLen,distinct,entropy,births,maxGen,eOn,energyUsed,docks,softDocks,captures,ligations,frays,unzips,fed,undocks,spont,breaks,energyCharged,rings,memRings,memArcs,enclosedAB,enclosedE,enclosedTPL,enclosedMotif,totalMotif,ringsWithStrand,memActive,made,binds,melts,snaps,rayHits,cuts,proofs,held,stacked,stackRows,stackMelts,nStacks,maxStack,meanStack
10000,3273,18,4,305,6,27,5.303,6,6,2.022,18,3,393,119,4403,44,0,0,18,44,0,5036,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,86,0,0,0,0,0
20000,3088,31,3,478,9,42,4.941,6,8,2.371,49,3,392,297,9385,105,0,0,42,108,0,10788,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,143,0,0,0,0,0
30000,2929,29,6,636,19,48,4.836,6,14,2.98,100,4,388,548,15927,186,0,0,107,263,0,18550,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,177,0,0,0,0,0
40000,2740,44,5,811,25,68,4.581,6,19,3.377,166,6,383,867,24092,316,0,0,196,469,0,28236,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,243,0,0,0,0,0
50000,2575,52,2,971,19,81,4.75,6,23,3.628,220,7,391,1164,34043,446,0,0,282,654,0,39740,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,292,0,0,0,0,0
60000,2425,54,5,1116,25,93,4.568,6,26,3.841,301,8,379,1544,44214,587,0,0,407,936,0,51877,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,329,0,0,0,0,0
70000,2294,69,3,1234,26,99,4.48,6,28,3.869,373,9,373,1917,55718,736,0,0,524,1187,0,64898,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,345,0,0,0,0,0
80000,2329,55,6,1210,39,90,4.093,6,32,4.261,451,10,388,2240,67733,894,0,0,666,1491,0,78765,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,325,0,0,0,0,0
90000,2216,61,6,1317,51,104,4.206,6,40,4.496,556,10,381,2671,80834,1061,0,0,814,1785,0,93827,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,368,0,0,0,0,0
100000,2106,63,10,1421,59,112,4.018,6,37,4.439,664,10,366,3120,94974,1236,0,0,965,2098,0,110125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,387,0,0,0,0,0
110000,2063,71,6,1460,60,113,3.89,6,39,4.61,773,10,372,3563,109991,1405,0,0,1135,2445,0,127119,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,415,0,0,0,0,0
120000,1972,61,8,1559,72,130,3.911,6,38,4.635,917,11,378,4081,127367,1567,0,0,1323,2793,0,146834,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,435,0,0,0,0,0
130000,1973,78,8,1541,87,125,3.684,6,43,4.75,1057,11,374,4593,145884,1783,0,0,1527,3192,0,167342,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,413,0,0,0,0,0
140000,1879,69,10,1642,84,158,3.715,6,46,4.84,1192,12,366,5101,165369,2007,0,0,1712,3524,0,189036,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,494,0,0,0,0,0
150000,1918,58,7,1617,81,147,3.662,6,43,4.744,1328,13,380,5610,184441,2208,0,0,1913,3957,0,210365,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,471,0,0,0,0,0
160000,1845,80,5,1670,84,161,3.629,6,47,4.772,1475,13,379,6160,202980,2420,0,0,2124,4330,0,231099,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,456,0,0,0,0,0
170000,1786,87,9,1718,81,164,3.535,6,51,4.917,1608,13,371,6631,221775,2632,0,0,2317,4665,0,252096,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,484,0,0,0,0,0
180000,1816,68,8,1708,97,159,3.453,6,50,4.9,1783,14,369,7204,241929,2855,0,0,2564,5114,0,274255,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,462,0,0,0,0,0
190000,1859,72,7,1662,85,166,3.422,6,51,4.975,1929,15,374,7718,262699,3072,0,0,2803,5521,0,297184,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,463,0,0,0,0,0
200000,1834,66,5,1695,92,181,3.333,6,52,4.989,2090,15,380,8234,283680,3285,0,0,3033,5876,0,320612,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,495,0,0,0,0,0
210000,1837,57,17,1689,113,182,3.163,6,52,4.917,2257,15,375,8743,304696,3486,0,0,3250,6256,0,343474,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,452,0,0,0,0,0
220000,1836,58,11,1695,113,186,3.194,6,52,4.892,2448,17,373,9388,326038,3716,0,0,3534,6708,0,367635,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,437,0,0,0,0,0
230000,1827,61,6,1706,111,194,3.138,6,44,4.662,2633,17,378,9972,347176,3928,0,0,3781,7140,0,391589,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,478,0,0,0,0,0
240000,1767,61,13,1759,114,201,3.21,5,49,4.738,2817,17,372,10583,369552,4105,0,0,4041,7554,0,416137,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,490,0,0,0,0,0
250000,1762,64,6,1768,110,186,3.253,5,48,4.692,2987,18,371,11150,391300,4291,0,0,4294,7963,0,440329,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,484,0,0,0,0,0
260000,1809,65,4,1722,111,187,3.265,5,50,4.74,3163,18,364,11737,413168,4504,0,0,4568,8419,0,464536,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,485,0,0,0,0,0
270000,1791,58,13,1737,118,184,3.245,5,49,4.632,3331,19,377,12315,435059,4717,0,0,4811,8829,0,488482,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,487,0,0,0,0,0
280000,1842,50,6,1702,106,199,3.18,5,49,4.6,3494,19,377,12860,456335,4906,0,0,5063,9246,0,512592,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,478,0,0,0,0,0
290000,1787,66,17,1730,118,206,3.133,5,46,4.605,3677,20,357,13438,478416,5134,0,0,5305,9653,0,537897,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,481,0,0,0,0,0
300000,1741,66,5,1788,125,203,3.146,5,44,4.607,3851,20,358,14023,500444,5353,0,0,5544,10045,0,562941,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,491,0,0,0,0,0
