t,free,docked,repel,tpl,strands,complexes,meanLen,maxLen,distinct,entropy,births,maxGen,eOn,energyUsed,docks,softDocks,captures,ligations,frays,unzips,fed,undocks,spont,breaks,energyCharged,rings,memRings,memArcs,enclosedAB,enclosedE,enclosedTPL,enclosedMotif,totalMotif,ringsWithStrand,memActive,made,binds,melts
20000,409,4,6,93,33,4,2.622,6,12,3.201,48,5,7,138,3023,27,3,1,17,21,0,2879,5,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0
40000,372,6,18,116,44,6,2.58,5,14,2.995,137,6,4,322,8973,80,10,5,69,94,0,8601,10,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60000,379,5,22,106,45,5,2.48,5,12,2.802,230,9,6,510,15067,127,15,6,135,188,0,14475,15,135,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80000,389,2,11,110,45,2,2.553,7,12,2.698,315,10,11,710,21399,179,21,8,201,287,0,20579,16,188,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100000,344,11,19,138,43,9,2.808,7,15,3.219,398,10,3,911,28250,236,23,16,254,363,1,27182,18,240,0,0,0,0,0,0,0,0,0,0,0,0,0,0
120000,346,9,22,135,41,9,2.8,10,11,2.911,480,12,9,1115,35103,285,23,20,311,451,3,33795,19,308,0,0,0,0,0,0,0,0,0,0,0,0,0,0
140000,334,9,37,132,37,8,3.511,8,18,3.589,553,13,4,1313,41113,318,25,27,364,560,4,39552,19,368,0,0,0,0,0,0,0,0,0,0,0,0,0,0
160000,303,13,39,157,38,10,3.708,11,20,3.671,626,14,1,1527,47571,373,29,33,421,656,4,45744,20,443,0,0,0,0,0,0,0,0,0,0,0,0,0,0
180000,322,11,36,143,37,9,3.522,11,16,3.686,696,16,6,1736,54122,422,32,35,494,796,5,52044,21,500,0,0,0,0,0,0,0,0,0,0,0,0,0,0
200000,310,7,32,163,47,7,3.37,11,23,3.987,773,18,7,1947,60765,477,35,38,558,917,8,58432,24,555,0,0,0,0,0,0,0,0,0,0,0,0,0,0
