t,free,docked,repel,tpl,strands,complexes,meanLen,maxLen,distinct,entropy,births,maxGen,eOn,energyUsed,docks,softDocks,captures,ligations,frays,unzips,fed,undocks,spont,breaks,energyCharged,rings,memRings,memArcs,enclosedAB,enclosedE,enclosedTPL,enclosedMotif,totalMotif,ringsWithStrand,memActive,made,binds,melts,snaps,rayHits,cuts
10000,1172,11,1,116,2,8,6,6,4,1.971,8,2,96,56,1598,17,0,0,5,23,0,1787,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20000,1038,18,4,240,5,17,5.273,6,12,3.203,30,4,90,189,5429,45,0,0,28,83,0,6280,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30000,834,44,10,412,11,30,4.683,6,19,3.746,66,4,91,388,11399,110,0,0,58,151,0,13365,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
40000,557,50,7,686,28,55,4.349,6,23,3.802,133,5,74,704,22522,223,0,0,109,254,0,25862,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
50000,285,69,4,942,44,77,3.992,6,26,3.926,249,6,74,1177,37641,337,0,0,202,449,0,42164,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60000,270,53,4,973,61,66,3.811,6,34,4.364,339,6,87,1493,49927,419,0,0,307,677,0,55639,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
70000,233,57,2,1008,44,73,3.957,6,32,4.276,421,6,87,1831,62099,502,0,0,414,903,0,68693,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80000,182,63,4,1051,42,78,3.967,6,35,4.393,498,7,89,2133,74434,604,0,0,505,1093,0,81679,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
90000,194,41,4,1061,55,74,3.651,6,32,4.301,591,7,83,2485,86408,712,0,0,619,1334,0,94029,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100000,190,46,5,1059,50,75,3.728,6,34,4.387,687,8,80,2849,98421,807,0,0,752,1584,0,106477,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
