t,free,docked,repel,tpl,strands,complexes,meanLen,maxLen,distinct,entropy,births,maxGen,eOn,energyUsed,docks,softDocks,captures,ligations,frays,unzips,fed,undocks,spont,breaks,energyCharged,rings,memRings,memArcs,enclosedAB,enclosedE,enclosedTPL,enclosedMotif,totalMotif,ringsWithStrand,memActive,made,binds,melts,snaps,rayHits,cuts,proofs,held,stacked,stackRows,stackMelts,nStacks,maxStack,meanStack
5000,369,18,15,95,6,14,3.9,8,11,3.141,34,3,38,151,637,0,0,0,34,48,0,1149,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,37,12,242,10,3,1.8
10000,237,35,20,203,22,26,2.938,7,13,2.861,144,7,26,462,2237,5,3,0,145,186,0,3865,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,95,56,1331,19,5,2.263
15000,185,23,25,263,33,25,3.034,7,13,3.003,279,10,18,820,4135,9,4,0,301,371,0,7270,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,128,108,2957,22,6,2.545
20000,199,27,28,245,38,25,2.81,7,9,2.41,413,12,21,1155,6120,13,5,0,480,606,0,10657,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,110,162,4642,22,6,2.318
25000,225,31,12,227,18,33,2.804,7,13,2.853,535,12,36,1489,8082,15,8,0,659,814,0,14396,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,111,212,6405,28,6,2.179
30000,177,31,20,266,26,34,2.683,7,12,2.837,682,15,20,1842,10085,19,11,0,829,1010,0,17984,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,146,284,8276,28,7,2.464
35000,200,31,14,252,25,28,2.811,7,11,2.818,803,15,28,2160,11976,28,13,0,1004,1203,0,21368,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,138,339,10193,22,9,2.5
40000,205,25,15,242,19,27,2.913,7,12,2.895,919,18,35,2471,13802,31,15,0,1158,1393,0,24667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,144,395,11947,24,9,2.458
45000,214,34,21,234,21,27,2.75,8,11,2.11,1052,19,24,2810,15524,38,16,0,1328,1587,0,27709,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,135,452,13849,24,9,2.083
50000,202,26,13,259,24,26,2.82,8,13,2.717,1158,21,25,3098,17374,43,18,0,1457,1744,0,31029,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,138,506,15535,23,11,2.522
55000,174,31,17,266,33,29,2.774,8,13,2.594,1285,23,22,3413,19457,50,21,0,1611,1931,0,34611,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,135,563,17176,23,11,2.348
60000,197,31,7,257,15,26,3.22,7,15,2.972,1385,25,36,3733,21434,56,24,0,1771,2133,0,38223,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,147,609,18851,25,11,2.52
