t,free,docked,repel,tpl,strands,complexes,meanLen,maxLen,distinct,entropy,births,maxGen,eOn,energyUsed,docks,softDocks,captures,ligations,frays,unzips,fed,undocks,spont,breaks,energyCharged,rings,memRings,memArcs,enclosedAB,enclosedE,enclosedTPL,enclosedMotif,totalMotif,ringsWithStrand,memActive,made,binds,melts,snaps,rayHits,cuts,proofs
10000,267,88,111,174,6,19,7.76,10,14,3.574,40,2,1,75,435,116,0,0,51,68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20000,133,126,117,264,0,26,9.615,10,8,2.675,70,2,0,136,730,204,0,0,122,118,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30000,166,132,88,254,1,21,9.864,10,7,2.578,106,3,4,186,929,251,0,0,214,201,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
40000,101,138,91,310,0,24,10,10,6,2.527,129,3,0,248,1130,316,0,0,266,251,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
50000,80,152,30,378,1,22,9.652,10,7,2.682,137,3,1,307,1193,347,0,0,283,270,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60000,78,157,10,395,0,21,9.952,10,7,2.701,147,4,5,356,1256,368,0,0,311,285,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
70000,88,151,37,364,2,22,9.083,10,9,2.971,178,4,1,401,1385,408,0,0,369,328,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80000,73,156,35,376,1,20,9.619,10,7,2.601,196,5,1,461,1509,443,0,0,409,370,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
90000,72,148,32,388,2,25,9.148,10,9,2.883,223,5,1,517,1611,483,0,0,451,403,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100000,80,151,32,377,0,27,9.741,10,7,2.648,241,5,2,559,1706,516,0,0,497,433,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
110000,85,156,13,386,1,27,9.5,10,8,2.768,256,5,5,610,1775,543,0,0,531,450,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
120000,81,153,14,392,0,25,9.56,10,8,2.854,275,5,4,667,1880,578,0,0,578,475,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
130000,72,158,9,401,1,23,9.667,10,7,2.705,284,5,6,705,1937,600,0,0,600,491,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
140000,72,159,4,405,1,21,9.364,10,8,2.789,289,5,9,725,1960,610,0,0,612,495,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
150000,74,155,21,390,0,23,9.304,10,9,2.926,305,6,4,758,2035,635,0,0,644,519,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
160000,87,161,20,372,1,22,9.478,10,8,2.731,325,6,2,802,2129,664,0,0,687,551,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
170000,70,158,19,393,0,20,10,10,6,2.466,331,6,7,852,2211,692,0,0,711,576,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
180000,64,157,6,413,0,18,10,10,6,2.468,334,6,10,876,2231,707,0,0,723,576,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
190000,78,157,24,381,0,19,9.842,10,8,2.715,353,6,4,913,2325,737,0,0,769,605,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
200000,83,159,32,366,3,20,8.261,10,12,3.236,380,6,0,971,2434,775,0,0,817,642,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
