t,free,docked,repel,tpl,strands,complexes,meanLen,maxLen,distinct,entropy,births,maxGen,eOn,energyUsed,docks,softDocks,captures,ligations,frays,unzips,fed,undocks,spont,breaks,energyCharged,rings,memRings,memArcs,enclosedAB,enclosedE,enclosedTPL,enclosedMotif,totalMotif,ringsWithStrand,memActive,made,binds,melts,snaps,rayHits,cuts,proofs,held,stacked,stackRows,stackMelts,nStacks,maxStack,meanStack
10000,423,6,2,81,8,6,5.214,6,5,1.832,12,3,54,59,898,13,1,0,4,11,19,815,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20000,252,23,5,232,21,20,4.927,7,14,3.089,50,7,51,244,3752,40,3,0,22,59,50,3436,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30000,180,27,4,301,33,20,4.774,7,17,3.399,80,8,59,374,6947,67,5,0,55,139,99,6448,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
40000,158,30,1,323,41,23,4.469,7,25,4.062,113,9,55,480,10251,100,7,0,96,223,142,9603,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
50000,139,27,3,343,43,23,4.455,7,29,4.355,146,10,53,614,13226,134,9,0,144,316,169,12420,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60000,165,16,0,331,61,14,4.12,7,35,4.625,183,11,55,714,16659,165,14,0,188,419,203,15739,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
70000,191,12,1,308,59,10,4.159,7,33,4.632,212,11,51,824,20909,200,15,0,235,525,222,19863,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80000,156,17,4,334,62,13,4.12,7,37,4.854,250,11,53,957,24651,236,19,0,285,628,266,23421,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
90000,181,18,0,313,55,14,4.13,7,34,4.761,278,11,57,1070,28418,274,21,0,331,742,289,27053,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100000,116,20,5,371,65,17,4.207,7,35,4.825,313,11,52,1211,31934,306,22,0,362,813,307,30403,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
110000,151,19,1,341,66,15,3.975,6,33,4.702,347,11,52,1329,35845,333,25,0,410,929,320,34190,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
120000,138,18,2,354,67,16,3.867,7,38,4.985,380,11,51,1464,39611,367,26,0,457,1026,342,37800,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
130000,152,13,2,345,75,12,3.793,7,38,4.903,420,12,50,1603,42958,396,29,0,511,1146,368,40986,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
140000,142,22,6,342,62,18,4.037,7,33,4.7,450,12,53,1717,46898,431,29,0,555,1230,380,44784,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
150000,170,15,3,324,59,15,4.135,7,32,4.633,484,12,52,1837,50324,455,30,0,603,1353,409,48068,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
160000,206,14,4,288,52,14,4.106,7,28,4.544,522,13,52,1983,54350,487,32,0,662,1513,444,51913,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
170000,179,16,2,315,57,13,4.214,7,31,4.67,555,13,56,2122,58537,525,34,0,702,1601,459,55947,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
180000,147,16,3,346,66,12,4.359,7,32,4.653,584,13,55,2229,62620,566,38,0,730,1666,476,59909,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
190000,159,19,1,333,54,16,4.343,7,34,4.866,610,13,51,2361,66372,598,42,0,777,1780,491,63515,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
200000,200,21,4,287,51,14,4.108,7,34,4.845,648,14,55,2506,70247,638,44,0,836,1925,502,67229,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
