t,free,docked,repel,tpl,strands,complexes,meanLen,maxLen,distinct,entropy,births,maxGen,eOn,energyUsed,docks,softDocks,captures,ligations,frays,unzips,fed,undocks,spont,breaks,energyCharged,rings,memRings,memArcs,enclosedAB,enclosedE,enclosedTPL,enclosedMotif,totalMotif,ringsWithStrand
10000,711,2,0,87,20,2,3.818,6,9,3.049,22,3,294,82,1814,24,2,0,5,8,0,1752,10,0,0,0,0,0,0,0,0,0,0,0
20000,568,17,3,212,35,14,3.939,6,17,3.678,61,5,290,257,6345,95,11,0,25,42,0,6106,16,0,0,0,0,0,0,0,0,0,0,0
30000,450,18,1,331,54,16,4.414,7,22,3.995,115,6,290,505,13266,192,19,0,67,128,0,12796,21,0,0,0,0,0,0,0,0,0,0,0
40000,344,20,3,433,78,17,4.337,7,28,4.252,171,7,286,761,21598,313,32,0,108,241,0,20884,23,0,0,0,0,0,0,0,0,0,0,0
50000,353,14,4,429,80,13,4.355,7,31,4.444,212,7,287,959,30100,420,39,0,163,388,0,29203,25,0,0,0,0,0,0,0,0,0,0,0
60000,317,27,1,455,66,22,4.727,7,33,4.485,253,8,292,1187,38481,536,45,0,221,531,0,37357,28,0,0,0,0,0,0,0,0,0,0,0
70000,302,23,2,473,72,20,4.75,8,34,4.445,302,10,292,1427,46513,659,52,0,273,701,0,45164,31,0,0,0,0,0,0,0,0,0,0,0
80000,313,31,2,454,60,25,4.765,8,33,4.384,338,10,292,1638,54382,754,62,0,336,867,0,52823,31,0,0,0,0,0,0,0,0,0,0,0
90000,332,13,1,454,81,10,4.791,8,35,4.428,386,10,293,1858,62753,853,71,0,391,1034,0,61001,32,0,0,0,0,0,0,0,0,0,0,0
100000,373,15,2,410,70,14,4.619,7,35,4.322,428,10,293,2062,71752,983,80,0,451,1218,0,69805,35,0,0,0,0,0,0,0,0,0,0,0
110000,351,15,0,434,75,12,4.575,8,32,4.355,472,11,288,2292,80584,1101,86,0,503,1372,0,78417,37,0,0,0,0,0,0,0,0,0,0,0
120000,373,17,1,409,65,14,4.835,8,33,4.683,519,11,290,2519,89241,1224,96,0,568,1558,0,86862,42,0,0,0,0,0,0,0,0,0,0,0
130000,332,24,3,441,66,21,4.609,9,37,4.711,569,12,286,2797,97234,1342,105,0,621,1751,0,94579,43,0,0,0,0,0,0,0,0,0,0,0
140000,333,19,5,443,69,18,4.759,9,36,4.847,613,13,289,3023,105740,1459,110,0,678,1918,0,102869,44,0,0,0,0,0,0,0,0,0,0,0
150000,316,21,1,462,70,16,4.849,8,33,4.718,657,14,287,3259,114096,1570,121,0,738,2073,0,111001,45,0,0,0,0,0,0,0,0,0,0,0
