t,free,docked,repel,tpl,strands,complexes,meanLen,maxLen,distinct,entropy,births,maxGen,eOn,energyUsed,docks,softDocks,captures,ligations,frays,unzips,fed,undocks,spont,breaks,energyCharged,rings,memRings,memArcs,enclosedAB,enclosedE,enclosedTPL,enclosedMotif,totalMotif,ringsWithStrand
20000,494,3,0,15,1,2,5,8,3,1.585,4,1,60,13,1476,8,2,0,4,6,0,1468,3,0,0,0,0,0,0,0,0,0,0,0
40000,486,2,0,24,7,2,2.667,5,3,1.436,12,1,60,36,3632,9,2,0,8,16,0,3615,10,0,0,0,0,0,0,0,0,0,0,0
60000,495,1,0,16,7,1,2,2,3,1.061,16,1,60,44,6515,13,2,0,13,27,0,6499,14,0,0,0,0,0,0,0,0,0,0,0
80000,499,1,0,12,5,1,2,2,2,0.65,22,1,60,56,8733,19,2,0,21,34,0,8716,20,0,0,0,0,0,0,0,0,0,0,0
100000,495,1,0,16,6,1,2.286,3,4,1.664,26,2,60,66,10860,25,4,0,24,37,0,10839,22,0,0,0,0,0,0,0,0,0,0,0
120000,502,0,0,10,5,0,2,2,2,0.722,30,2,60,74,13109,29,4,0,30,45,0,13089,26,0,0,0,0,0,0,0,0,0,0,0
140000,500,2,0,10,3,2,2,2,3,1.371,35,2,60,84,14888,36,5,0,35,49,0,14864,30,0,0,0,0,0,0,0,0,0,0,0
160000,495,3,0,14,2,3,2.8,4,3,1.522,41,4,58,101,16966,42,8,0,41,56,0,16935,34,0,0,0,0,0,0,0,0,0,0,0
180000,500,2,0,10,3,2,2,2,2,0.722,45,4,58,109,18744,45,8,0,45,64,0,18710,36,0,0,0,0,0,0,0,0,0,0,0
200000,504,0,2,6,4,0,2,2,2,0.811,46,4,60,111,19969,53,8,0,48,67,0,19937,38,0,0,0,0,0,0,0,0,0,0,0
220000,510,0,0,2,1,0,2,2,1,0,49,4,60,117,20770,55,8,0,53,72,0,20738,40,0,0,0,0,0,0,0,0,0,0,0
240000,508,0,0,4,2,0,2,2,2,1,54,4,60,128,21444,56,9,0,57,77,0,21412,45,0,0,0,0,0,0,0,0,0,0,0
260000,503,1,0,8,3,1,2,2,2,0.811,57,4,60,134,22399,56,9,0,58,78,0,22366,48,0,0,0,0,0,0,0,0,0,0,0
280000,508,0,0,4,2,0,2,2,1,0,59,4,60,138,23258,57,9,0,62,81,0,23226,50,0,0,0,0,0,0,0,0,0,0,0
300000,505,1,0,6,2,1,2,2,1,0,62,4,60,144,23979,58,9,0,64,83,0,23946,53,0,0,0,0,0,0,0,0,0,0,0
320000,510,0,0,2,1,0,2,2,1,0,64,4,60,148,24787,61,9,0,68,86,0,24754,55,0,0,0,0,0,0,0,0,0,0,0
340000,507,1,0,4,1,1,2,2,2,1,67,4,60,155,25139,61,9,0,71,89,0,25105,59,0,0,0,0,0,0,0,0,0,0,0
360000,512,0,0,0,0,0,0,0,0,0,68,4,60,157,25372,63,9,0,74,92,0,25339,60,0,0,0,0,0,0,0,0,0,0,0
380000,510,0,0,2,1,0,2,2,1,0,70,4,60,161,25709,64,9,0,75,93,0,25676,62,0,0,0,0,0,0,0,0,0,0,0
400000,506,0,0,6,3,0,2,2,1,0,73,4,60,167,26000,64,9,0,76,94,0,25967,65,0,0,0,0,0,0,0,0,0,0,0
420000,512,0,0,0,0,0,0,0,0,0,74,4,60,169,26251,64,9,0,80,98,0,26218,66,0,0,0,0,0,0,0,0,0,0,0
440000,512,0,0,0,0,0,0,0,0,0,74,4,60,169,26251,64,9,0,80,98,0,26218,66,0,0,0,0,0,0,0,0,0,0,0
460000,505,1,0,6,2,1,2,2,3,1.585,77,4,60,175,26527,64,9,0,80,98,0,26493,69,0,0,0,0,0,0,0,0,0,0,0
480000,508,0,0,4,2,0,2,2,2,1,78,4,60,177,27227,64,9,0,82,100,0,27194,70,0,0,0,0,0,0,0,0,0,0,0
500000,502,0,0,10,5,0,2,2,3,1.371,85,4,60,191,28272,66,9,0,86,103,0,28238,77,0,0,0,0,0,0,0,0,0,0,0
520000,499,0,0,13,6,0,2.167,3,4,1.918,89,4,60,200,30072,70,10,0,89,106,0,30038,81,0,0,0,0,0,0,0,0,0,0,0
540000,499,3,0,10,2,3,2,2,3,1.522,95,4,60,212,31927,75,10,0,96,114,0,31890,87,0,0,0,0,0,0,0,0,0,0,0
560000,506,0,0,6,3,0,2,2,1,0,98,4,60,218,32913,78,10,0,101,119,0,32879,90,0,0,0,0,0,0,0,0,0,0,0
580000,506,0,0,6,3,0,2,2,2,0.918,102,4,60,226,34336,83,10,0,105,123,0,34300,93,0,0,0,0,0,0,0,0,0,0,0
600000,506,0,0,6,3,0,2,2,2,0.918,104,4,59,230,34950,84,10,0,107,125,0,34914,95,0,0,0,0,0,0,0,0,0,0,0
620000,507,0,0,5,2,0,2.5,3,2,1,108,4,60,239,35588,85,11,0,112,130,0,35552,99,0,0,0,0,0,0,0,0,0,0,0
640000,496,2,0,14,4,2,2.333,4,3,1.252,114,4,58,250,36619,85,12,0,113,131,0,36579,103,0,0,0,0,0,0,0,0,0,0,0
660000,504,0,0,8,3,0,2.667,4,2,0.918,117,4,60,256,38273,88,12,0,119,137,0,38233,105,0,0,0,0,0,0,0,0,0,0,0
680000,508,0,0,4,1,0,4,4,1,0,119,4,60,260,39208,90,12,0,123,141,0,39168,107,0,0,0,0,0,0,0,0,0,0,0
700000,505,0,0,7,3,0,2.333,3,3,1.585,123,4,60,270,40454,91,14,0,127,144,0,40412,110,0,0,0,0,0,0,0,0,0,0,0
720000,506,2,0,4,0,2,2,2,1,0,126,4,60,276,41371,93,14,0,131,149,0,41327,113,0,0,0,0,0,0,0,0,0,0,0
740000,504,0,0,8,4,0,2,2,3,1.5,130,4,60,284,42426,98,14,0,133,151,0,42384,117,0,0,0,0,0,0,0,0,0,0,0
760000,510,0,0,2,1,0,2,2,1,0,130,4,60,284,43193,101,14,0,136,154,0,43151,117,0,0,0,0,0,0,0,0,0,0,0
780000,510,0,0,2,1,0,2,2,1,0,134,4,60,292,44005,105,14,0,141,159,0,43963,122,0,0,0,0,0,0,0,0,0,0,0
800000,508,0,0,4,2,0,2,2,2,1,137,4,59,298,44199,105,14,0,143,161,0,44157,125,0,0,0,0,0,0,0,0,0,0,0
