t,free,docked,repel,tpl,strands,complexes,meanLen,maxLen,distinct,entropy,births,maxGen,eOn,energyUsed,docks,softDocks,captures,ligations,frays,unzips,fed,undocks,spont,breaks,energyCharged,rings,memRings,memArcs,enclosedAB,enclosedE,enclosedTPL,enclosedMotif,totalMotif,ringsWithStrand,memActive,made,binds,melts,snaps,rayHits,cuts,proofs
10000,302,77,125,136,2,18,9.45,10,4,1.395,39,2,0,59,399,103,0,0,56,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20000,192,115,124,209,1,23,9.333,10,5,1.497,59,2,0,114,614,162,0,0,96,104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30000,121,133,108,278,0,22,10,10,2,0.902,83,4,0,164,810,227,0,0,146,149,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
40000,85,154,57,344,1,21,8.818,10,5,1.746,93,4,1,221,907,266,0,0,172,175,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
50000,113,138,80,309,2,21,9.478,10,4,1.389,125,4,0,276,1065,315,0,0,248,232,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60000,80,159,47,354,2,21,8.957,10,6,1.826,146,5,2,337,1193,362,0,0,289,270,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
70000,81,164,33,362,0,20,10,10,2,0.971,162,5,2,389,1296,392,0,0,332,303,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80000,73,167,15,385,0,18,9.889,10,3,1.252,177,5,5,424,1353,417,0,0,352,321,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
90000,88,155,29,368,5,17,8,10,8,2.278,194,5,2,462,1437,445,0,0,390,352,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100000,116,149,56,319,5,18,7.87,10,10,2.574,231,5,1,516,1615,497,0,0,474,415,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
