t,free,docked,repel,tpl,strands,complexes,meanLen,maxLen,distinct,entropy,births,maxGen,eOn,energyUsed,docks,softDocks,captures,ligations,frays,unzips,fed,undocks,spont,breaks,energyCharged,rings,memRings,memArcs,enclosedAB,enclosedE,enclosedTPL,enclosedMotif,totalMotif,ringsWithStrand,memActive,made,binds,melts,snaps,rayHits,cuts,proofs,held,stacked,stackRows,stackMelts,nStacks,maxStack,meanStack
10000,204,100,132,204,1,24,9.52,10,8,2.779,22,2,3,65,412,103,0,0,22,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20000,157,124,129,230,5,25,8.233,10,13,3.353,47,3,1,118,620,162,0,0,85,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30000,191,110,122,217,4,22,8.154,10,11,3.196,100,3,1,176,858,228,0,0,197,192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
40000,126,136,108,269,1,25,9.192,10,9,2.792,120,3,1,244,1037,290,0,0,244,234,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
50000,142,123,115,260,5,23,8.321,10,12,3.369,161,3,1,303,1226,338,0,0,328,313,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60000,155,113,115,257,1,21,9.5,10,8,2.829,208,4,1,380,1465,408,0,0,425,399,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
70000,96,136,97,311,1,24,9.8,10,8,2.839,222,5,1,438,1598,458,0,0,460,421,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80000,123,138,79,300,0,23,10,10,6,2.436,249,5,1,495,1755,500,0,0,524,494,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
90000,91,139,70,340,5,26,7.645,10,14,3.566,263,5,1,564,1861,542,0,0,552,527,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100000,123,139,69,309,3,26,8.931,10,10,2.956,297,5,1,616,2033,591,0,0,630,602,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
110000,92,145,64,339,0,27,10,10,6,2.369,316,5,1,672,2190,640,0,0,675,654,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
120000,95,157,41,347,1,25,9.192,10,10,2.905,337,5,2,728,2286,677,0,0,721,682,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
130000,85,141,64,350,0,27,9.852,10,7,2.518,367,6,2,793,2456,729,0,0,782,733,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
140000,117,142,66,315,4,27,8.355,10,15,3.404,406,6,1,860,2622,786,0,0,864,802,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
150000,98,142,71,329,1,28,9.414,10,11,2.994,440,6,0,932,2833,850,0,0,937,868,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
