t,free,docked,repel,tpl,strands,complexes,meanLen,maxLen,distinct,entropy,births,maxGen,eOn,energyUsed,docks,softDocks,captures,ligations,frays,unzips,fed,undocks,spont,breaks,energyCharged,rings,memRings,memArcs,enclosedAB,enclosedE,enclosedTPL,enclosedMotif,totalMotif,ringsWithStrand,memActive,made,binds,melts,snaps,rayHits,cuts
10000,601,11,6,182,4,15,4.895,6,2,0.949,18,3,94,95,1548,0,0,0,5,14,0,2103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20000,345,25,2,428,6,34,4.45,6,6,1.812,56,4,91,296,5220,0,0,0,33,84,0,7391,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30000,198,29,2,571,5,39,4.909,6,8,1.772,89,4,98,468,9489,0,0,0,73,175,0,13154,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
40000,199,25,3,573,9,32,4.829,6,7,1.976,121,4,98,616,13340,0,0,0,134,318,0,18163,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
50000,196,26,2,576,13,33,4.609,6,8,2.175,150,4,93,764,17308,0,0,0,183,460,0,23776,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60000,188,29,1,582,9,35,4.386,6,8,2.574,182,5,92,924,21876,0,0,0,245,613,0,29646,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
70000,200,14,2,582,12,33,4.689,6,8,2.529,214,6,93,1059,26237,0,0,0,306,741,0,35032,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80000,167,17,0,616,11,38,4.429,6,8,2.63,245,7,92,1204,30791,0,0,0,360,861,0,40794,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
