t,free,docked,repel,tpl,strands,complexes,meanLen,maxLen,distinct,entropy,births,maxGen,eOn,energyUsed,docks,softDocks,captures,ligations,frays,unzips,fed,undocks,spont,breaks,energyCharged,rings,memRings,memArcs,enclosedAB,enclosedE,enclosedTPL,enclosedMotif,totalMotif,ringsWithStrand,memActive,made,binds,melts,snaps,rayHits,cuts
10000,819,5,1,75,2,5,5.857,6,4,1.842,5,2,97,38,1279,11,0,0,7,14,0,1457,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20000,695,9,1,195,5,17,5.227,6,6,1.818,24,4,97,145,3170,34,0,0,25,52,0,4128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30000,642,14,0,244,4,20,4.75,6,8,2.635,38,5,97,227,5414,69,0,0,50,122,0,7126,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
40000,614,16,2,268,6,23,4.448,6,9,2.654,55,5,95,300,7912,120,0,0,80,186,0,10113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
50000,586,18,1,295,7,23,4.1,6,10,2.986,71,5,99,377,10434,169,0,0,111,254,0,13389,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60000,574,12,1,313,12,19,4.226,6,8,2.744,89,7,93,455,13102,209,0,0,146,326,0,16877,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
70000,629,17,1,253,4,17,4.238,6,9,2.851,102,7,99,511,15532,246,0,0,189,417,0,19884,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80000,640,5,2,253,9,23,3.875,6,8,2.625,120,8,96,590,18047,276,0,0,232,500,0,23223,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
90000,594,14,0,292,9,25,4.206,6,9,2.65,135,8,100,663,20612,299,0,0,264,553,0,26556,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100000,612,11,0,277,7,22,4.103,6,10,2.94,146,8,93,721,23193,348,0,0,308,630,0,29970,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
110000,608,14,0,278,6,23,4.103,6,10,2.956,160,9,98,789,25527,383,0,0,340,698,0,33096,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
120000,602,8,2,288,13,23,4,6,11,3.092,179,10,97,856,28336,432,0,0,374,759,0,36902,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
130000,593,18,1,288,7,25,3.938,6,9,2.85,193,10,97,932,31032,477,0,0,409,843,0,40383,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
140000,624,8,0,268,11,21,3.625,6,11,3.038,210,11,94,996,33675,515,0,0,452,922,0,43989,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
150000,609,11,2,278,15,18,3.758,6,11,2.997,233,11,96,1084,36466,551,0,0,499,1008,0,47665,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
160000,636,13,1,250,5,23,3.964,6,12,3.226,247,11,98,1149,39286,590,0,0,544,1089,0,51444,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
170000,591,18,1,290,7,26,3.848,6,15,3.396,265,11,95,1240,41847,632,0,0,590,1152,0,55061,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
180000,558,16,0,326,8,28,4.056,6,15,3.471,277,11,95,1301,44413,672,0,0,623,1198,0,58455,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
190000,573,15,2,310,5,26,4.387,6,15,3.611,295,11,96,1378,47285,717,0,0,673,1292,0,62211,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
200000,633,8,4,255,15,18,3.667,6,14,3.53,321,11,92,1481,49987,754,0,0,740,1421,0,65844,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
