t,free,docked,repel,tpl,strands,complexes,meanLen,maxLen,distinct,entropy,births,maxGen,eOn,energyUsed,docks,softDocks,captures,ligations,frays,unzips,fed,undocks,spont,breaks,energyCharged,rings,memRings,memArcs,enclosedAB,enclosedE,enclosedTPL,enclosedMotif,totalMotif,ringsWithStrand
20000,161,28,149,174,45,22,4.328,8,11,2.696,92,5,2,230,6680,9,10,0,46,101,0,6216,6,0,0,0,0,0,0,0,0,0,0,0
40000,126,29,156,201,66,22,3.67,7,18,3.275,190,6,2,455,15790,29,23,0,156,340,0,14955,7,0,0,0,0,0,0,0,0,0,0,0
60000,101,29,122,260,67,25,3.652,8,19,3.506,279,6,1,727,25905,55,35,0,275,561,0,24720,9,0,0,0,0,0,0,0,0,0,0,0
80000,97,22,147,246,84,19,3.534,8,22,3.76,378,6,0,972,35832,75,45,0,386,809,0,34291,9,0,0,0,0,0,0,0,0,0,0,0
100000,84,19,126,283,96,18,3.404,6,17,3.554,484,8,0,1234,46947,111,59,0,508,1044,0,45044,9,0,0,0,0,0,0,0,0,0,0,0
120000,127,20,127,238,91,18,3.229,6,17,3.142,614,9,1,1482,58687,141,67,0,660,1364,0,56363,10,0,0,0,0,0,0,0,0,0,0,0
140000,102,18,123,269,97,18,3.27,6,17,3.343,725,10,2,1726,70236,164,79,0,788,1586,0,67544,10,0,0,0,0,0,0,0,0,0,0,0
160000,101,22,116,273,102,20,3.057,6,17,3.07,852,10,1,2006,83241,196,91,0,929,1853,0,80151,10,0,0,0,0,0,0,0,0,0,0,0
180000,114,21,111,266,106,20,2.778,6,15,2.843,977,11,0,2254,95425,236,105,0,1080,2091,0,91969,10,0,0,0,0,0,0,0,0,0,0,0
200000,99,23,126,263,108,21,2.86,6,16,3.069,1109,12,2,2516,107356,257,112,0,1234,2323,0,103507,11,0,0,0,0,0,0,0,0,0,0,0
220000,123,14,126,249,112,13,2.864,7,16,3.217,1246,12,0,2774,120449,282,122,0,1396,2569,0,116218,12,0,0,0,0,0,0,0,0,0,0,0
240000,126,14,119,253,116,13,2.822,7,13,3.047,1394,13,0,3041,134208,319,128,0,1556,2841,0,129550,13,0,0,0,0,0,0,0,0,0,0,0
260000,134,13,111,254,114,13,2.803,5,14,3.01,1546,14,0,3305,146910,358,139,0,1732,3101,0,141835,14,0,0,0,0,0,0,0,0,0,0,0
280000,124,14,113,261,116,13,2.829,6,13,3.028,1687,16,1,3564,159686,388,150,0,1889,3341,0,154209,14,0,0,0,0,0,0,0,0,0,0,0
300000,107,15,137,253,113,13,2.976,6,17,3.302,1812,16,0,3810,173412,424,165,0,2040,3566,0,167547,15,0,0,0,0,0,0,0,0,0,0,0
320000,137,18,128,229,96,18,3,6,15,3.115,1943,17,0,4056,186311,451,175,0,2205,3841,0,180043,16,0,0,0,0,0,0,0,0,0,0,0
340000,117,27,124,244,101,25,2.778,5,14,2.869,2084,18,1,4321,199125,491,192,0,2364,4100,0,192432,17,0,0,0,0,0,0,0,0,0,0,0
360000,109,14,136,253,131,13,2.625,5,15,2.726,2230,19,3,4553,211923,517,202,0,2514,4323,0,204856,19,0,0,0,0,0,0,0,0,0,0,0
380000,117,14,129,252,120,14,2.761,5,18,2.945,2375,20,0,4804,224935,538,215,0,2687,4570,0,217458,19,0,0,0,0,0,0,0,0,0,0,0
400000,102,21,131,258,109,19,2.914,5,16,3.063,2502,21,0,5048,237554,566,224,0,2839,4814,0,229671,19,0,0,0,0,0,0,0,0,0,0,0
420000,116,11,127,258,114,11,2.984,5,16,3.043,2627,21,1,5287,249531,602,234,0,2986,5052,0,241278,19,0,0,0,0,0,0,0,0,0,0,0
440000,97,17,146,252,109,17,3.016,5,15,3.189,2753,21,1,5539,261287,629,249,0,3133,5297,0,252635,19,0,0,0,0,0,0,0,0,0,0,0
460000,99,14,149,250,110,13,3.146,6,17,3.527,2878,22,2,5788,272792,656,262,0,3284,5536,0,263762,20,0,0,0,0,0,0,0,0,0,0,0
480000,113,16,146,237,96,15,3.297,6,21,3.658,2990,22,0,6017,283730,685,269,0,3427,5778,0,274333,21,0,0,0,0,0,0,0,0,0,0,0
500000,122,20,126,244,95,17,3.143,6,15,3.075,3104,22,3,6255,295377,707,274,0,3562,6026,0,285604,22,0,0,0,0,0,0,0,0,0,0,0
520000,112,13,149,238,110,12,3.049,7,13,2.871,3240,23,0,6494,307498,743,280,0,3704,6273,0,297330,22,0,0,0,0,0,0,0,0,0,0,0
540000,121,17,128,246,100,17,3.051,5,17,3.188,3362,24,3,6769,319635,774,297,0,3854,6532,0,309083,23,0,0,0,0,0,0,0,0,0,0,0
560000,131,22,120,239,95,21,2.948,6,19,3.163,3506,25,0,7061,333537,809,306,0,4015,6803,0,322572,24,0,0,0,0,0,0,0,0,0,0,0
580000,129,21,138,224,90,17,3.168,6,20,3.644,3619,25,1,7283,345188,837,320,0,4164,7033,0,333857,25,0,0,0,0,0,0,0,0,0,0,0
600000,90,17,130,275,103,17,3.192,7,25,3.786,3733,26,0,7544,356426,862,331,0,4286,7236,0,344736,25,0,0,0,0,0,0,0,0,0,0,0
620000,103,17,115,277,95,17,3.286,7,20,3.556,3844,27,2,7802,367421,893,339,0,4431,7497,0,355344,25,0,0,0,0,0,0,0,0,0,0,0
640000,120,18,97,277,89,15,3.481,7,21,3.778,3946,28,1,8063,378790,918,344,0,4558,7749,0,366352,25,0,0,0,0,0,0,0,0,0,0,0
660000,99,18,143,252,91,16,3.477,8,21,3.594,4059,29,2,8308,390375,949,352,0,4681,8011,0,377536,25,0,0,0,0,0,0,0,0,0,0,0
680000,94,20,136,262,90,20,3.427,8,20,3.71,4155,30,0,8577,401316,976,355,0,4804,8248,0,388111,25,0,0,0,0,0,0,0,0,0,0,0
700000,112,19,109,272,93,16,3.339,8,24,3.741,4275,31,1,8850,412839,1004,369,0,4953,8523,0,399240,26,0,0,0,0,0,0,0,0,0,0,0
720000,94,21,153,244,91,16,3.514,9,24,4.048,4382,32,0,9093,424125,1036,380,0,5086,8767,0,410138,26,0,0,0,0,0,0,0,0,0,0,0
740000,108,15,144,245,91,15,3.491,8,20,3.89,4483,33,2,9342,435078,1058,388,0,5207,9021,0,420730,26,0,0,0,0,0,0,0,0,0,0,0
760000,90,22,144,256,83,20,3.505,8,20,3.798,4584,33,1,9579,445633,1091,399,0,5330,9256,0,430919,27,0,0,0,0,0,0,0,0,0,0,0
780000,124,16,131,241,89,15,3.413,8,19,3.633,4681,34,0,9817,456409,1115,402,0,5444,9505,0,441370,29,0,0,0,0,0,0,0,0,0,0,0
800000,126,28,126,232,76,27,3.204,8,19,3.565,4791,34,1,10046,468213,1147,410,0,5578,9753,0,452798,29,0,0,0,0,0,0,0,0,0,0,0
820000,120,20,147,225,99,19,2.983,6,15,3.541,4923,35,0,10293,480729,1173,415,0,5723,10016,0,464903,32,0,0,0,0,0,0,0,0,0,0,0
840000,119,22,113,258,96,20,3.052,6,15,3.375,5042,35,1,10556,493281,1210,424,0,5867,10244,0,477088,32,0,0,0,0,0,0,0,0,0,0,0
860000,103,18,138,253,102,18,3.125,6,16,3.483,5168,36,1,10809,505280,1246,436,0,6012,10481,0,488695,33,0,0,0,0,0,0,0,0,0,0,0
880000,105,11,164,232,112,10,3.123,6,17,3.545,5298,37,1,11064,517322,1276,451,0,6166,10743,0,500329,34,0,0,0,0,0,0,0,0,0,0,0
900000,104,16,127,264,111,14,3.064,6,17,3.521,5429,38,3,11334,529865,1318,463,0,6309,11006,0,512480,37,0,0,0,0,0,0,0,0,0,0,0
920000,115,24,116,257,90,20,3.209,6,18,3.75,5535,38,2,11604,541798,1346,471,0,6450,11249,0,524044,37,0,0,0,0,0,0,0,0,0,0,0
940000,105,14,139,254,104,13,3.222,7,21,3.787,5661,40,1,11858,553400,1376,481,0,6592,11501,0,535250,37,0,0,0,0,0,0,0,0,0,0,0
960000,142,24,122,224,74,24,3.255,6,17,3.569,5761,40,2,12105,563853,1398,490,0,6733,11762,0,545337,37,0,0,0,0,0,0,0,0,0,0,0
980000,129,24,127,232,80,23,3.223,6,20,3.597,5888,41,2,12358,575399,1426,504,0,6885,12035,0,556455,38,0,0,0,0,0,0,0,0,0,0,0
1000000,104,28,137,243,89,22,3.144,6,17,3.354,5999,42,1,12601,586039,1459,519,0,7021,12258,0,566721,38,0,0,0,0,0,0,0,0,0,0,0
