t,free,docked,repel,tpl,strands,complexes,meanLen,maxLen,distinct,entropy,births,maxGen,eOn,energyUsed,docks,softDocks,captures,ligations,frays,unzips,fed,undocks,spont,breaks,energyCharged,rings,memRings,memArcs,enclosedAB,enclosedE,enclosedTPL,enclosedMotif,totalMotif,ringsWithStrand,memActive,made,binds,melts,snaps,rayHits,cuts,proofs,held,stacked,stackRows,stackMelts,nStacks,maxStack,meanStack
5000,307,28,9,157,6,10,5.125,8,7,2.524,27,4,31,187,620,1,0,0,24,35,0,1179,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,93,11,458,10,4,2.6
10000,198,36,9,250,10,23,3.939,8,13,3.384,105,7,26,472,1726,4,1,0,104,176,0,3221,0,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,152,44,1855,21,5,2.381
15000,197,30,20,245,14,26,3.275,8,15,3.373,204,8,25,795,3447,5,3,0,245,367,0,6106,0,87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,149,81,3417,24,6,2.542
20000,236,29,16,225,18,22,3.175,7,13,3.059,308,11,29,1123,5219,11,4,0,400,569,0,9303,0,116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,118,118,4890,17,7,2.471
25000,196,40,12,232,15,31,3.13,10,18,3.551,436,14,33,1463,7037,15,7,0,546,765,0,12642,0,145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,136,165,6255,29,5,2.103
30000,202,32,22,240,31,21,3.038,10,14,3.123,551,18,28,1807,8878,21,7,0,706,962,0,15927,0,168,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,119,211,7640,18,6,2.444
35000,208,35,18,234,21,27,2.958,7,17,3.407,673,18,27,2165,10893,28,11,0,877,1177,0,19430,0,195,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,121,262,9038,21,6,2.524
40000,189,33,26,242,26,27,2.849,7,17,3.183,802,18,20,2502,12738,37,12,0,1042,1356,0,22683,0,237,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,149,322,10669,24,6,2.292
45000,240,21,13,219,21,27,2.813,7,14,3.208,921,18,28,2812,14683,43,12,0,1208,1545,0,26017,0,267,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,119,371,12460,20,6,2.5
50000,196,34,10,256,27,31,2.672,7,13,2.85,1057,19,25,3163,16674,46,14,0,1380,1718,0,29473,0,299,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,122,429,14184,25,7,2.28
55000,211,28,14,239,30,31,2.574,7,12,2.747,1228,23,20,3519,18831,52,18,0,1584,1948,0,33220,0,320,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,120,511,15999,28,6,2.107
60000,260,19,18,197,29,24,2.566,7,12,2.532,1373,25,24,3838,20982,56,25,0,1775,2155,0,36974,0,341,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,98,575,17611,20,5,2.65
