t,free,docked,repel,tpl,strands,complexes,meanLen,maxLen,distinct,entropy,births,maxGen,eOn,energyUsed,docks,softDocks,captures,ligations,frays,unzips,fed,undocks,spont,breaks,energyCharged,rings,memRings,memArcs,enclosedAB,enclosedE,enclosedTPL,enclosedMotif,totalMotif,ringsWithStrand,memActive,made,binds,melts,snaps,rayHits,cuts,proofs
10000,695,81,38,226,5,17,8.955,11,16,3.75,56,3,49,270,538,139,0,0,97,103,76,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20000,523,110,56,351,10,28,7.579,11,25,4.353,167,5,39,674,1286,358,0,0,333,321,187,0,0,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
30000,457,134,61,388,8,30,7.711,11,27,4.534,284,6,42,1081,2072,578,0,0,631,568,308,0,0,118,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
40000,340,150,78,472,16,34,7.84,11,36,4.848,394,6,27,1518,2875,807,0,0,905,824,438,0,0,177,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
50000,428,125,71,416,6,29,8.8,11,29,4.672,514,6,39,1989,3666,1020,0,0,1242,1159,544,0,0,248,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
60000,439,126,59,416,7,35,8.214,11,36,5.021,607,6,38,2379,4341,1193,0,0,1516,1416,634,0,0,329,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
70000,360,140,63,477,9,35,8.795,11,36,5.044,735,8,39,2841,5227,1427,0,0,1848,1708,788,0,0,374,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10
80000,248,171,89,532,6,43,8.776,11,35,4.816,831,8,45,3269,5999,1662,0,0,2103,1947,884,0,0,442,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27
90000,170,198,68,603,5,44,9.633,11,33,4.701,899,8,46,3657,6688,1879,0,0,2319,2174,973,0,0,501,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63
100000,143,205,67,625,4,46,9.34,11,29,4.399,989,10,44,3998,7387,2091,0,0,2568,2432,1123,0,0,560,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,79
110000,144,182,80,634,6,49,9.218,11,34,4.695,1088,10,41,4445,8196,2311,0,0,2876,2743,1258,0,0,614,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,95
120000,206,178,55,601,17,49,7.955,11,41,4.881,1177,10,38,4807,8880,2474,0,0,3167,3016,1385,0,0,669,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,114
