t,free,docked,repel,tpl,strands,complexes,meanLen,maxLen,distinct,entropy,births,maxGen,eOn,energyUsed,docks,softDocks,captures,ligations,frays,unzips,fed,undocks,spont,breaks,energyCharged,rings,memRings,memArcs,enclosedAB,enclosedE,enclosedTPL,enclosedMotif,totalMotif,ringsWithStrand,memActive,made,binds,melts,snaps,rayHits,cuts,proofs
130000,159,206,70,605,5,47,9.308,11,31,4.438,1270,11,39,5174,9631,2716,0,0,3418,3263,1516,0,0,729,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,153
140000,201,187,71,581,5,47,9.135,11,32,4.383,1372,11,34,5573,10416,2924,0,0,3730,3567,1662,0,0,785,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,186
150000,117,224,69,630,4,46,10,11,29,4.234,1447,11,52,5919,11089,3126,0,0,3948,3770,1772,0,0,844,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,215
160000,254,165,67,553,8,39,8.681,11,29,4.309,1537,11,37,6258,11654,3282,0,0,4219,4036,1867,0,0,891,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,235
170000,193,201,72,574,5,41,9.087,11,27,4.088,1593,11,51,6557,12273,3480,0,0,4429,4218,1954,0,0,946,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,275
180000,173,190,60,617,10,39,9.041,11,20,3.293,1688,11,42,6914,13008,3699,0,0,4689,4482,2126,0,0,1002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,322
190000,93,213,62,672,9,49,9.379,11,24,3.453,1764,13,55,7213,13630,3893,0,0,4882,4668,2260,0,0,1047,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,372
200000,111,210,59,660,5,49,9.444,11,23,3.332,1805,14,51,7427,14064,4046,0,0,5042,4825,2330,0,0,1091,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,405
210000,198,181,61,600,15,40,8.345,11,20,3.428,1884,14,40,7701,14613,4216,0,0,5274,5046,2432,0,0,1142,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,451
220000,80,218,74,668,5,45,10.18,11,20,3.082,1945,14,52,8014,15298,4452,0,0,5460,5249,2553,0,0,1188,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,505
230000,109,211,59,661,8,45,9.396,11,19,3.079,1995,14,46,8257,15727,4601,0,0,5627,5403,2608,0,0,1237,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,546
240000,186,200,72,582,2,40,9.929,11,17,3.054,2081,14,45,8568,16333,4789,0,0,5866,5650,2677,0,0,1289,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,596
250000,134,219,74,613,9,43,8.981,11,23,3.401,2136,14,46,8847,16884,4966,0,0,6036,5840,2769,0,0,1345,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,643
260000,158,203,58,621,5,42,9.511,11,18,3.088,2196,14,51,9150,17403,5107,0,0,6243,6030,2846,0,0,1384,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,690
270000,145,211,59,625,7,43,9.14,11,21,3.392,2258,14,47,9429,17984,5283,0,0,6447,6228,2956,0,0,1435,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,736
280000,116,226,59,639,9,45,9.241,11,24,3.568,2320,14,49,9696,18500,5431,0,0,6629,6386,3029,0,0,1480,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,783
290000,122,204,60,654,2,49,9.961,11,21,3.156,2383,14,55,9980,19033,5586,0,0,6833,6566,3123,0,0,1512,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,835
300000,148,205,66,621,6,49,8.873,11,27,3.757,2447,15,40,10224,19530,5747,0,0,7020,6748,3203,0,0,1538,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,881
