t,free,docked,repel,tpl,strands,complexes,meanLen,maxLen,distinct,entropy,births,maxGen,eOn,energyUsed,docks,softDocks,captures,ligations,frays,unzips,fed,undocks,spont,breaks,energyCharged,rings,memRings,memArcs,enclosedAB,enclosedE,enclosedTPL,enclosedMotif,totalMotif,ringsWithStrand
10000,627,9,1,163,41,8,3.102,6,13,3.194,61,4,283,193,3573,47,12,0,18,31,0,3426,23,0,0,0,0,0,0,0,0,0,0,0
20000,365,13,2,420,102,13,3.435,7,27,3.956,172,6,273,580,14057,168,45,0,65,114,0,13580,39,0,0,0,0,0,0,0,0,0,0,0
30000,304,21,0,475,99,19,3.856,8,29,4.332,248,7,286,910,25445,311,72,0,149,309,0,24657,40,0,0,0,0,0,0,0,0,0,0,0
40000,292,20,1,487,95,16,4.18,8,37,4.742,319,9,286,1196,37210,455,103,0,232,499,0,36172,44,0,0,0,0,0,0,0,0,0,0,0
50000,260,18,2,520,93,15,4.593,9,46,5.154,369,10,285,1452,48292,583,136,0,296,657,0,47036,46,0,0,0,0,0,0,0,0,0,0,0
60000,236,32,7,525,78,26,4.673,10,41,5.053,426,11,284,1727,58847,713,155,0,369,853,0,57329,53,0,0,0,0,0,0,0,0,0,0,0
70000,216,25,0,559,91,23,4.509,9,41,4.92,488,12,288,2030,68309,844,176,0,431,1059,0,66535,60,0,0,0,0,0,0,0,0,0,0,0
80000,234,24,4,538,92,18,4.555,10,41,4.941,543,13,285,2299,77996,964,199,0,507,1273,0,75979,63,0,0,0,0,0,0,0,0,0,0,0
90000,226,30,1,543,75,26,4.891,9,44,5.137,589,13,285,2555,88466,1091,216,0,573,1460,0,86208,65,0,0,0,0,0,0,0,0,0,0,0
100000,201,23,1,575,97,18,4.722,9,46,5.11,655,13,284,2852,98241,1230,239,0,644,1653,0,95719,68,0,0,0,0,0,0,0,0,0,0,0
110000,249,25,4,522,81,21,4.794,10,46,5.212,711,14,285,3144,108160,1351,262,0,727,1915,0,105364,69,0,0,0,0,0,0,0,0,0,0,0
120000,204,23,0,573,92,19,4.946,10,51,5.333,764,14,279,3415,117265,1474,283,0,781,2080,0,114230,71,0,0,0,0,0,0,0,0,0,0,0
130000,219,29,1,551,85,21,4.679,10,44,5.225,809,14,287,3686,126796,1586,301,0,850,2307,0,123502,74,0,0,0,0,0,0,0,0,0,0,0
140000,226,23,0,551,94,18,4.536,10,46,5.171,862,15,291,3952,136562,1723,325,0,914,2509,0,133032,75,0,0,0,0,0,0,0,0,0,0,0
150000,222,26,1,551,91,21,4.518,10,50,5.276,916,16,284,4234,145941,1852,344,0,988,2718,0,142151,81,0,0,0,0,0,0,0,0,0,0,0
