t,free,docked,repel,tpl,strands,complexes,meanLen,maxLen,distinct,entropy,births,maxGen,eOn,energyUsed,docks,softDocks,captures,ligations,frays,unzips,fed,undocks,spont,breaks,energyCharged,rings,memRings,memArcs,enclosedAB,enclosedE,enclosedTPL,enclosedMotif,totalMotif,ringsWithStrand,memActive,made,binds,melts,snaps,rayHits,cuts
20000,752,9,0,239,5,22,4.037,6,6,1.782,37,4,96,151,4006,32,0,0,20,50,0,5071,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
40000,529,13,1,457,11,45,3.804,6,13,2.937,104,6,86,416,11082,134,0,0,91,194,0,14274,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60000,430,26,1,543,12,55,3.701,4,13,3.108,187,6,90,731,20126,254,0,0,192,403,0,25504,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80000,374,17,5,604,18,58,3.566,4,14,3.228,303,8,93,1148,33199,395,0,0,357,703,0,40758,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100000,322,17,9,652,18,56,3.311,4,19,3.854,437,9,93,1607,48061,518,0,0,526,1017,0,57817,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
120000,294,20,3,683,36,62,3.051,4,22,3.854,573,9,92,2040,62738,639,0,0,707,1315,0,75065,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
140000,300,18,5,677,31,73,3.067,4,20,3.731,700,9,81,2425,77730,777,0,0,895,1608,0,92318,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
160000,287,22,1,690,27,77,3.096,4,19,3.836,817,9,99,2786,93554,888,0,0,1054,1858,0,110483,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
180000,299,16,3,682,23,72,3.147,4,19,3.644,944,11,83,3193,108459,1010,0,0,1248,2164,0,127741,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
200000,345,25,2,628,25,70,3.063,4,17,3.631,1083,13,91,3648,123148,1136,0,0,1451,2520,0,144842,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
220000,330,15,3,652,23,71,3.106,4,18,3.671,1222,14,85,4076,137875,1267,0,0,1636,2829,0,162286,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
240000,351,17,5,627,22,73,2.989,4,17,3.464,1350,14,95,4458,152692,1385,0,0,1833,3126,0,179799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
260000,287,15,0,698,33,83,3.112,4,20,3.685,1485,14,87,4881,167346,1490,0,0,2002,3388,0,196964,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
280000,292,22,2,684,31,76,3.14,4,19,3.632,1585,14,91,5191,181040,1585,0,0,2159,3621,0,213530,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
300000,310,20,1,669,26,79,3.133,4,17,3.339,1692,15,85,5548,195290,1714,0,0,2323,3885,0,230766,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
320000,321,14,6,659,27,84,3.018,4,18,3.505,1835,15,87,5973,210068,1839,0,0,2516,4191,0,247671,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
340000,371,15,1,613,25,74,3.051,4,15,3.161,1963,15,90,6369,224913,1946,0,0,2720,4489,0,265689,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
360000,298,29,3,670,31,85,2.957,4,17,3.438,2099,17,90,6774,239839,2079,0,0,2894,4753,0,283442,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
380000,313,22,3,662,20,94,2.904,4,16,3.413,2239,18,90,7186,254570,2195,0,0,3095,5052,0,300615,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
400000,329,15,4,652,26,82,2.917,4,16,3.374,2384,18,89,7609,269764,2334,0,0,3300,5369,0,317681,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
