t,free,docked,repel,tpl,strands,complexes,meanLen,maxLen,distinct,entropy,births,maxGen,eOn,energyUsed,docks,softDocks,captures,ligations,frays,unzips,fed,undocks,spont,breaks,energyCharged,rings,memRings,memArcs,enclosedAB,enclosedE,enclosedTPL,enclosedMotif,totalMotif,ringsWithStrand,memActive,made,binds,melts,snaps,rayHits,cuts,proofs
210000,290,171,85,494,18,38,7.429,11,50,5.593,2051,15,48,8540,14946,4291,0,0,5784,5253,2121,0,0,1268,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
220000,314,175,77,474,11,36,8.234,11,39,5.156,2139,15,40,8937,15600,4478,0,0,6053,5510,2184,0,0,1333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
230000,316,159,67,497,4,33,9.865,11,32,4.939,2213,15,43,9307,16161,4644,0,0,6275,5724,2257,0,0,1381,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
240000,340,148,74,478,8,38,8.522,11,36,5.072,2323,15,43,9722,16902,4839,0,0,6593,6016,2372,0,0,1444,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
250000,339,155,68,478,10,36,8.391,11,38,5.143,2434,17,41,10160,17707,5076,0,0,6914,6303,2496,0,0,1509,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
260000,299,158,78,505,10,40,8.18,11,42,5.294,2534,19,32,10597,18479,5301,0,0,7212,6557,2596,0,0,1583,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
270000,313,158,69,499,4,41,9.067,11,39,5.208,2641,19,40,11002,19240,5517,0,0,7527,6832,2729,0,0,1634,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
280000,385,139,67,449,6,39,7.956,11,37,5.12,2772,19,32,11419,19992,5716,0,0,7859,7135,2847,0,0,1696,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
290000,291,168,66,515,6,37,8.93,11,40,5.269,2871,19,37,11875,20811,5933,0,0,8142,7427,2960,0,0,1744,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
300000,387,150,70,433,6,34,8.6,11,37,5.172,2982,19,39,12282,21582,6135,0,0,8468,7784,3076,0,0,1795,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
