t,free,docked,repel,tpl,strands,complexes,meanLen,maxLen,distinct,entropy,births,maxGen,eOn,energyUsed,docks,softDocks,captures,ligations,frays,unzips,fed,undocks,spont,breaks,energyCharged,rings,memRings,memArcs,enclosedAB,enclosedE,enclosedTPL,enclosedMotif,totalMotif,ringsWithStrand
10000,30,185,5,580,70,149,2.507,7,12,1.706,242,10,274,629,817,21,7,0,36,25,0,0,4,0,0,0,0,0,0,0,0,0,0,0
20000,10,204,0,586,65,155,2.482,7,13,1.744,305,12,291,781,1009,23,9,0,109,68,0,0,4,0,0,0,0,0,0,0,0,0,0,0
30000,12,202,3,583,72,149,2.443,7,12,1.755,395,12,284,977,1248,26,11,0,207,129,0,0,4,0,0,0,0,0,0,0,0,0,0,0
40000,9,193,0,598,78,143,2.421,6,11,1.822,470,13,287,1160,1452,28,15,0,290,179,0,0,4,0,0,0,0,0,0,0,0,0,0,0
50000,20,198,0,582,69,140,2.459,6,11,1.869,546,13,290,1334,1675,32,16,0,391,228,0,0,4,0,0,0,0,0,0,0,0,0,0,0
60000,18,199,1,582,69,137,2.51,7,15,1.979,626,14,287,1514,1897,36,19,0,483,272,0,0,4,0,0,0,0,0,0,0,0,0,0,0
70000,13,212,3,572,58,148,2.519,7,15,2.031,695,16,292,1669,2101,38,21,0,568,317,0,0,4,0,0,0,0,0,0,0,0,0,0,0
80000,4,198,1,597,82,135,2.512,7,19,2.222,777,17,296,1859,2310,43,26,0,651,360,0,0,4,0,0,0,0,0,0,0,0,0,0,0
90000,26,207,3,564,58,143,2.517,7,19,2.35,850,18,287,2036,2541,48,30,0,752,421,0,0,4,0,0,0,0,0,0,0,0,0,0,0
100000,10,207,0,583,60,146,2.515,7,21,2.345,920,18,291,2214,2742,53,33,0,830,474,0,0,4,0,0,0,0,0,0,0,0,0,0,0
110000,20,208,0,572,66,139,2.502,6,19,2.247,988,18,294,2361,2914,57,33,0,911,525,0,0,4,0,0,0,0,0,0,0,0,0,0,0
120000,8,216,2,574,52,149,2.562,7,22,2.426,1045,18,294,2505,3099,58,33,0,983,568,0,0,4,0,0,0,0,0,0,0,0,0,0,0
130000,22,203,2,573,69,134,2.532,7,24,2.526,1121,19,283,2692,3305,64,34,0,1077,626,0,0,4,0,0,0,0,0,0,0,0,0,0,0
140000,17,213,4,566,56,146,2.55,7,21,2.583,1192,19,291,2860,3514,68,34,0,1170,679,0,0,4,0,0,0,0,0,0,0,0,0,0,0
150000,9,219,2,570,55,150,2.498,6,18,2.44,1266,19,291,3034,3727,72,35,0,1257,731,0,0,4,0,0,0,0,0,0,0,0,0,0,0
