t,free,docked,repel,tpl,strands,complexes,meanLen,maxLen,distinct,entropy,births,maxGen,eOn,energyUsed,docks,softDocks,captures,ligations,frays,unzips,fed,undocks,spont,breaks,energyCharged,rings,memRings,memArcs,enclosedAB,enclosedE,enclosedTPL,enclosedMotif,totalMotif,ringsWithStrand,memActive,made,binds,melts
20000,64,12,1,123,17,8,4.56,6,7,2.448,30,5,38,150,2445,9,1,0,13,28,0,2285,2,0,139,0,0,0,0,0,0,0,11,0,0,0,0,0
40000,47,9,2,142,27,7,3.853,6,11,3.173,66,6,35,310,5696,20,1,0,57,125,0,5376,2,0,294,0,0,0,0,0,0,0,13,0,0,0,0,0
60000,69,12,3,116,16,8,4.292,6,9,2.803,90,7,36,430,9163,30,2,0,99,229,0,8720,2,0,415,0,0,0,0,0,0,0,9,0,0,0,0,0
80000,60,13,3,124,15,10,3.96,6,9,2.833,124,7,27,589,12428,42,5,0,143,337,0,11827,2,0,559,0,0,0,0,0,0,0,6,0,0,0,0,0
100000,82,7,0,111,18,6,4.333,6,6,2.355,159,10,39,724,16124,43,6,0,189,439,0,15398,2,0,701,0,0,0,0,0,0,0,8,0,0,0,0,0
120000,56,14,0,130,14,12,4.346,7,7,2.405,181,11,37,845,19833,53,7,0,218,511,0,18979,2,0,818,0,0,0,0,0,0,0,15,0,0,0,0,0
140000,62,8,3,127,15,8,4.826,7,7,2.475,205,11,34,977,23225,61,7,0,256,608,0,22240,2,0,945,0,0,0,0,0,0,0,13,0,0,0,0,0
160000,47,5,3,145,33,3,4.028,6,9,3.026,236,11,38,1107,26671,68,7,0,291,685,0,25559,2,0,1075,0,0,0,0,0,0,0,18,0,0,0,0,0
180000,68,7,1,124,21,6,4.407,6,8,2.837,263,11,36,1240,30207,77,7,0,337,792,0,28962,2,0,1204,0,0,0,0,0,0,0,18,0,0,0,0,0
200000,52,8,0,140,31,8,3.513,6,10,3.072,296,11,38,1364,34106,87,7,0,370,868,0,32733,2,0,1327,0,0,0,0,0,0,0,15,0,0,0,0,0
220000,56,10,1,133,24,9,3.758,6,10,2.983,325,12,38,1473,37996,96,11,0,413,942,0,36513,2,0,1436,0,0,0,0,0,0,0,20,0,0,0,0,0
240000,55,4,0,141,36,4,3.375,6,11,2.923,356,14,39,1576,41438,104,11,0,444,1006,0,39859,2,0,1537,0,0,0,0,0,0,0,11,0,0,0,0,0
260000,58,7,0,135,30,7,3.459,6,10,2.992,385,16,37,1689,45397,115,11,0,482,1088,0,43701,2,0,1642,0,0,0,0,0,0,0,14,0,0,0,0,0
280000,97,6,2,95,21,5,3.346,6,8,2.656,423,19,35,1827,49554,129,12,0,541,1205,0,47718,2,0,1775,0,0,0,0,0,0,0,7,0,0,0,0,0
300000,76,5,1,118,31,5,3.111,6,6,2.188,465,20,33,1966,53762,138,13,0,582,1280,0,51788,2,0,1903,0,0,0,0,0,0,0,6,0,0,0,0,0
320000,67,7,2,124,31,7,3.184,6,7,2.519,496,20,36,2067,57714,147,13,0,615,1343,0,55635,2,0,2003,0,0,0,0,0,0,0,9,0,0,0,0,0
340000,71,9,0,120,31,9,2.95,6,7,2.42,538,21,40,2201,62118,167,13,0,664,1435,0,59901,2,0,2137,0,0,0,0,0,0,0,10,0,0,0,0,0
360000,78,3,0,119,32,3,3.229,6,7,2.686,571,23,36,2323,66130,174,15,0,708,1512,0,63796,2,0,2250,0,0,0,0,0,0,0,13,0,0,0,0,0
380000,75,5,0,120,35,4,3,6,9,2.661,618,25,40,2463,70565,184,17,0,760,1597,0,68089,2,0,2391,0,0,0,0,0,0,0,15,0,0,0,0,0
400000,47,6,1,146,45,4,2.878,6,8,2.316,658,27,38,2588,74928,195,17,0,795,1660,0,72323,2,0,2512,0,0,0,0,0,0,0,19,0,0,0,0,0
420000,53,6,0,141,39,5,3.091,6,8,2.52,703,27,40,2723,79188,202,17,0,846,1749,0,76448,2,0,2649,0,0,0,0,0,0,0,15,0,0,0,0,0
440000,73,2,2,123,37,2,3.103,6,7,2.287,736,27,40,2831,83660,213,17,0,889,1831,0,80814,2,0,2754,0,0,0,0,0,0,0,15,0,0,0,0,0
460000,55,7,1,137,32,7,3.333,6,6,2.256,771,27,38,2964,87781,224,20,0,933,1907,0,84798,2,0,2885,0,0,0,0,0,0,0,25,0,0,0,0,0
480000,66,6,1,127,29,6,3.371,6,5,2.047,800,27,39,3063,92013,235,20,0,972,1979,0,88930,2,0,2984,0,0,0,0,0,0,0,23,0,0,0,0,0
500000,72,8,0,120,28,6,3.324,6,8,2.527,837,28,38,3199,96186,247,20,0,1022,2077,0,92961,2,0,3116,0,0,0,0,0,0,0,20,0,0,0,0,0
520000,56,5,2,137,30,5,3.857,6,8,2.621,872,28,40,3324,100252,259,20,0,1061,2146,0,96901,2,0,3240,0,0,0,0,0,0,0,27,0,0,0,0,0
540000,53,7,1,139,26,5,4.323,6,9,2.842,904,29,39,3469,103636,265,20,0,1106,2246,0,100137,2,0,3383,0,0,0,0,0,0,0,20,0,0,0,0,0
560000,53,9,0,138,29,8,3.649,6,11,2.929,941,30,38,3615,107539,274,22,0,1147,2352,0,103895,2,0,3526,0,0,0,0,0,0,0,14,0,0,0,0,0
580000,67,10,4,119,17,9,4.077,6,8,2.786,969,31,38,3731,111450,283,22,0,1190,2444,0,107685,2,0,3638,0,0,0,0,0,0,0,15,0,0,0,0,0
600000,53,7,1,139,28,5,4,6,6,2.406,1007,32,38,3893,114902,291,22,0,1227,2551,0,110979,2,0,3794,0,0,0,0,0,0,0,13,0,0,0,0,0
620000,65,8,0,127,27,7,3.441,7,10,2.7,1042,32,38,4017,118829,301,23,0,1269,2645,0,114780,3,0,3916,0,0,0,0,0,0,0,11,0,0,0,0,0
640000,69,9,1,121,19,8,4.111,7,8,2.75,1065,33,36,4125,122487,313,26,0,1304,2724,0,118331,3,0,4019,0,0,0,0,0,0,0,15,0,0,0,0,0
660000,77,9,0,114,15,7,4.364,7,11,3.266,1088,35,38,4247,125457,327,29,0,1343,2814,0,121182,3,0,4138,0,0,0,0,0,0,0,9,0,0,0,0,0
680000,90,7,0,103,19,7,3.692,7,8,2.651,1122,36,36,4371,129310,337,29,0,1382,2911,0,124910,3,0,4256,0,0,0,0,0,0,0,7,0,0,0,0,0
700000,78,7,2,113,24,5,3.586,7,10,2.983,1161,38,38,4520,133277,349,29,0,1430,3001,0,128723,3,0,4403,0,0,0,0,0,0,0,10,0,0,0,0,0
720000,65,10,2,123,19,9,4.036,7,11,3.065,1185,39,34,4626,137057,365,29,0,1461,3068,0,132390,3,0,4503,0,0,0,0,0,0,0,11,0,0,0,0,0
740000,65,4,1,130,28,3,3.968,6,12,3.279,1212,40,38,4739,140496,380,32,0,1492,3143,0,135726,3,0,4618,0,0,0,0,0,0,0,11,0,0,0,0,0
760000,71,6,2,121,28,6,3.412,7,12,3.09,1242,42,37,4835,144364,391,32,0,1527,3211,0,139493,3,0,4708,0,0,0,0,0,0,0,9,0,0,0,0,0
780000,54,8,5,133,37,7,2.886,7,7,2.04,1289,45,33,4974,148859,404,32,0,1569,3295,0,143844,3,0,4838,0,0,0,0,0,0,0,7,0,0,0,0,0
800000,81,3,1,115,35,3,2.921,7,7,2.083,1331,47,39,5106,153154,416,33,0,1625,3390,0,148016,3,0,4970,0,0,0,0,0,0,0,10,0,0,0,0,0
820000,46,7,0,147,32,7,3.538,7,7,2.503,1366,48,40,5237,157260,425,34,0,1662,3452,0,151985,3,0,5100,0,0,0,0,0,0,0,10,0,0,0,0,0
840000,60,6,2,132,27,5,3.844,7,8,2.607,1390,49,37,5331,161023,434,35,0,1703,3520,0,155652,3,0,5184,0,0,0,0,0,0,0,7,0,0,0,0,0
860000,68,9,1,122,20,8,4,7,10,3.209,1424,51,29,5473,164793,446,36,0,1749,3628,0,159277,3,0,5302,0,0,0,0,0,0,0,2,0,0,0,0,0
880000,53,6,2,139,29,5,3.824,7,14,3.484,1450,52,26,5582,168102,458,39,0,1783,3686,0,162480,3,0,5392,0,0,0,0,0,0,0,3,0,0,0,0,0
900000,55,11,3,131,28,9,3.351,6,11,3.031,1493,53,19,5735,172144,476,39,0,1833,3801,0,166358,3,0,5519,0,0,0,0,0,0,0,3,0,0,0,0,0
920000,82,4,3,111,29,4,3.333,5,9,2.904,1529,55,18,5838,176353,485,39,0,1881,3877,0,170470,3,0,5605,0,0,0,0,0,0,0,1,0,0,0,0,0
940000,66,3,29,102,35,3,3.368,5,8,2.817,1559,56,3,5908,180203,492,40,0,1910,3932,0,174221,3,0,5623,0,0,0,0,0,0,0,0,0,0,0,0,0
960000,92,5,53,50,24,5,3.379,5,9,2.85,1591,56,0,5962,182839,499,42,0,1958,4023,0,176746,3,0,5630,0,0,0,0,0,0,0,0,0,0,0,0,0
980000,117,6,41,36,15,6,3.333,5,8,2.599,1613,57,0,5996,184738,511,43,0,1991,4088,0,178570,3,0,5630,0,0,0,0,0,0,0,0,0,0,0,0,0
1000000,114,5,35,46,20,4,3.208,4,7,2.5,1636,57,0,6042,186653,515,44,0,2022,4135,0,180411,6,0,5630,0,0,0,0,0,0,0,0,0,0,0,0,0
