t,free,docked,repel,tpl,strands,complexes,meanLen,maxLen,distinct,entropy,births,maxGen,eOn,energyUsed,docks,softDocks,captures,ligations,frays,unzips,fed,undocks,spont,breaks,energyCharged,rings,memRings,memArcs,enclosedAB,enclosedE,enclosedTPL,enclosedMotif,totalMotif,ringsWithStrand,memActive,made,binds,melts
20000,117,24,5,366,79,19,3.469,6,10,2.383,156,8,43,534,9697,36,4,0,71,122,0,9131,3,0,0,0,0,0,0,0,0,0,0,0,0,0,462,462
40000,104,20,7,381,80,22,3.382,6,13,2.839,265,11,52,918,20940,78,7,0,204,363,0,19989,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1494,1484
60000,134,18,3,357,66,22,3.648,7,14,3.177,363,12,54,1312,32398,109,11,0,348,640,0,31054,4,0,0,0,0,0,0,0,0,0,0,0,0,0,2649,2634
80000,84,20,0,408,71,24,3.8,7,17,3.357,454,13,50,1686,43151,138,14,0,461,848,0,41439,5,0,0,0,0,0,0,0,0,0,0,0,0,0,3937,3918
100000,124,18,6,364,61,23,3.762,7,14,3.213,540,14,56,2008,53557,157,18,0,581,1089,0,51518,5,0,0,0,0,0,0,0,0,0,0,0,0,0,5283,5263
120000,79,22,0,411,70,26,3.771,7,18,3.567,638,16,57,2387,63507,177,21,0,697,1312,0,61086,5,0,0,0,0,0,0,0,0,0,0,0,0,0,6489,6475
140000,99,16,2,395,79,22,3.515,6,20,3.511,739,17,56,2756,74007,204,27,0,819,1573,0,71223,6,0,0,0,0,0,0,0,0,0,0,0,0,0,7677,7659
160000,68,21,6,417,90,23,3.398,6,19,3.704,848,18,51,3153,85365,237,29,0,948,1817,0,82176,7,0,0,0,0,0,0,0,0,0,0,0,0,0,8869,8863
180000,83,22,5,402,73,26,3.616,6,18,3.806,938,18,52,3491,95216,264,31,0,1086,2034,0,91685,7,0,0,0,0,0,0,0,0,0,0,0,0,0,10124,10105
200000,109,15,4,384,79,18,3.619,6,17,3.648,1036,19,45,3838,105899,296,32,0,1210,2273,0,102027,7,0,0,0,0,0,0,0,0,0,0,0,0,0,11527,11507
220000,97,17,9,389,75,22,3.649,7,18,3.616,1119,19,52,4173,116396,331,35,0,1321,2491,0,112182,7,0,0,0,0,0,0,0,0,0,0,0,0,0,12821,12803
240000,111,17,1,383,68,20,3.932,6,18,3.598,1208,20,51,4548,127088,356,37,0,1443,2750,0,122505,7,0,0,0,0,0,0,0,0,0,0,0,0,0,14189,14165
260000,102,21,3,386,74,22,3.646,7,19,3.762,1299,21,51,4896,137966,387,40,0,1558,2981,0,133030,8,0,0,0,0,0,0,0,0,0,0,0,0,0,15564,15544
280000,89,23,6,394,66,26,3.793,7,17,3.759,1386,21,50,5242,147855,410,42,0,1668,3211,0,142565,8,0,0,0,0,0,0,0,0,0,0,0,0,0,16861,16839
300000,76,17,4,415,79,19,3.816,8,19,3.83,1480,21,56,5607,157940,439,44,0,1787,3442,0,152289,8,0,0,0,0,0,0,0,0,0,0,0,0,0,18041,18027
320000,96,22,5,389,54,27,3.988,8,20,3.907,1553,23,52,5923,167265,455,49,0,1896,3676,0,161295,8,0,0,0,0,0,0,0,0,0,0,0,0,0,19504,19470
