t,free,docked,repel,tpl,strands,complexes,meanLen,maxLen,distinct,entropy,births,maxGen,eOn,energyUsed,docks,softDocks,captures,ligations,frays,unzips,fed,undocks,spont,breaks,energyCharged,rings,memRings,memArcs,enclosedAB,enclosedE,enclosedTPL,enclosedMotif,totalMotif,ringsWithStrand,memActive,made,binds,melts,snaps,rayHits,cuts,proofs,held,stacked,stackRows,stackMelts,nStacks,maxStack,meanStack
5000,361,24,17,94,11,11,3.455,8,7,1.909,45,4,33,155,647,1,1,0,49,71,0,1202,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,28,16,527,9,3,2
10000,261,28,29,170,43,19,2.935,8,15,2.896,191,8,24,495,2685,7,3,0,194,290,0,4998,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,20,78,1579,13,2,1.308
15000,230,45,29,185,37,30,3.06,8,17,2.903,360,9,23,882,5224,11,6,0,402,572,0,9570,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,25,148,2892,18,2,1.222
20000,213,48,26,203,40,26,3,8,14,2.9,525,10,17,1299,7767,17,6,0,624,862,0,14241,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,37,221,4130,16,5,1.688
25000,224,36,28,200,46,24,2.871,7,14,2.901,692,12,30,1704,10354,24,9,0,847,1161,0,18896,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,40,288,5949,21,4,1.667
30000,208,35,31,208,51,29,2.763,7,15,3.047,882,15,17,2146,13176,31,11,0,1076,1457,0,23942,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,35,362,7201,20,2,1.4
35000,251,46,23,162,28,26,3.241,7,12,3.101,1036,17,18,2530,15621,40,12,0,1301,1774,0,28426,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,36,429,8964,20,3,1.4
40000,255,34,32,177,36,26,2.742,7,8,2.519,1209,18,26,2943,18061,47,12,0,1516,2082,0,32960,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,38,500,10310,13,3,1.538
45000,250,33,27,174,54,25,2.506,7,10,2.164,1417,21,14,3373,20781,55,15,0,1756,2386,0,37758,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,28,587,12022,17,2,1.294
50000,271,24,12,178,51,23,2.419,7,8,1.936,1641,24,22,3765,23562,61,17,0,2012,2667,0,42788,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,41,694,13763,19,3,1.316
55000,261,32,22,174,56,26,2.488,7,9,2.05,1855,24,16,4171,26406,69,20,0,2259,2949,0,47805,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,21,790,15181,11,3,1.273
60000,280,21,31,151,57,21,2.359,5,8,1.966,2079,26,25,4590,29346,76,21,0,2522,3242,0,53107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,30,895,16065,17,3,1.529
65000,265,29,38,157,62,23,2.471,4,8,2.036,2309,26,16,5002,32281,87,24,0,2790,3516,0,58419,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,19,1000,16755,16,2,1.063
70000,264,30,22,163,64,22,2.314,4,8,1.563,2538,28,15,5425,35252,93,24,0,3045,3797,0,63856,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,22,1111,17865,14,2,1.357
75000,287,31,21,149,53,26,2.354,4,9,1.774,2745,30,24,5811,38112,102,27,0,3301,4069,0,69208,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,19,1211,18947,15,2,1.267
80000,281,28,32,131,64,26,2.178,3,7,1.662,2999,33,13,6196,41098,114,34,0,3562,4356,0,74626,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,17,1330,19523,15,2,1.2
85000,247,27,30,168,78,25,2.155,3,6,1.829,3261,34,21,6633,44253,121,37,0,3824,4630,0,80178,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,19,1465,20168,15,2,1.267
90000,272,31,24,159,72,26,2.112,3,5,1.148,3532,35,25,7060,47526,130,38,0,4120,4930,0,86102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,14,1597,20790,13,2,1.077
95000,266,30,31,165,73,28,2.089,4,5,0.801,3798,35,12,7495,51008,140,40,0,4393,5203,0,92331,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,11,1722,21260,11,2,1.182
100000,270,23,31,165,79,22,2.119,3,6,1.451,4052,37,26,7894,54330,148,46,0,4657,5475,0,98386,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,11,1843,21726,10,2,1.2
