t,free,docked,repel,tpl,strands,complexes,meanLen,maxLen,distinct,entropy,births,maxGen,eOn,energyUsed,docks,softDocks,captures,ligations,frays,unzips,fed,undocks,spont,breaks,energyCharged,rings,memRings,memArcs,enclosedAB,enclosedE,enclosedTPL,enclosedMotif,totalMotif,ringsWithStrand,memActive,made,binds,melts,snaps,rayHits,cuts,proofs,held,stacked,stackRows,stackMelts,nStacks,maxStack,meanStack
10000,325,54,145,116,5,20,8.96,10,10,2.999,33,2,0,61,328,80,0,0,33,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20000,300,72,138,130,2,17,10,10,6,2.247,56,2,0,125,520,129,0,0,94,116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30000,225,91,155,169,4,23,8.815,10,10,2.828,69,3,1,185,653,165,0,0,121,136,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
40000,222,95,159,164,1,23,9.625,10,8,2.516,98,3,1,245,853,220,0,0,195,216,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
50000,166,123,134,217,1,23,10,10,6,2.19,111,3,2,311,989,263,0,0,219,258,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60000,174,127,97,242,3,21,8.917,10,9,2.803,132,3,2,380,1119,303,0,0,269,320,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
70000,118,133,114,275,0,24,9.75,10,7,2.606,147,3,1,440,1264,350,0,0,305,355,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80000,137,119,109,275,2,27,8.759,10,13,3.29,168,4,0,491,1381,381,0,0,359,405,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
90000,158,108,107,267,0,25,9.72,10,8,2.759,197,5,2,552,1554,427,0,0,434,471,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100000,135,120,128,257,3,27,9.567,10,8,2.736,228,5,0,601,1736,473,0,0,495,528,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
110000,133,117,129,261,1,24,9.64,10,8,2.619,246,5,1,660,1885,518,0,0,548,595,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
120000,108,138,87,307,1,25,9.615,10,9,2.744,259,5,1,715,1982,548,0,0,584,621,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
130000,108,123,92,317,0,22,9.682,10,6,2.243,283,5,3,783,2115,582,0,0,635,669,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
140000,127,122,68,323,4,23,8.704,10,12,3.093,309,5,3,837,2224,622,0,0,682,722,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
150000,164,109,87,280,2,24,8.346,10,14,3.456,343,5,1,899,2416,672,0,0,763,821,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
