t,free,docked,repel,tpl,strands,complexes,meanLen,maxLen,distinct,entropy,births,maxGen,eOn,energyUsed,docks,softDocks,captures,ligations,frays,undocks
5000,617,45,6,132,19,39,2.276,6,2,0.362,52,6,288,53,159,0,0,0,0,0
10000,132,181,2,485,56,173,2.087,6,2,0.152,223,9,288,233,644,0,0,0,0,0
15000,0,194,1,605,101,186,2.098,6,2,0.165,281,10,300,290,776,0,0,0,0,0
20000,0,194,0,606,101,186,2.098,6,2,0.165,281,10,300,291,776,0,0,0,0,0
25000,0,194,0,606,101,186,2.098,6,2,0.165,281,10,300,291,776,0,0,0,0,0
30000,0,194,0,606,101,186,2.098,6,2,0.165,281,10,300,291,776,0,0,0,0,0
35000,0,194,0,606,101,186,2.098,6,2,0.165,281,10,300,291,776,0,0,0,0,0
40000,0,194,0,606,101,186,2.098,6,2,0.165,281,10,300,291,776,0,0,0,0,0
45000,0,194,0,606,101,186,2.098,6,2,0.165,281,10,300,291,776,0,0,0,0,0
50000,0,194,0,606,101,186,2.098,6,2,0.165,281,10,300,291,776,0,0,0,0,0
55000,0,194,0,606,101,186,2.098,6,2,0.165,281,10,300,291,776,0,0,0,0,0
60000,0,194,0,606,101,186,2.098,6,2,0.165,281,10,300,291,776,0,0,0,0,0
65000,0,194,0,606,101,186,2.098,6,2,0.165,281,10,300,291,776,0,0,0,0,0
70000,0,194,0,606,101,186,2.098,6,2,0.165,281,10,300,291,776,0,0,0,0,0
75000,0,194,0,606,101,186,2.098,6,2,0.165,281,10,300,291,776,0,0,0,0,0
80000,0,194,0,606,101,186,2.098,6,2,0.165,281,10,300,291,776,0,0,0,0,0
85000,0,194,0,606,101,186,2.098,6,2,0.165,281,10,300,291,776,0,0,0,0,0
90000,0,194,0,606,101,186,2.098,6,2,0.165,281,10,300,291,776,0,0,0,0,0
95000,0,194,0,606,101,186,2.098,6,2,0.165,281,10,300,291,776,0,0,0,0,0
100000,0,194,0,606,101,186,2.098,6,2,0.165,281,10,300,291,776,0,0,0,0,0
