t,free,docked,repel,tpl,strands,complexes,meanLen,maxLen,distinct,entropy,births,maxGen,eOn,energyUsed,docks,softDocks,captures,ligations,frays,undocks
5000,739,13,11,37,1,8,4.222,6,6,2.503,13,2,5,9,72,0,0,0,22,0
10000,732,18,13,37,7,9,2.813,4,6,2.225,31,4,6,22,133,0,0,0,62,0
15000,699,23,33,45,12,16,2.607,4,6,2.165,74,5,5,36,261,0,0,0,119,0
20000,713,18,27,42,14,11,2.6,4,5,2.07,120,6,5,53,380,0,0,0,193,0
25000,696,16,44,44,20,13,2.576,5,6,2.113,174,6,6,66,518,0,0,0,260,0
30000,670,14,70,46,36,11,2.404,4,5,1.842,236,7,0,88,676,0,0,0,334,0
35000,749,8,27,16,13,6,2.263,4,5,1.845,282,9,5,98,777,0,0,0,430,0
40000,766,5,13,16,7,4,2.636,4,5,2.231,304,9,7,106,831,0,0,0,467,0
45000,751,10,14,25,9,6,2.467,4,5,2.073,330,9,6,115,903,0,0,0,496,0
50000,750,8,24,18,12,7,2.211,3,4,1.7,368,9,6,122,989,0,0,0,541,0
55000,769,3,20,8,11,3,2,2,2,0.592,395,9,6,127,1051,0,0,0,581,0
60000,782,4,6,8,3,4,2,2,2,0.592,413,10,6,135,1093,0,0,0,606,0
65000,782,2,10,6,6,2,2,2,1,0,429,13,6,139,1125,0,0,0,621,0
70000,789,1,6,4,4,1,2,2,1,0,443,14,9,143,1155,0,0,0,638,0
75000,790,2,4,4,2,2,2,2,1,0,450,15,9,145,1171,0,0,0,646,0
80000,795,1,2,2,1,1,2,2,1,0,455,17,9,147,1183,0,0,0,653,0
85000,788,2,6,4,3,2,2,2,1,0,464,18,9,149,1202,0,0,0,659,0
90000,789,1,6,4,4,1,2,2,1,0,473,18,7,152,1222,0,0,0,668,0
95000,795,1,0,4,1,1,2,2,1,0,477,18,9,153,1230,0,0,0,675,0
100000,800,0,0,0,0,0,0,0,0,0,483,18,10,153,1242,0,0,0,683,0
