t,free,docked,repel,tpl,strands,complexes,meanLen,maxLen,distinct,entropy,births,maxGen,eOn,energyUsed,docks,softDocks,captures,ligations,frays,unzips,fed,undocks,spont,breaks,energyCharged,rings,memRings,memArcs,enclosedAB,enclosedE,enclosedTPL,enclosedMotif,totalMotif,ringsWithStrand,memActive,made,binds,melts
20000,420,7,16,69,14,6,3.8,6,8,2.646,29,3,4,62,2236,14,0,0,18,39,31,2112,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0
40000,386,7,28,91,37,4,2.805,6,12,2.965,82,6,1,169,6195,53,6,0,58,126,62,5885,6,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60000,393,8,25,86,34,8,2.548,7,14,3.027,138,8,2,275,11086,95,10,0,109,213,78,10620,9,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80000,392,1,39,80,47,1,2.438,5,12,2.533,204,9,6,381,16153,141,14,0,153,282,88,15523,10,101,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100000,421,1,31,59,39,1,2.225,5,8,1.688,270,10,4,491,20832,171,14,0,215,353,92,20052,13,133,0,0,0,0,0,0,0,0,0,0,0,0,0,0
120000,413,2,29,68,39,2,2.317,4,9,2.483,332,10,2,592,24870,206,17,0,259,403,95,23949,14,158,0,0,0,0,0,0,0,0,0,0,0,0,0,0
140000,379,0,51,82,56,0,2.375,5,11,2.803,407,11,1,695,29658,253,26,0,303,459,101,28567,17,189,0,0,0,0,0,0,0,0,0,0,0,0,0,0
160000,417,1,29,65,42,1,2.163,3,11,2.853,471,12,5,803,34331,285,31,0,363,528,102,33103,18,223,0,0,0,0,0,0,0,0,0,0,0,0,0,0
180000,431,2,14,65,35,2,2.108,3,7,2.264,527,14,7,913,38574,319,34,0,409,577,103,37224,20,249,0,0,0,0,0,0,0,0,0,0,0,0,0,0
200000,428,1,17,66,36,1,2.243,3,8,2.381,600,16,2,1033,43317,356,37,0,460,636,103,41809,22,277,0,0,0,0,0,0,0,0,0,0,0,0,0,0
220000,421,2,26,63,36,2,2.316,4,10,2.637,661,17,2,1128,47577,397,45,0,509,699,105,45927,25,298,0,0,0,0,0,0,0,0,0,0,0,0,0,0
240000,423,3,22,64,39,2,2.073,4,7,2.191,717,18,5,1221,51807,428,49,0,549,750,105,50042,31,322,0,0,0,0,0,0,0,0,0,0,0,0,0,0
260000,456,3,12,41,23,3,2.038,3,6,2.332,780,19,4,1326,55947,477,54,0,606,813,105,54054,34,347,0,0,0,0,0,0,0,0,0,0,0,0,0,0
280000,447,0,22,43,30,0,2.167,3,7,2.425,833,19,4,1408,58575,499,56,0,642,848,105,56581,39,364,0,0,0,0,0,0,0,0,0,0,0,0,0,0
300000,447,2,17,46,26,2,2.214,3,11,3.15,885,19,8,1501,61784,527,62,0,679,895,105,59678,42,384,0,0,0,0,0,0,0,0,0,0,0,0,0,0
320000,428,3,23,58,35,3,2.105,3,9,2.846,946,20,1,1595,65259,551,63,0,719,939,105,63021,44,401,0,0,0,0,0,0,0,0,0,0,0,0,0,0
340000,436,3,27,46,32,3,2.086,3,12,3.017,1003,21,1,1677,68874,578,68,0,762,986,105,66525,51,426,0,0,0,0,0,0,0,0,0,0,0,0,0,0
360000,427,1,25,59,37,1,2.211,3,13,3.196,1067,21,2,1781,72969,605,76,0,801,1028,105,70493,51,451,0,0,0,0,0,0,0,0,0,0,0,0,0,0
380000,419,1,26,66,40,1,2.22,4,11,2.867,1138,21,6,1891,77351,643,79,0,845,1078,105,74721,55,487,0,0,0,0,0,0,0,0,0,0,0,0,0,0
400000,411,1,27,73,44,1,2.222,3,10,3.038,1208,22,2,2010,82135,679,83,0,878,1116,106,79361,59,529,0,0,0,0,0,0,0,0,0,0,0,0,0,0
420000,417,2,18,75,38,2,2.275,4,10,3.005,1272,23,2,2121,86692,725,87,0,936,1184,109,83773,62,551,0,0,0,0,0,0,0,0,0,0,0,0,0,0
440000,407,0,29,76,47,0,2.234,4,13,3.066,1345,24,4,2232,91552,763,90,0,987,1248,109,88468,66,582,0,0,0,0,0,0,0,0,0,0,0,0,0,0
460000,427,5,23,57,31,5,2.167,3,10,2.832,1418,27,3,2348,96405,811,97,0,1049,1317,109,93157,68,623,0,0,0,0,0,0,0,0,0,0,0,0,0,0
480000,429,2,22,59,36,2,2.132,3,7,2.205,1486,27,1,2456,100458,852,99,0,1091,1362,109,97074,70,657,0,0,0,0,0,0,0,0,0,0,0,0,0,0
500000,423,2,29,58,40,2,2.071,3,8,2.347,1547,29,3,2552,104071,875,102,0,1132,1406,109,100569,78,682,0,0,0,0,0,0,0,0,0,0,0,0,0,0
520000,429,1,19,63,38,1,2.103,3,9,2.639,1613,30,2,2667,108554,908,108,0,1179,1457,109,104928,84,708,0,0,0,0,0,0,0,0,0,0,0,0,0,0
540000,442,0,13,57,35,0,2,2,5,1.703,1678,30,3,2766,112847,934,111,0,1226,1505,111,109098,88,735,0,0,0,0,0,0,0,0,0,0,0,0,0,0
560000,435,3,22,52,32,3,2.086,3,6,1.906,1728,30,2,2846,116274,958,113,0,1263,1543,111,112421,91,751,0,0,0,0,0,0,0,0,0,0,0,0,0,0
580000,448,0,16,48,31,0,2.065,3,7,2.32,1785,32,3,2946,120483,987,117,0,1308,1589,111,116528,96,771,0,0,0,0,0,0,0,0,0,0,0,0,0,0
600000,441,1,20,50,33,1,2.059,3,6,1.965,1845,32,5,3034,123770,1014,123,0,1347,1630,111,119697,104,798,0,0,0,0,0,0,0,0,0,0,0,0,0,0
620000,438,2,19,53,32,2,2.088,3,8,2.369,1903,33,3,3120,127333,1031,126,0,1392,1673,111,123147,109,815,0,0,0,0,0,0,0,0,0,0,0,0,0,0
640000,427,2,25,58,37,2,2.128,3,9,2.358,1962,34,5,3213,130829,1052,131,0,1427,1711,112,126525,113,838,0,0,0,0,0,0,0,0,0,0,0,0,0,0
660000,444,1,15,52,30,1,2.161,3,10,2.365,2028,34,5,3316,135094,1086,136,0,1481,1764,112,130655,115,868,0,0,0,0,0,0,0,0,0,0,0,0,0,0
680000,432,1,26,53,36,1,2.135,4,10,2.659,2083,35,1,3399,139111,1112,142,0,1516,1804,112,134565,119,887,0,0,0,0,0,0,0,0,0,0,0,0,0,0
700000,439,2,8,63,32,2,2.088,3,9,2.738,2140,36,6,3490,143283,1133,144,0,1567,1854,112,138629,124,900,0,0,0,0,0,0,0,0,0,0,0,0,0,0
720000,417,1,30,64,44,1,2.089,3,7,2.519,2227,38,3,3609,148197,1172,149,0,1617,1903,112,143373,128,931,0,0,0,0,0,0,0,0,0,0,0,0,0,0
740000,443,6,13,50,23,6,2.138,3,9,2.729,2293,39,3,3714,152252,1201,155,0,1675,1967,112,147283,129,962,0,0,0,0,0,0,0,0,0,0,0,0,0,0
760000,443,2,15,52,29,2,2.129,3,9,2.84,2349,41,4,3808,156567,1231,156,0,1714,2006,112,151490,133,983,0,0,0,0,0,0,0,0,0,0,0,0,0,0
780000,432,1,26,53,37,1,2.079,3,8,2.517,2419,41,6,3905,160240,1258,159,0,1752,2048,114,155021,136,1011,0,0,0,0,0,0,0,0,0,0,0,0,0,0
800000,441,1,15,55,33,1,2.059,3,7,2.208,2481,41,1,4009,164397,1291,162,0,1800,2099,114,159050,137,1034,0,0,0,0,0,0,0,0,0,0,0,0,0,0
820000,438,2,19,53,33,2,2.057,3,9,2.672,2542,41,4,4101,168677,1324,166,0,1839,2139,114,163216,141,1057,0,0,0,0,0,0,0,0,0,0,0,0,0,0
840000,445,1,15,51,32,1,2,2,7,2.478,2607,41,5,4198,172778,1353,169,0,1880,2181,114,167191,142,1086,0,0,0,0,0,0,0,0,0,0,0,0,0,0
860000,455,0,10,47,28,0,2.036,3,6,2.261,2660,42,4,4291,176816,1383,174,0,1922,2222,114,171120,145,1106,0,0,0,0,0,0,0,0,0,0,0,0,0,0
880000,436,2,17,57,34,2,2.056,3,8,2.395,2727,42,1,4393,181245,1418,178,0,1961,2260,114,175414,146,1128,0,0,0,0,0,0,0,0,0,0,0,0,0,0
900000,432,3,18,59,34,3,2.081,3,8,2.604,2778,42,1,4480,185489,1460,181,0,1996,2300,114,179549,149,1148,0,0,0,0,0,0,0,0,0,0,0,0,0,0
920000,414,3,23,72,40,3,2.209,3,9,2.739,2851,42,2,4589,190161,1489,183,0,2045,2353,114,184073,155,1171,0,0,0,0,0,0,0,0,0,0,0,0,0,0
940000,408,7,27,70,36,7,2.163,3,6,1.979,2917,42,2,4700,194813,1528,188,0,2100,2410,114,188571,157,1194,0,0,0,0,0,0,0,0,0,0,0,0,0,0
960000,388,3,37,84,52,3,2.182,3,8,2.238,3002,42,0,4821,199935,1576,195,0,2149,2466,116,193521,159,1228,0,0,0,0,0,0,0,0,0,0,0,0,0,0
980000,418,4,25,65,34,4,2.342,3,7,2.347,3067,42,5,4939,204855,1616,198,0,2211,2527,117,198290,160,1261,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1000000,388,4,38,82,44,4,2.438,4,11,2.722,3143,42,0,5046,209239,1651,205,0,2255,2580,117,202505,163,1290,0,0,0,0,0,0,0,0,0,0,0,0,0,0
