t,free,docked,repel,tpl,strands,complexes,meanLen,maxLen,distinct,entropy,births,maxGen,eOn,energyUsed,docks,softDocks,captures,ligations,frays,unzips,fed,undocks,spont,breaks,energyCharged,rings,memRings,memArcs,enclosedAB,enclosedE,enclosedTPL,enclosedMotif,totalMotif,ringsWithStrand,memActive,made,binds,melts,snaps,rayHits,cuts,proofs,held,stacked,stackRows,stackMelts,nStacks,maxStack,meanStack
10000,286,28,3,195,22,18,3.95,6,12,3.052,49,4,50,194,1460,16,1,0,17,28,27,2908,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,16,258,12,2,1.417
20000,172,28,1,310,42,22,3.938,6,15,3.441,101,6,50,396,4002,36,4,0,63,111,68,8641,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,34,40,831,15,2,1.467
30000,98,47,4,363,39,34,3.89,7,22,3.724,130,7,55,544,6726,63,7,0,100,186,84,14383,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,48,1180,22,3,1.409
40000,120,27,5,359,63,17,3.75,6,25,3.984,171,8,55,666,9726,82,8,0,144,280,95,20501,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,29,66,1604,14,3,1.929
50000,102,33,7,370,56,26,3.939,6,22,4.068,205,10,58,793,12682,124,8,0,193,367,115,26471,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,76,1966,11,3,1.818
60000,118,30,4,354,57,24,3.741,6,24,4.187,245,10,47,934,15593,161,11,0,245,495,136,32789,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,24,91,2365,12,3,1.5
70000,108,42,2,359,52,27,3.759,7,27,4.294,279,10,49,1067,18592,188,13,0,289,601,158,39175,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,38,102,2669,16,4,1.625
80000,104,32,0,375,58,24,3.793,7,26,4.202,320,10,56,1205,21102,217,15,0,338,707,188,44394,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,28,115,2960,15,4,1.933
90000,109,23,4,375,73,19,3.554,7,31,4.244,366,10,54,1328,24036,237,16,0,384,821,226,50183,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,135,3323,14,3,1.786
100000,90,33,3,384,65,25,3.689,7,29,4.272,404,11,52,1460,27148,263,18,0,431,925,253,56074,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,29,151,3654,18,3,1.389
110000,88,31,2,391,65,23,3.909,7,30,4.372,436,13,52,1570,30242,283,21,0,473,1016,284,62219,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,166,3955,12,3,1.75
120000,108,25,0,379,63,20,3.952,7,30,4.419,475,13,55,1685,33152,296,22,0,523,1139,331,68273,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,178,4281,14,2,1.429
130000,86,22,1,401,75,17,3.924,7,31,4.402,518,13,54,1830,36050,316,23,0,564,1234,344,74149,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,26,198,4618,14,3,1.571
140000,130,29,5,347,65,17,3.744,7,27,4.299,560,14,54,1969,39521,340,24,0,625,1394,371,81166,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,28,215,4916,9,3,1.889
150000,87,33,0,392,63,23,3.837,7,32,4.5,596,14,57,2127,42308,361,25,0,670,1482,391,87012,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,224,5312,9,3,2
160000,88,22,2,399,69,18,3.966,7,37,4.811,628,14,52,2239,45102,383,27,0,715,1574,424,92596,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,33,237,5947,10,3,1.8
170000,120,29,4,358,53,24,3.792,7,41,5.068,666,14,50,2383,48110,404,29,0,775,1714,440,98806,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,48,248,6554,17,3,1.706
180000,122,18,0,371,69,19,3.705,7,42,5.065,714,14,55,2545,50915,430,30,0,830,1824,457,104627,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,31,270,7428,11,3,1.727
190000,114,29,1,365,58,25,3.843,7,37,4.923,747,15,54,2673,54306,466,30,0,877,1929,474,111475,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,36,283,7854,18,3,1.389
200000,124,29,3,355,60,22,3.805,7,39,4.967,796,16,48,2858,57482,491,33,0,943,2069,482,117990,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,28,307,8300,14,2,1.714
