t,free,docked,repel,tpl,strands,complexes,meanLen,maxLen,distinct,entropy,births,maxGen,eOn,energyUsed,docks,softDocks,captures,ligations,frays,unzips,fed,undocks,spont,breaks,energyCharged,rings,memRings,memArcs,enclosedAB,enclosedE,enclosedTPL,enclosedMotif,totalMotif,ringsWithStrand,memActive,made,binds,melts
20000,459,3,13,37,10,3,3.308,6,8,2.777,16,3,2,35,1352,9,1,2,13,27,11,1272,1,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0
40000,410,3,28,70,31,1,2.906,6,11,2.993,63,5,2,115,4364,34,3,2,46,74,32,4147,7,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60000,399,3,50,60,36,3,2.795,5,14,3.483,117,7,3,182,8217,65,5,2,92,137,40,7847,10,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80000,388,8,52,64,35,7,2.5,5,13,3.112,164,9,0,244,11927,106,13,4,131,193,52,11424,10,88,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100000,438,2,21,51,29,2,2.29,4,13,2.848,204,10,3,305,15041,142,13,6,173,256,54,14451,14,114,0,0,0,0,0,0,0,0,0,0,0,0,0,0
120000,451,3,21,37,22,3,2.28,4,7,2.437,253,11,1,371,18600,161,17,6,216,312,54,17901,16,131,0,0,0,0,0,0,0,0,0,0,0,0,0,0
140000,444,0,31,37,29,0,2.345,4,15,3.65,291,12,2,433,21412,188,19,7,244,346,54,20624,21,149,0,0,0,0,0,0,0,0,0,0,0,0,0,0
160000,429,4,31,48,30,4,2.235,4,14,3.534,344,12,2,498,24049,216,25,8,288,399,54,23143,25,163,0,0,0,0,0,0,0,0,0,0,0,0,0,0
180000,411,4,40,57,31,4,2.714,6,18,3.893,392,12,1,559,27229,245,30,11,329,444,54,26216,28,175,0,0,0,0,0,0,0,0,0,0,0,0,0,0
200000,413,3,35,61,32,3,2.629,6,14,3.25,446,12,1,639,30994,277,33,12,379,513,54,29843,29,197,0,0,0,0,0,0,0,0,0,0,0,0,0,0
220000,434,4,25,49,27,4,2.323,5,12,3.123,487,13,1,706,34059,308,36,13,430,581,54,32811,34,208,0,0,0,0,0,0,0,0,0,0,0,0,0,0
240000,460,2,11,39,21,2,2.174,5,7,2.301,519,14,3,759,36698,331,39,13,461,620,54,35395,37,220,0,0,0,0,0,0,0,0,0,0,0,0,0,0
260000,480,2,6,24,13,2,2,2,5,2.149,554,14,4,810,39180,353,39,13,491,652,54,37807,37,234,0,0,0,0,0,0,0,0,0,0,0,0,0,0
280000,464,2,18,28,17,2,2.316,4,6,2.3,592,16,2,859,41063,369,42,14,518,679,54,39610,40,241,0,0,0,0,0,0,0,0,0,0,0,0,0,0
300000,449,4,25,34,18,4,2.5,4,10,2.949,630,16,2,918,43187,381,45,15,546,722,56,41639,43,252,0,0,0,0,0,0,0,0,0,0,0,0,0,0
320000,448,1,19,44,25,1,2.385,4,12,3.324,676,17,3,991,46093,401,49,15,576,768,61,44451,49,275,0,0,0,0,0,0,0,0,0,0,0,0,0,0
340000,440,2,21,49,27,2,2.379,4,15,3.647,716,18,1,1050,49140,425,55,15,605,809,64,47413,53,288,0,0,0,0,0,0,0,0,0,0,0,0,0,0
360000,431,1,28,52,34,1,2.257,3,11,3.086,766,18,0,1121,52460,444,58,15,646,859,72,50622,56,301,0,0,0,0,0,0,0,0,0,0,0,0,0,0
