t,free,docked,repel,tpl,strands,complexes,meanLen,maxLen,distinct,entropy,births,maxGen,eOn,energyUsed,docks,softDocks,captures,ligations,frays,unzips,fed,undocks,spont,breaks,energyCharged,rings,memRings,memArcs,enclosedAB,enclosedE,enclosedTPL,enclosedMotif,totalMotif,ringsWithStrand,memActive,made,binds,melts,snaps,rayHits,cuts,proofs
10000,273,63,194,110,11,15,9.192,10,11,3.182,22,1,0,0,351,82,0,0,24,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20000,312,78,134,116,5,17,8.636,10,11,3.209,56,2,0,0,548,131,0,0,85,166,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30000,342,69,131,98,5,16,9.048,10,9,2.797,84,2,0,0,670,151,0,0,140,230,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
40000,311,85,126,118,4,18,9.045,10,8,2.657,95,2,0,0,796,188,0,0,175,273,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
50000,371,69,106,94,4,14,8.389,10,8,2.636,115,2,0,0,890,211,0,0,223,349,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60000,389,76,86,89,0,11,9.909,10,4,1.823,121,3,0,0,941,228,0,0,245,385,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
70000,460,53,61,66,1,9,8.6,10,7,2.646,143,3,0,0,990,240,0,0,293,426,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80000,504,43,43,50,0,6,9.833,10,4,1.792,156,3,0,0,1028,251,0,0,327,452,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
90000,519,39,36,46,1,5,8.5,10,5,2.252,158,3,0,0,1037,256,0,0,339,459,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100000,561,25,20,34,1,4,8.2,10,4,1.922,175,3,0,0,1070,264,0,0,370,482,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
110000,570,21,23,26,1,4,8.2,10,4,1.922,178,3,0,0,1073,266,0,0,379,483,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
120000,579,19,20,22,0,4,9,10,4,2,181,3,0,0,1082,268,0,0,388,488,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
130000,588,15,19,18,0,3,9.667,10,3,1.585,182,3,0,0,1090,273,0,0,396,494,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
140000,609,10,9,12,0,2,9.5,10,2,1,186,3,0,0,1090,273,0,0,404,502,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
150000,625,5,4,6,0,1,9,9,1,0,188,3,0,0,1091,274,0,0,412,506,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
160000,625,5,4,6,0,1,9,9,1,0,188,3,0,0,1091,274,0,0,412,506,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
170000,624,4,6,6,0,1,9,9,1,0,188,3,0,0,1092,274,0,0,412,506,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
180000,620,8,4,8,0,1,9,9,1,0,188,3,0,0,1096,276,0,0,412,506,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
190000,620,8,4,8,0,1,9,9,1,0,188,3,0,0,1096,276,0,0,412,506,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
200000,620,8,4,8,0,1,9,9,1,0,188,3,0,0,1096,276,0,0,412,506,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
