t,free,docked,repel,tpl,strands,complexes,meanLen,maxLen,distinct,entropy,births,maxGen,eOn,energyUsed,docks,softDocks,captures,ligations,frays,unzips,fed,undocks,spont,breaks,energyCharged,rings,memRings,memArcs,enclosedAB,enclosedE,enclosedTPL,enclosedMotif,totalMotif,ringsWithStrand,memActive,made,binds,melts,snaps,rayHits,cuts,proofs,held,stacked,stackRows,stackMelts,nStacks,maxStack,meanStack
5000,363,30,27,92,8,14,4.091,8,10,3.061,29,3,39,144,539,2,0,0,32,64,0,1118,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0
10000,243,46,36,187,25,33,3.19,7,11,2.804,153,8,19,504,2201,3,2,0,167,258,0,4354,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,0,0,0,0,0
15000,218,42,55,197,48,30,2.949,7,15,3.22,334,10,17,910,4964,10,4,0,369,550,0,9333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0
20000,259,33,58,162,50,28,2.603,5,12,2.694,534,11,13,1307,7743,16,8,0,619,889,0,14349,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0
25000,284,21,39,168,67,18,2.306,5,10,1.971,745,11,19,1704,10730,21,10,0,868,1192,0,19851,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0
30000,262,32,70,148,66,27,2.258,5,6,1.516,998,13,23,2104,13958,30,14,0,1127,1486,0,25568,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0
35000,236,28,67,181,81,26,2.262,4,8,1.587,1259,15,13,2526,16932,41,17,0,1399,1778,0,31189,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0
40000,242,30,74,165,81,27,2.194,4,8,1.511,1506,18,15,2931,20132,52,20,0,1676,2082,0,37018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0
45000,260,32,51,169,67,27,2.255,4,8,1.899,1752,20,18,3343,23267,64,23,0,1952,2368,0,42821,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0
50000,250,27,69,166,74,23,2.32,3,7,2.024,2008,22,20,3757,26325,70,25,0,2232,2662,0,48534,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0
55000,283,31,49,149,63,27,2.144,4,7,1.164,2263,24,12,4163,29477,76,27,0,2510,2977,0,54381,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0
60000,261,28,54,169,80,24,2.106,4,6,0.792,2540,28,17,4606,32783,84,28,0,2788,3248,0,60355,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0
