t,free,docked,repel,tpl,strands,complexes,meanLen,maxLen,distinct,entropy,births,maxGen,eOn,energyUsed,docks,softDocks,captures,ligations,frays,unzips,fed,undocks,spont,breaks,energyCharged,rings,memRings,memArcs,enclosedAB,enclosedE,enclosedTPL,enclosedMotif,totalMotif,ringsWithStrand
10000,151,20,7,222,23,16,5.179,6,6,1.765,40,5,85,232,2450,5,0,651,10,16,0,2191,0,103,0,0,36,41,6,11,1,0,0,0
20000,85,22,0,293,45,19,4.063,7,12,3.308,85,6,92,449,6806,15,3,781,51,116,0,6338,0,226,0,0,46,25,4,12,0,0,0,0
30000,62,18,7,313,63,16,3.734,7,12,3.296,126,7,89,607,11032,34,4,891,95,209,0,10404,0,333,0,0,44,24,2,10,0,0,0,0
40000,84,14,1,301,69,13,3.561,7,13,3.223,166,9,82,749,15236,49,6,997,147,305,0,14476,0,449,0,0,45,23,5,17,0,0,0,0
50000,110,11,2,277,65,11,3.513,6,13,3.163,203,10,97,890,19837,55,6,1112,196,417,0,18940,1,558,0,0,47,18,9,11,1,0,0,0
60000,78,12,2,308,74,12,3.512,6,15,3.321,258,12,94,1095,24649,71,7,1219,257,525,0,23545,1,672,0,0,46,20,8,10,3,0,0,1
70000,74,15,0,311,69,15,3.512,6,14,3.185,301,14,94,1265,29280,82,9,1309,308,635,0,28006,1,768,0,0,47,18,8,15,2,0,0,1
80000,54,13,1,332,80,13,3.419,6,14,3.083,343,14,93,1422,33421,94,10,1419,353,718,0,31992,1,887,0,0,47,18,2,14,0,0,0,0
90000,67,19,2,312,72,17,3.36,6,12,3.04,378,14,98,1542,37547,98,10,1533,396,813,0,35990,1,998,0,0,49,13,4,10,0,0,0,0
100000,63,13,3,321,78,13,3.385,6,11,2.958,415,15,98,1684,41726,106,12,1623,442,898,0,40035,2,1099,0,0,46,16,4,13,3,0,0,1
110000,86,16,2,296,69,14,3.373,6,11,2.969,447,15,90,1811,45874,120,14,1739,489,999,0,44055,2,1213,0,0,47,18,8,6,0,0,0,0
120000,82,11,4,303,73,10,3.602,6,11,3.047,486,15,94,1955,50264,135,16,1845,535,1081,0,48303,2,1325,0,0,48,14,3,12,3,0,0,1
130000,89,17,1,293,67,16,3.349,6,12,3.02,532,15,98,2127,55414,143,18,1954,592,1205,0,53278,2,1439,0,0,47,15,5,15,2,0,0,1
140000,72,17,1,310,74,16,3.256,6,16,3.34,588,15,91,2324,59985,154,19,2060,649,1325,0,57655,3,1544,0,0,51,10,3,9,1,0,0,0
150000,84,10,1,305,87,10,3.052,6,15,3.113,640,15,91,2501,64783,160,20,2164,707,1443,0,62283,3,1660,0,0,50,13,7,11,0,0,0,0
