t,free,docked,repel,tpl,strands,complexes,meanLen,maxLen,distinct,entropy,births,maxGen,eOn,energyUsed,docks,softDocks,captures,ligations,frays,unzips,fed,undocks,spont,breaks,energyCharged,rings,memRings,memArcs,enclosedAB,enclosedE,enclosedTPL,enclosedMotif,totalMotif,ringsWithStrand,memActive,made,binds,melts,snaps,rayHits,cuts,proofs
10000,170,112,139,219,3,26,9.621,10,8,2.698,34,2,0,72,473,119,0,0,41,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20000,148,129,116,247,2,24,8.538,10,12,3.244,65,3,0,139,694,184,0,0,128,107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30000,118,133,98,291,1,27,9.071,10,11,3.196,102,4,0,194,924,257,0,0,207,177,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
40000,129,131,81,299,3,24,9.111,10,10,3.041,146,4,1,266,1120,322,0,0,294,240,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
50000,97,146,70,327,1,26,9.63,10,8,2.806,184,4,4,321,1324,389,0,0,367,295,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60000,95,147,36,362,1,26,8.963,10,11,3.162,203,4,4,385,1410,427,0,0,403,318,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
70000,90,161,37,352,3,22,8.84,10,11,3.239,228,4,2,442,1566,482,0,0,466,366,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80000,87,160,46,347,0,27,9.963,10,7,2.559,256,4,2,497,1730,528,0,0,528,423,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
90000,70,169,23,378,1,25,9.577,10,8,2.676,271,4,3,560,1832,569,0,0,565,450,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100000,92,161,17,370,1,25,8.923,10,11,3.109,292,4,5,611,1906,597,0,0,600,479,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
110000,83,139,61,357,1,30,9.097,10,11,3.099,325,4,0,668,2065,646,0,0,665,523,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
120000,90,143,58,349,3,27,9.1,10,12,3.145,362,5,0,718,2241,700,0,0,743,585,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
130000,81,154,45,360,1,21,9.636,10,7,2.586,383,5,0,768,2386,748,0,0,795,635,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
140000,79,143,37,381,2,27,9,10,10,2.869,409,6,4,819,2500,788,0,0,841,674,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
150000,92,145,52,351,0,22,10,10,6,2.465,438,7,5,880,2681,838,0,0,913,745,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
160000,64,147,44,385,2,23,9.2,10,9,2.969,456,7,1,935,2792,888,0,0,947,773,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
170000,91,155,14,380,0,25,9.12,10,10,2.933,486,7,2,988,2907,924,0,0,1003,826,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
180000,65,173,15,387,0,22,9.591,10,8,2.606,497,7,3,1030,2998,958,0,0,1030,846,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
190000,70,173,11,386,0,20,9.95,10,7,2.48,508,7,5,1068,3060,978,0,0,1058,870,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
200000,65,167,28,380,1,22,9.609,10,8,2.666,527,7,1,1110,3162,1011,0,0,1097,898,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
