t,free,docked,repel,tpl,strands,complexes,meanLen,maxLen,distinct,entropy,births,maxGen,eOn,energyUsed,docks,softDocks,captures,ligations,frays,unzips,fed,undocks,spont,breaks,energyCharged,rings,memRings,memArcs,enclosedAB,enclosedE,enclosedTPL,enclosedMotif,totalMotif,ringsWithStrand
20000,133,20,134,225,69,17,3.814,8,24,3.875,140,5,1,254,8992,110,46,0,76,118,45,8518,23,0,0,0,0,0,0,0,0,0,0,0
40000,92,20,143,257,76,17,3.882,8,29,4.282,242,6,0,486,18746,244,91,0,203,390,84,17882,28,0,0,0,0,0,0,0,0,0,0,0
60000,78,27,98,309,62,20,4.451,10,37,4.866,317,7,0,744,27936,355,133,0,310,621,128,26761,29,0,0,0,0,0,0,0,0,0,0,0
80000,77,29,89,317,52,24,4.763,9,34,4.708,387,8,4,999,36755,466,153,0,420,882,168,35225,31,0,0,0,0,0,0,0,0,0,0,0
100000,71,27,94,320,57,20,4.922,10,34,4.799,455,9,1,1241,45582,569,178,0,525,1138,218,43707,31,0,0,0,0,0,0,0,0,0,0,0
120000,61,21,102,328,72,16,4.386,10,38,4.711,536,9,1,1480,54943,701,212,0,625,1413,246,52723,35,0,0,0,0,0,0,0,0,0,0,0
140000,82,25,123,282,66,19,4.388,10,36,4.792,625,9,2,1741,64686,812,244,0,755,1730,282,62077,39,0,0,0,0,0,0,0,0,0,0,0
160000,79,18,129,286,65,17,4.537,11,37,4.807,710,11,2,1977,74176,932,279,0,871,2033,325,71177,40,0,0,0,0,0,0,0,0,0,0,0
180000,94,24,108,286,59,20,4.633,12,37,4.869,787,12,0,2228,82606,1026,303,0,976,2333,366,79233,40,0,0,0,0,0,0,0,0,0,0,0
200000,77,28,66,341,66,22,4.216,10,34,4.542,871,12,2,2517,93004,1167,330,0,1074,2599,412,89275,42,0,0,0,0,0,0,0,0,0,0,0
220000,86,30,92,304,63,25,3.989,10,33,4.505,956,13,2,2756,102403,1293,370,0,1190,2907,455,98297,45,0,0,0,0,0,0,0,0,0,0,0
240000,69,20,96,327,75,17,4.196,10,35,4.661,1048,14,2,3038,111585,1429,400,0,1309,3173,500,107103,45,0,0,0,0,0,0,0,0,0,0,0
260000,89,23,113,287,65,17,4.378,10,31,4.514,1126,16,1,3259,121587,1560,430,0,1430,3480,534,116733,48,0,0,0,0,0,0,0,0,0,0,0
280000,48,27,83,354,63,21,4.69,10,38,4.855,1199,16,1,3511,129757,1671,454,0,1532,3685,581,124576,49,0,0,0,0,0,0,0,0,0,0,0
