t,free,docked,repel,tpl,strands,complexes,meanLen,maxLen,distinct,entropy,births,maxGen,eOn,energyUsed,docks,softDocks,captures,ligations,frays,unzips,fed,undocks,spont,breaks,energyCharged,rings,memRings,memArcs,enclosedAB,enclosedE,enclosedTPL,enclosedMotif,totalMotif,ringsWithStrand,memActive,made,binds,melts
20000,265,3,29,55,22,3,3.24,6,6,2.385,31,3,33,62,1272,5,2,0,11,26,0,1168,3,0,39,0,0,0,0,0,0,0,9,0,0,0,0,0
40000,197,4,47,104,41,4,3.2,6,8,2.761,80,6,23,168,4645,16,3,0,44,89,0,4376,3,0,118,0,0,0,0,0,0,0,17,0,0,0,0,0
60000,181,6,53,112,46,6,3.019,6,8,2.735,134,6,14,277,8781,30,4,0,99,192,0,8339,3,0,198,0,0,0,0,0,0,0,16,0,0,0,0,0
80000,168,8,62,114,47,8,3.073,6,11,2.942,192,7,19,395,13185,45,5,0,164,305,0,12553,4,0,281,0,0,0,0,0,0,0,14,0,0,0,0,0
100000,179,7,48,118,46,7,2.981,6,9,2.725,247,8,11,517,17363,49,7,0,225,416,0,16564,4,0,362,0,0,0,0,0,0,0,14,0,0,0,0,0
120000,209,8,44,91,36,8,2.932,6,10,2.884,294,10,15,623,21831,67,7,0,288,529,0,20884,5,0,446,0,0,0,0,0,0,0,11,0,0,0,0,0
140000,184,6,45,117,44,6,3.08,6,12,2.91,354,10,25,733,26165,79,11,0,346,635,0,25034,6,0,525,0,0,0,0,0,0,0,17,0,0,0,0,0
160000,196,3,38,115,46,3,3.061,6,12,3.248,408,11,18,852,31082,90,19,0,407,746,0,29797,6,0,612,0,0,0,0,0,0,0,16,0,0,0,0,0
180000,207,7,27,111,39,7,2.891,6,12,2.881,449,12,27,962,35834,102,21,0,460,840,0,34411,6,0,702,0,0,0,0,0,0,0,20,0,0,0,0,0
200000,195,6,46,105,41,6,3.128,6,10,2.869,508,12,20,1098,40384,116,22,0,525,954,0,38771,6,0,796,0,0,0,0,0,0,0,16,0,0,0,0,0
220000,194,11,46,101,37,9,3,5,10,2.435,561,12,19,1216,44861,127,27,0,585,1070,0,43075,6,0,884,0,0,0,0,0,0,0,15,0,0,0,0,0
240000,236,2,45,69,38,2,2.825,4,8,2.65,621,13,10,1309,48861,141,28,0,655,1204,0,46915,7,0,938,0,0,0,0,0,0,0,7,0,0,0,0,0
260000,223,4,59,66,38,4,2.881,4,8,2.696,666,14,7,1373,52405,156,31,0,703,1282,0,50325,9,0,964,0,0,0,0,0,0,0,4,0,0,0,0,0
280000,249,3,31,69,33,3,2.778,5,10,2.769,706,15,9,1448,55773,167,33,0,754,1367,0,53585,9,0,1002,0,0,0,0,0,0,0,4,0,0,0,0,0
300000,247,4,50,51,38,4,2.31,4,6,1.843,763,15,7,1511,59672,175,34,0,812,1446,0,57343,9,0,1022,0,0,0,0,0,0,0,1,0,0,0,0,0
320000,251,2,42,57,40,2,2.357,4,6,1.924,805,15,10,1563,63182,184,36,0,859,1501,0,60757,9,0,1040,0,0,0,0,0,0,0,2,0,0,0,0,0
340000,260,1,56,35,40,1,2.22,3,5,1.185,856,16,9,1609,66499,197,38,0,911,1573,0,63959,9,0,1046,0,0,0,0,0,0,0,0,0,0,0,0,0
360000,266,4,49,33,30,4,2.324,3,5,1.551,889,17,8,1655,69047,202,40,0,955,1625,0,66427,13,0,1048,0,0,0,0,0,0,0,1,0,0,0,0,0
380000,291,3,22,36,20,3,2.391,4,6,2.012,923,17,10,1701,71291,205,45,0,996,1680,0,68601,13,0,1065,0,0,0,0,0,0,0,2,0,0,0,0,0
400000,249,5,39,59,33,5,2.526,4,7,2.244,963,18,8,1748,74055,216,47,0,1027,1715,0,71259,13,0,1087,0,0,0,0,0,0,0,6,0,0,0,0,0
420000,231,4,46,71,44,4,2.438,4,7,1.998,1026,19,12,1837,77768,226,49,0,1088,1788,0,74826,15,0,1139,0,0,0,0,0,0,0,7,0,0,0,0,0
440000,223,1,55,73,49,1,2.54,4,7,1.986,1077,20,9,1905,81823,234,54,0,1142,1863,0,78753,17,0,1169,0,0,0,0,0,0,0,5,0,0,0,0,0
460000,210,3,66,73,49,3,2.596,4,8,2.611,1130,21,9,1969,85395,244,58,0,1193,1937,0,82191,18,0,1189,0,0,0,0,0,0,0,5,0,0,0,0,0
480000,251,5,48,48,34,5,2.41,4,7,2.235,1179,23,6,2033,89125,253,59,0,1256,2034,0,85799,18,0,1221,0,0,0,0,0,0,0,3,0,0,0,0,0
500000,264,3,46,39,33,3,2.306,4,6,1.904,1215,23,9,2071,91919,257,63,0,1298,2094,0,88511,20,0,1225,0,0,0,0,0,0,0,0,0,0,0,0,0
520000,278,1,39,34,32,1,2.212,4,7,1.626,1253,24,7,2121,94813,263,64,0,1342,2144,0,91328,21,0,1229,0,0,0,0,0,0,0,0,0,0,0,0,0
540000,303,1,22,26,20,1,2.286,4,4,1.664,1280,24,5,2154,97285,270,65,0,1381,2192,0,93741,22,0,1229,0,0,0,0,0,0,0,0,0,0,0,0,0
560000,282,0,37,33,28,0,2.5,4,5,2.123,1305,24,11,2184,99210,275,66,0,1399,2214,0,95606,22,0,1229,0,0,0,0,0,0,0,0,0,0,0,0,0
580000,278,1,44,29,31,1,2.281,4,6,1.896,1346,25,7,2223,101551,281,67,0,1438,2262,0,97865,26,0,1229,0,0,0,0,0,0,0,0,0,0,0,0,0
600000,290,3,30,29,21,3,2.375,4,7,2.178,1373,26,12,2255,103717,289,70,0,1477,2302,0,99964,27,0,1229,0,0,0,0,0,0,0,0,0,0,0,0,0
620000,298,4,24,26,16,4,2.35,4,5,2.126,1401,26,12,2291,105466,295,71,0,1510,2340,0,101653,28,0,1229,0,0,0,0,0,0,0,0,0,0,0,0,0
640000,284,3,34,31,21,3,2.583,4,5,1.898,1437,26,7,2333,107637,298,73,0,1542,2375,0,103744,29,0,1229,0,0,0,0,0,0,0,0,0,0,0,0,0
660000,313,1,12,26,15,1,2.313,3,3,1.579,1457,26,17,2360,109540,302,73,0,1572,2416,0,105606,30,0,1229,0,0,0,0,0,0,0,0,0,0,0,0,0
680000,290,0,32,30,30,0,2.067,3,3,1.283,1497,26,20,2406,111710,308,73,0,1600,2447,0,107694,30,0,1229,0,0,0,0,0,0,0,0,0,0,0,0,0
700000,285,1,25,41,31,1,2.031,3,3,1.151,1529,26,10,2444,114414,318,77,0,1632,2482,0,110332,31,0,1229,0,0,0,0,0,0,0,0,0,0,0,0,0
720000,271,2,37,42,36,2,2.079,3,4,1.228,1581,26,10,2492,117846,328,81,0,1679,2528,0,113659,32,0,1229,0,0,0,0,0,0,0,0,0,0,0,0,0
740000,279,2,39,32,32,2,2.088,3,5,1.113,1616,26,5,2531,120875,336,83,0,1720,2570,0,116619,35,0,1229,0,0,0,0,0,0,0,0,0,0,0,0,0
760000,285,1,35,31,31,1,2.063,3,4,0.863,1651,26,8,2563,123390,344,84,0,1758,2610,0,119065,37,0,1229,0,0,0,0,0,0,0,0,0,0,0,0,0
780000,263,3,44,42,37,3,2.125,3,4,1.092,1693,26,12,2606,126138,348,84,0,1794,2645,0,121726,41,0,1229,0,0,0,0,0,0,0,0,0,0,0,0,0
800000,265,0,44,43,40,0,2.175,3,5,1.482,1732,26,12,2650,129064,354,85,0,1833,2687,0,124571,41,0,1229,0,0,0,0,0,0,0,0,0,0,0,0,0
820000,244,3,53,52,42,3,2.289,4,6,1.825,1784,26,4,2710,132317,359,88,0,1883,2742,0,127701,42,0,1233,0,0,0,0,0,0,0,1,0,0,0,0,0
840000,261,2,39,50,33,2,2.514,4,5,1.769,1822,26,5,2753,135658,366,90,0,1933,2797,0,130954,43,0,1241,0,0,0,0,0,0,0,2,0,0,0,0,0
860000,279,1,34,38,29,1,2.367,3,5,1.713,1855,26,12,2799,138510,379,92,0,1975,2855,0,133725,45,0,1251,0,0,0,0,0,0,0,2,0,0,0,0,0
880000,227,8,50,67,36,8,2.568,4,7,2.03,1901,26,12,2868,142076,393,96,0,2009,2897,0,137169,47,0,1284,0,0,0,0,0,0,0,5,0,0,0,0,0
900000,252,4,37,59,35,4,2.41,3,6,1.825,1951,26,7,2942,145648,402,98,0,2067,2982,0,140625,48,0,1320,0,0,0,0,0,0,0,4,0,0,0,0,0
920000,237,6,30,79,36,6,2.452,3,3,1.128,1999,26,17,3036,149206,410,101,0,2116,3044,0,144058,48,0,1393,0,0,0,0,0,0,0,13,0,0,0,0,0
