t,free,docked,repel,tpl,strands,complexes,meanLen,maxLen,distinct,entropy,births,maxGen,eOn,energyUsed,docks,softDocks,captures,ligations,frays,unzips,undocks,spont,breaks,energyCharged,rings,memRings,memArcs,enclosedAB,enclosedE,enclosedTPL,enclosedMotif,totalMotif,ringsWithStrand
10000,360,37,3,400,72,27,3.535,7,15,3.049,117,6,266,464,5150,78,18,0,29,58,4691,18,0,0,0,0,0,0,0,0,0,0,0
20000,173,31,6,590,121,25,3.712,8,28,3.766,216,7,281,852,13924,180,38,0,98,186,13108,24,0,0,0,0,0,0,0,0,0,0,0
30000,175,28,2,595,111,24,4,8,30,4.07,270,9,288,1119,21323,279,56,0,178,369,20267,26,0,0,0,0,0,0,0,0,0,0,0
40000,145,42,1,612,97,35,4.098,8,35,4.407,330,10,286,1399,28934,370,69,0,262,544,27599,28,0,0,0,0,0,0,0,0,0,0,0
50000,151,41,1,607,96,32,4.352,8,40,4.709,378,11,290,1653,35813,459,85,0,344,723,34237,28,0,0,0,0,0,0,0,0,0,0,0
60000,146,31,1,622,103,28,4.458,8,45,5.044,437,11,281,1945,43203,564,111,0,420,923,41370,28,0,0,0,0,0,0,0,0,0,0,0
70000,158,37,0,605,104,26,4.3,9,46,5.029,505,12,281,2253,50730,650,131,0,508,1159,48606,29,0,0,0,0,0,0,0,0,0,0,0
80000,181,40,2,577,83,34,4.419,9,46,4.924,553,13,288,2512,58016,760,148,0,584,1369,55649,32,0,0,0,0,0,0,0,0,0,0,0
90000,160,34,5,601,97,26,4.447,9,47,4.827,617,13,282,2814,65235,850,158,0,670,1561,62583,34,0,0,0,0,0,0,0,0,0,0,0
100000,161,43,1,595,80,36,4.534,8,43,5.062,677,13,287,3125,72744,954,183,0,756,1793,69799,35,0,0,0,0,0,0,0,0,0,0,0
110000,153,45,5,597,82,36,4.559,8,46,5.113,739,14,285,3419,79743,1043,199,0,839,2002,76515,36,0,0,0,0,0,0,0,0,0,0,0
120000,183,33,0,584,80,30,4.745,8,40,5.052,794,15,286,3708,87221,1139,208,0,919,2222,83731,38,0,0,0,0,0,0,0,0,0,0,0
130000,153,40,3,604,86,32,4.703,9,42,4.976,848,16,285,3978,94559,1226,226,0,985,2405,90809,41,0,0,0,0,0,0,0,0,0,0,0
140000,125,47,2,626,83,37,4.558,9,44,5.023,905,16,283,4285,101496,1321,245,0,1067,2606,97449,42,0,0,0,0,0,0,0,0,0,0,0
150000,136,45,1,618,84,35,4.723,9,42,4.906,952,16,292,4529,108194,1403,255,0,1140,2779,103915,43,0,0,0,0,0,0,0,0,0,0,0
