t,free,docked,repel,tpl,strands,complexes,meanLen,maxLen,distinct,entropy,births,maxGen,eOn,energyUsed,docks,softDocks,captures,ligations,frays,unzips,fed,undocks,spont,breaks,energyCharged,rings,memRings,memArcs,enclosedAB,enclosedE,enclosedTPL,enclosedMotif,totalMotif,ringsWithStrand,memActive,made,binds,melts
20000,144,5,0,51,3,4,6.143,7,2,0.592,10,4,31,77,975,5,1,43,11,30,0,893,1,0,61,0,0,5,0,0,0,0,8,0,33,52,0,0
40000,107,5,1,87,10,4,5.786,6,3,0.735,26,6,35,168,2945,8,1,177,23,73,0,2769,1,0,148,0,0,10,0,0,0,0,13,0,79,196,0,0
60000,73,6,3,118,16,5,5.19,6,4,1.221,44,7,36,268,5448,17,1,375,38,126,0,5169,1,0,247,0,0,15,0,0,0,0,18,0,103,394,0,0
80000,60,10,1,129,16,8,4.958,6,6,1.778,58,9,35,353,7953,21,3,577,59,179,0,7586,1,0,329,0,0,16,0,0,0,0,16,0,107,601,0,0
100000,77,6,3,114,16,4,5,7,7,2.261,78,10,36,455,10330,29,3,815,95,259,0,9862,1,0,428,0,1,13,10,3,5,0,15,1,149,844,0,0
120000,93,8,3,96,14,7,4,6,8,2.625,102,12,36,564,13038,34,4,963,134,349,0,12455,1,0,531,0,0,8,0,0,0,0,9,0,110,990,0,0
140000,89,6,0,105,19,5,3.917,6,6,2.257,127,13,38,665,15978,45,4,1122,161,416,0,15292,1,0,631,0,0,5,0,0,0,0,12,0,121,1149,0,0
160000,93,6,2,99,19,4,3.826,6,10,2.941,147,13,37,749,19045,50,7,1216,190,478,0,18276,2,0,709,0,2,11,16,5,9,1,10,2,111,1249,0,0
180000,69,9,3,119,25,7,3.563,6,10,2.915,179,14,29,854,22087,56,8,1357,217,536,0,21204,2,0,796,0,2,8,14,2,14,1,9,2,141,1391,0,0
200000,102,4,1,93,24,4,3.214,6,7,2.39,208,17,25,957,25436,61,8,1441,260,620,0,24453,2,0,886,0,2,5,8,1,2,0,4,1,111,1470,0,0
220000,96,1,0,103,26,1,3.778,6,6,2.528,232,18,34,1052,28475,68,8,1527,289,676,0,27399,2,0,981,0,3,10,26,3,12,0,9,2,142,1565,0,0
240000,95,4,3,98,24,4,3.5,4,5,2.063,259,19,25,1148,31404,73,8,1673,318,748,0,30223,2,0,1066,0,3,6,16,1,4,0,8,1,163,1716,0,0
260000,94,5,4,97,24,5,3.276,5,7,2.468,293,19,25,1266,34429,80,10,1799,357,831,0,33128,3,0,1169,0,0,9,0,0,0,0,7,0,100,1848,0,0
280000,85,4,0,111,30,4,3.176,5,7,2.571,328,19,36,1378,37746,92,12,1966,393,892,0,36339,3,0,1285,0,1,8,5,2,2,0,13,1,127,2015,0,0
300000,108,3,4,85,24,3,3.222,5,8,2.776,355,19,34,1467,41182,98,12,2071,433,967,0,39683,3,0,1370,0,3,3,23,6,9,1,10,2,103,2116,0,0
