t,free,docked,repel,tpl,strands,complexes,meanLen,maxLen,distinct,entropy,births,maxGen,eOn,energyUsed,docks,softDocks,captures,ligations,frays,unzips,fed,undocks,spont,breaks,energyCharged,rings,memRings,memArcs,enclosedAB,enclosedE,enclosedTPL,enclosedMotif,totalMotif,ringsWithStrand
10000,418,18,191,173,86,15,3.366,8,23,3.588,112,4,1,181,4506,61,36,0,22,30,0,4178,27,0,0,0,0,0,0,0,0,0,0,0
20000,257,30,270,243,122,29,3.159,7,28,3.697,235,4,1,364,12633,157,82,0,112,192,0,11959,39,0,0,0,0,0,0,0,0,0,0,0
30000,197,38,233,332,132,32,3.238,9,33,3.945,320,5,1,584,20643,253,123,0,198,351,0,19707,42,0,0,0,0,0,0,0,0,0,0,0
40000,179,43,230,348,114,37,3.517,9,37,4.268,408,5,2,768,28707,355,160,0,315,550,0,27469,42,0,0,0,0,0,0,0,0,0,0,0
50000,182,32,202,384,132,27,3.453,9,37,4.272,501,6,3,991,37622,461,190,0,425,757,0,36100,44,0,0,0,0,0,0,0,0,0,0,0
60000,142,36,224,398,130,31,3.565,9,39,4.496,591,7,0,1174,46089,560,230,0,532,971,0,44247,45,0,0,0,0,0,0,0,0,0,0,0
70000,141,38,219,402,119,31,3.733,9,37,4.579,667,7,0,1358,53586,661,268,0,640,1177,0,51469,47,0,0,0,0,0,0,0,0,0,0,0
80000,161,39,208,392,114,32,3.829,8,39,4.679,742,7,1,1535,61996,767,310,0,736,1393,0,59621,47,0,0,0,0,0,0,0,0,0,0,0
90000,177,31,212,380,127,27,3.662,8,39,4.523,824,8,1,1709,70300,857,343,0,837,1615,0,67653,49,0,0,0,0,0,0,0,0,0,0,0
100000,162,31,245,362,119,28,3.85,8,40,4.744,899,8,1,1891,78007,960,381,0,928,1814,0,75098,53,0,0,0,0,0,0,0,0,0,0,0
110000,157,29,230,384,122,27,3.765,8,42,4.656,977,9,2,2112,85677,1045,411,0,1017,2023,0,82497,56,0,0,0,0,0,0,0,0,0,0,0
120000,126,29,246,399,131,24,3.923,9,45,4.839,1050,9,1,2306,93188,1124,443,0,1101,2215,0,89737,59,0,0,0,0,0,0,0,0,0,0,0
130000,164,40,215,381,104,30,4.052,9,46,4.917,1117,10,1,2499,101015,1222,475,0,1205,2462,0,97284,61,0,0,0,0,0,0,0,0,0,0,0
140000,140,32,228,400,106,28,4.246,9,50,5.171,1176,11,1,2686,107901,1314,498,0,1291,2642,0,103899,62,0,0,0,0,0,0,0,0,0,0,0
150000,152,39,237,372,98,32,4.277,10,42,4.964,1246,11,4,2872,115721,1429,537,0,1383,2885,0,111438,65,0,0,0,0,0,0,0,0,0,0,0
160000,210,40,217,333,94,31,3.984,10,40,4.761,1318,11,1,3059,123123,1523,560,0,1483,3141,0,118564,67,0,0,0,0,0,0,0,0,0,0,0
170000,134,48,218,400,102,38,3.979,10,44,4.911,1386,12,3,3267,130534,1617,589,0,1558,3297,0,125699,71,0,0,0,0,0,0,0,0,0,0,0
180000,133,48,183,436,92,40,4.197,10,49,4.968,1441,12,2,3471,137477,1691,620,0,1646,3479,0,132400,72,0,0,0,0,0,0,0,0,0,0,0
190000,128,45,205,422,94,37,4.275,10,50,4.986,1509,12,0,3671,144772,1794,653,0,1740,3698,0,139406,72,0,0,0,0,0,0,0,0,0,0,0
200000,124,35,189,451,105,27,4.265,11,47,4.962,1575,13,1,3874,151064,1867,672,0,1826,3880,0,145464,81,0,0,0,0,0,0,0,0,0,0,0
