t,free,docked,repel,tpl,strands,complexes,meanLen,maxLen,distinct,entropy,births,maxGen,eOn,energyUsed,docks,softDocks,captures,ligations,frays,unzips,fed,undocks,spont,breaks,energyCharged,rings,memRings,memArcs,enclosedAB,enclosedE,enclosedTPL,enclosedMotif,totalMotif,ringsWithStrand,memActive,made,binds,melts,snaps,rayHits,cuts
20000,191,7,4,310,104,18,2.303,7,9,1.674,196,7,48,462,9507,29,10,0,66,69,0,9048,3,0,0,0,0,0,0,0,0,0,0,0,0,0,965,910,0,0,20
40000,131,9,10,362,122,22,2.333,5,9,1.605,371,11,48,873,23392,68,13,0,225,240,0,22519,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3340,3262,0,0,31
60000,158,9,5,340,121,17,2.319,5,11,1.684,510,13,50,1210,36581,92,18,0,386,428,0,35386,4,0,0,0,0,0,0,0,0,0,0,0,0,0,5971,5890,0,0,35
80000,149,12,10,341,116,21,2.307,5,10,1.812,683,15,47,1614,50084,125,22,0,567,632,0,48479,4,0,0,0,0,0,0,0,0,0,0,0,0,0,8359,8263,0,0,44
100000,163,13,1,335,118,19,2.27,5,9,1.956,842,16,50,1976,63522,162,25,0,740,824,0,61562,5,0,0,0,0,0,0,0,0,0,0,0,0,0,10848,10750,0,0,45
120000,167,9,6,330,114,19,2.286,5,9,1.732,1000,17,50,2323,76947,204,26,0,909,1011,0,74634,5,0,0,0,0,0,0,0,0,0,0,0,0,0,13381,13279,0,0,45
140000,150,13,5,344,102,27,2.364,5,13,1.842,1138,18,54,2662,90258,239,33,0,1057,1186,0,87607,6,0,0,0,0,0,0,0,0,0,0,0,0,0,15698,15587,0,0,46
160000,113,10,5,384,132,19,2.404,5,14,2.243,1287,19,48,3041,102452,268,43,0,1212,1355,0,99434,7,0,0,0,0,0,0,0,0,0,0,0,0,0,18179,18070,0,0,53
180000,134,8,10,360,122,16,2.449,5,14,2.36,1432,22,51,3396,115340,306,47,0,1383,1553,0,111973,9,0,0,0,0,0,0,0,0,0,0,0,0,0,20704,20585,0,0,58
200000,144,8,4,356,116,16,2.538,5,14,2.532,1569,22,47,3756,127749,339,57,0,1535,1737,0,124043,9,0,0,0,0,0,0,0,0,0,0,0,0,0,23183,23045,0,0,70
