t,free,docked,repel,tpl,strands,complexes,meanLen,maxLen,distinct,entropy,births,maxGen,eOn,energyUsed,docks,softDocks,captures,ligations,frays,unzips,fed,undocks,spont,breaks,energyCharged,rings,memRings,memArcs,enclosedAB,enclosedE,enclosedTPL,enclosedMotif,totalMotif,ringsWithStrand,memActive,made,binds,melts,snaps,rayHits,cuts,proofs
10000,322,86,84,148,0,12,10,10,6,2.522,21,2,0,60,331,99,0,0,37,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20000,293,86,105,156,2,16,8.444,10,10,3.059,76,3,2,119,559,168,0,0,124,102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30000,208,118,105,209,1,17,8.833,10,9,2.816,105,4,1,182,804,239,0,0,184,158,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
40000,211,108,103,218,8,19,7.407,10,16,3.81,170,4,0,234,1059,302,0,0,295,248,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
50000,175,118,112,235,2,17,8.632,10,8,2.866,212,5,2,303,1324,373,0,0,386,329,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60000,146,144,81,269,1,17,9.167,10,9,2.975,243,5,2,369,1510,440,0,0,455,373,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
70000,122,141,77,300,2,19,8.905,10,10,2.965,274,5,2,421,1668,488,0,0,513,419,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80000,117,138,94,291,2,18,8.9,10,7,2.502,305,5,2,481,1861,556,0,0,586,492,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
90000,128,152,71,289,2,19,9,10,10,2.908,347,5,1,550,2076,621,0,0,669,583,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100000,125,150,88,277,0,21,10,10,6,2.189,395,7,1,623,2298,700,0,0,758,649,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
110000,118,132,103,287,0,25,9.24,10,11,2.903,433,7,0,678,2455,747,0,0,822,698,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
120000,119,153,82,286,1,24,9.32,10,9,2.463,471,7,0,728,2667,804,0,0,906,780,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
130000,160,136,89,255,3,19,8.364,10,10,2.868,518,7,2,787,2865,861,0,0,1004,863,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
140000,162,130,98,250,6,18,7.75,10,12,3.116,557,7,0,838,3036,916,0,0,1074,921,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
150000,173,126,86,255,2,18,9.05,10,7,2.257,596,7,3,911,3215,975,0,0,1153,983,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
160000,128,143,81,288,2,16,8.333,10,8,2.523,616,7,0,974,3379,1031,0,0,1205,1023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
170000,128,145,59,308,2,14,8.375,10,7,2.406,641,7,2,1031,3523,1076,0,0,1266,1067,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
180000,178,130,74,258,0,15,9.133,10,7,2.466,689,8,1,1088,3721,1131,0,0,1374,1136,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
190000,144,141,78,277,2,19,8.238,10,8,2.506,728,8,1,1156,3923,1188,0,0,1443,1195,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
200000,136,140,86,278,2,22,8.958,10,9,2.583,761,8,2,1226,4124,1242,0,0,1521,1266,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
