t,free,docked,repel,tpl,strands,complexes,meanLen,maxLen,distinct,entropy,births,maxGen,eOn,energyUsed,docks,softDocks,captures,ligations,frays,unzips,fed,undocks,spont,breaks,energyCharged,rings,memRings,memArcs,enclosedAB,enclosedE,enclosedTPL,enclosedMotif,totalMotif,ringsWithStrand,memActive,made,binds,melts
20000,447,3,28,34,15,3,3.167,6,11,3.281,24,2,2,50,1726,15,2,0,14,24,10,1633,6,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0
40000,438,1,31,42,22,1,3.13,6,10,2.98,56,3,2,104,3903,31,5,0,32,49,19,3702,8,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60000,418,5,35,54,20,4,3.542,6,9,2.751,88,4,1,172,6618,51,11,0,63,85,27,6285,8,125,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80000,415,5,32,60,24,5,3.103,6,13,3.401,131,6,2,248,9868,79,14,0,89,135,27,9393,12,183,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100000,448,1,22,41,22,1,2.696,6,9,2.682,171,6,3,317,12760,104,18,0,109,168,30,12168,16,264,0,0,0,0,0,0,0,0,0,0,0,0,0,0
120000,468,1,10,33,17,1,2.389,3,6,1.986,210,6,2,372,15135,122,18,0,129,192,30,14455,20,309,0,0,0,0,0,0,0,0,0,0,0,0,0,0
140000,472,2,7,31,12,2,2.714,3,2,0.863,244,6,3,418,17177,137,19,0,149,218,30,16419,25,334,0,0,0,0,0,0,0,0,0,0,0,0,0,0
160000,469,3,5,35,12,3,2.667,4,7,2.423,265,7,3,466,19213,156,21,0,166,243,30,18398,28,350,0,0,0,0,0,0,0,0,0,0,0,0,0,0
180000,463,3,11,35,12,3,3,5,5,2.092,296,8,3,515,21175,174,24,0,189,274,30,20275,32,373,0,0,0,0,0,0,0,0,0,0,0,0,0,0
200000,468,4,14,26,12,3,2.6,4,5,2.023,328,9,3,568,23238,193,27,0,214,309,30,22250,36,401,0,0,0,0,0,0,0,0,0,0,0,0,0,0
220000,469,0,14,29,19,0,2.263,3,5,1.634,367,10,4,624,25206,207,29,0,232,337,30,24133,38,431,0,0,0,0,0,0,0,0,0,0,0,0,0,0
240000,482,1,7,22,12,1,2.231,3,4,1.922,397,10,5,676,27128,224,29,0,263,375,30,25990,45,445,0,0,0,0,0,0,0,0,0,0,0,0,0,0
260000,479,2,6,25,9,2,2.545,4,7,2.404,422,11,7,733,28959,241,33,0,274,391,30,27751,47,472,0,0,0,0,0,0,0,0,0,0,0,0,0,0
