t,free,docked,repel,tpl,strands,complexes,meanLen,maxLen,distinct,entropy,births,maxGen,eOn,energyUsed,docks,softDocks,captures,ligations,frays,unzips,fed,undocks,spont,breaks,energyCharged,rings,memRings,memArcs,enclosedAB,enclosedE,enclosedTPL,enclosedMotif,totalMotif,ringsWithStrand,memActive,made,binds,melts,snaps,rayHits,cuts,proofs,held,stacked,stackRows,stackMelts,nStacks,maxStack,meanStack
5000,499,1,0,12,5,1,2,2,1,0,41,4,55,84,624,0,0,0,37,36,0,518,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10000,512,0,0,0,0,0,0,0,0,0,50,5,60,102,800,1,0,0,45,42,0,672,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15000,512,0,0,0,0,0,0,0,0,0,50,5,60,102,800,1,0,0,45,42,0,672,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20000,512,0,0,0,0,0,0,0,0,0,50,5,60,102,800,1,0,0,45,42,0,672,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25000,512,0,0,0,0,0,0,0,0,0,50,5,60,102,800,1,0,0,45,42,0,672,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30000,512,0,0,0,0,0,0,0,0,0,50,5,60,102,800,1,0,0,45,42,0,672,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35000,512,0,0,0,0,0,0,0,0,0,50,5,60,102,800,1,0,0,45,42,0,672,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
40000,512,0,0,0,0,0,0,0,0,0,50,5,60,102,800,1,0,0,45,42,0,672,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
45000,512,0,0,0,0,0,0,0,0,0,50,5,60,102,800,1,0,0,45,42,0,672,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
50000,512,0,0,0,0,0,0,0,0,0,50,5,60,102,800,1,0,0,45,42,0,672,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
55000,512,0,0,0,0,0,0,0,0,0,50,5,60,102,800,1,0,0,45,42,0,672,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60000,512,0,0,0,0,0,0,0,0,0,50,5,60,102,800,1,0,0,45,42,0,672,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
