t,free,docked,repel,tpl,strands,complexes,meanLen,maxLen,distinct,entropy,births,maxGen,eOn,energyUsed,docks,softDocks,captures,ligations,frays,unzips,fed,undocks,spont,breaks,energyCharged,rings,memRings,memArcs,enclosedAB,enclosedE,enclosedTPL,enclosedMotif,totalMotif,ringsWithStrand,memActive,made,binds,melts,snaps,rayHits,cuts,proofs
10000,187,120,128,205,0,25,10,10,6,2.478,23,2,0,61,412,114,0,0,19,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20000,163,125,106,246,2,24,8.808,10,12,3.24,58,2,1,130,618,180,0,0,88,87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30000,124,146,73,297,3,22,8.72,10,11,3.058,89,3,0,198,796,242,0,0,147,127,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
40000,147,135,76,282,2,21,8.652,10,13,3.327,139,3,0,260,1003,303,0,0,240,213,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
50000,125,150,69,296,2,22,9.083,10,10,2.813,179,3,1,322,1208,366,0,0,317,268,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60000,107,135,82,316,2,21,9.609,10,8,2.512,201,4,0,372,1365,415,0,0,374,311,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
70000,91,150,72,327,4,22,8.769,10,10,2.98,233,6,0,418,1497,465,0,0,430,342,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80000,116,154,56,314,3,22,8.76,10,8,2.744,269,6,1,483,1651,507,0,0,502,400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
90000,96,155,47,342,1,19,9.2,10,8,2.628,286,6,4,537,1772,547,0,0,543,432,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100000,95,143,60,342,4,28,8.219,10,13,3.198,317,6,2,590,1907,594,0,0,603,475,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
110000,104,141,88,307,1,22,9.261,10,9,2.881,353,6,2,630,2107,657,0,0,689,538,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
120000,112,149,61,318,0,20,9.7,10,6,2.364,382,6,1,700,2269,714,0,0,761,588,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
130000,141,129,82,288,3,17,8.7,10,8,2.671,440,7,2,754,2500,779,0,0,867,668,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
140000,138,125,96,281,4,20,8.208,10,11,3.12,478,7,1,805,2691,841,0,0,941,736,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
150000,121,142,88,289,1,21,9.455,10,8,2.733,513,7,2,866,2914,916,0,0,1023,811,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
160000,71,150,81,338,1,22,9.609,10,8,2.703,533,7,1,920,3077,971,0,0,1065,858,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
170000,79,162,32,367,0,22,9.727,10,7,2.516,543,7,5,979,3162,1000,0,0,1099,890,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
180000,104,162,38,336,2,21,8.391,10,11,3.121,571,7,4,1033,3279,1038,0,0,1150,946,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
190000,73,156,53,358,1,21,9.545,10,8,2.679,592,7,0,1085,3404,1078,0,0,1192,974,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
200000,85,170,22,363,1,19,9.6,10,7,2.604,605,7,5,1132,3496,1111,0,0,1237,1009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
