t,free,docked,repel,tpl,strands,complexes,meanLen,maxLen,distinct,entropy,births,maxGen,eOn,energyUsed,docks,softDocks,captures,ligations,frays,unzips,fed,undocks,spont,breaks,energyCharged,rings,memRings,memArcs,enclosedAB,enclosedE,enclosedTPL,enclosedMotif,totalMotif,ringsWithStrand,memActive,made,binds,melts,snaps,rayHits,cuts,proofs
10000,244,98,111,187,2,17,9.684,10,5,1.712,27,2,2,67,404,111,0,0,45,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20000,200,111,107,222,1,20,9.333,10,5,1.644,71,3,2,114,669,175,0,0,135,123,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30000,195,114,103,228,0,17,9.706,10,3,1.253,109,3,2,178,934,246,0,0,228,225,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
40000,116,136,75,313,0,22,8.955,10,5,1.708,132,3,0,246,1099,306,0,0,270,249,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
50000,110,142,59,329,0,26,9.692,10,4,1.387,160,4,3,306,1277,357,0,0,342,310,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60000,124,130,84,302,3,26,8.931,10,7,1.891,207,4,0,364,1483,417,0,0,426,389,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
70000,93,149,58,340,3,22,9.08,10,5,1.68,228,4,0,429,1625,467,0,0,470,432,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80000,90,150,51,349,1,24,9.36,10,4,1.514,261,4,2,489,1780,521,0,0,534,483,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
90000,73,156,28,383,0,21,10,10,2,0.998,270,4,2,543,1863,548,0,0,563,504,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100000,92,152,35,361,0,21,9.81,10,3,1.201,302,5,2,603,2004,596,0,0,624,555,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
