t,free,docked,repel,tpl,strands,complexes,meanLen,maxLen,distinct,entropy,births,maxGen,eOn,energyUsed,docks,softDocks,captures,ligations,frays,unzips,fed,undocks,spont,breaks,energyCharged,rings,memRings,memArcs,enclosedAB,enclosedE,enclosedTPL,enclosedMotif,totalMotif,ringsWithStrand,memActive,made,binds,melts
20000,479,0,0,33,8,0,4.125,5,3,1.061,8,3,56,33,782,7,1,0,3,11,2,748,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
40000,304,14,6,188,44,13,3.246,5,10,3.098,92,7,53,312,5753,53,3,0,48,92,2,5423,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60000,240,6,9,257,74,6,3.275,6,16,3.454,187,9,49,637,14295,135,11,0,133,264,2,13652,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80000,209,14,7,282,70,11,3.432,6,23,3.849,278,10,52,957,23412,196,13,0,233,459,4,22444,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100000,194,16,2,300,69,12,3.556,6,24,4.037,357,12,51,1270,32342,276,20,0,334,657,4,31065,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
120000,219,16,5,272,66,14,3.388,6,24,4.056,446,13,53,1579,41375,340,23,0,439,898,4,39782,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
140000,189,19,5,299,68,19,3.253,6,27,4.358,544,15,54,1915,50502,423,29,0,542,1108,4,48574,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
160000,186,17,4,305,69,13,3.573,6,26,4.385,609,16,53,2170,58816,484,31,0,624,1277,4,56636,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
180000,200,14,0,298,68,9,3.649,6,31,4.649,682,17,53,2449,67491,552,40,0,721,1467,4,65042,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
200000,209,15,3,285,67,13,3.475,7,31,4.65,759,18,56,2747,76256,615,44,0,824,1673,4,73507,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
220000,179,20,2,311,68,17,3.553,7,30,4.523,838,20,50,3049,85365,688,47,0,914,1867,4,82307,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
240000,212,19,8,273,50,17,3.821,7,26,4.366,913,22,53,3352,93767,762,48,0,1030,2096,4,90396,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
260000,210,15,4,283,53,13,3.985,7,27,4.471,983,22,56,3654,101833,818,51,0,1119,2298,4,98169,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
280000,198,18,2,294,50,15,4.2,7,28,4.565,1054,24,54,3977,109620,880,53,0,1216,2514,4,105637,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
300000,169,18,0,325,54,15,4.261,7,29,4.539,1113,24,53,4259,117426,943,57,0,1296,2686,4,113167,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
320000,174,17,4,317,60,16,3.934,6,27,4.437,1188,24,52,4575,125479,1010,61,0,1391,2910,4,120903,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
340000,218,14,4,276,56,11,3.955,7,30,4.663,1275,24,53,4950,134141,1069,66,0,1524,3194,4,129193,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
360000,169,22,2,319,62,20,3.683,7,27,4.413,1355,24,54,5266,142080,1124,68,0,1611,3381,4,136811,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
380000,234,16,1,261,56,13,3.551,6,25,4.313,1432,24,57,5558,151098,1206,71,0,1721,3623,4,145547,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
400000,216,14,3,279,64,12,3.5,6,30,4.574,1509,25,54,5859,159595,1261,74,0,1809,3818,4,153745,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
420000,184,14,2,312,71,11,3.549,6,28,4.344,1609,26,54,6220,168898,1334,79,0,1926,4036,4,162686,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
440000,200,13,4,294,67,12,3.582,6,26,4.398,1689,28,51,6533,177754,1412,83,0,2032,4267,4,171223,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
