t,free,docked,repel,tpl,strands,complexes,meanLen,maxLen,distinct,entropy,births,maxGen,eOn,energyUsed,docks,softDocks,captures,ligations,frays,unzips,fed,undocks,spont,breaks,energyCharged,rings,memRings,memArcs,enclosedAB,enclosedE,enclosedTPL,enclosedMotif,totalMotif,ringsWithStrand,memActive,made,binds,melts,snaps,rayHits,cuts,proofs,held,stacked,stackRows,stackMelts,nStacks,maxStack,meanStack
5000,303,32,6,147,7,16,4.304,8,12,3.202,53,5,31,243,769,1,1,0,51,97,0,1478,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,69,23,305,15,4,2.067
10000,176,50,14,251,26,27,3.491,8,12,2.762,149,8,25,598,2616,5,2,0,181,279,0,4842,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,61,74,974,20,4,1.7
15000,221,46,19,211,27,21,3.646,8,14,3.109,272,11,23,974,4786,7,6,0,372,576,0,8826,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,51,122,1571,17,4,1.706
20000,156,53,26,250,33,33,3.379,8,17,3.234,395,12,15,1356,6726,16,9,0,553,814,0,12504,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,64,177,2273,22,4,1.955
25000,188,45,23,233,40,32,3.097,8,15,2.871,552,13,17,1752,9329,21,10,0,773,1098,0,17054,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,45,235,2820,25,2,1.36
30000,191,51,31,212,38,34,2.847,7,13,2.472,722,16,17,2151,11844,30,13,0,993,1371,0,21655,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,60,317,3269,28,3,1.286
35000,238,32,29,192,51,22,2.589,7,14,2.202,910,18,24,2558,14393,36,16,0,1238,1678,0,26238,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,34,414,3794,16,4,1.625
40000,221,38,23,210,42,30,2.833,7,15,2.887,1100,21,18,2985,17077,41,20,0,1469,1946,0,31253,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,42,493,4243,23,3,1.478
45000,223,39,21,203,50,29,2.646,6,11,2.66,1280,23,19,3392,19751,51,21,0,1696,2238,0,36172,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,28,578,4665,18,3,1.444
50000,231,28,25,194,61,23,2.488,6,14,2.548,1502,23,17,3812,22614,62,23,0,1942,2560,0,41256,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,30,672,5065,17,3,1.588
55000,278,36,22,153,42,33,2.347,6,10,2.248,1732,24,20,4216,25754,74,25,0,2216,2869,0,46804,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,31,775,5486,21,3,1.333
60000,254,34,39,168,57,27,2.393,5,11,2.076,1956,25,17,4624,28812,80,29,0,2460,3138,0,52124,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,30,869,5848,21,2,1.333
