t,free,docked,repel,tpl,strands,complexes,meanLen,maxLen,distinct,entropy,births,maxGen,eOn,energyUsed,docks,softDocks,captures,ligations,frays,unzips,fed,undocks,spont,breaks,energyCharged,rings,memRings,memArcs,enclosedAB,enclosedE,enclosedTPL,enclosedMotif,totalMotif,ringsWithStrand,memActive,made,binds,melts,snaps,rayHits,cuts,proofs,held,stacked,stackRows,stackMelts,nStacks,maxStack,meanStack
5000,353,30,6,108,4,11,4.8,8,7,2.574,26,4,38,153,505,0,0,0,31,56,0,1030,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,24,8,94,11,3,1.545
10000,237,54,18,183,11,28,4.179,8,11,3.095,116,6,29,484,2071,1,0,0,155,258,0,3975,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,31,37,272,17,4,1.647
15000,190,48,30,207,40,33,3.11,8,16,3.084,253,8,12,863,4131,5,3,0,327,523,0,7943,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,39,97,487,20,3,1.4
20000,255,33,38,154,52,27,2.595,5,12,2.596,444,10,14,1259,6837,14,8,0,569,860,0,12868,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,18,175,745,16,2,1.188
25000,266,30,30,171,60,27,2.333,5,8,2.304,659,11,19,1660,9719,25,10,0,808,1137,0,18038,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,17,272,967,15,2,1.2
30000,301,22,26,144,55,22,2.247,4,7,2.309,904,14,18,2047,12953,33,14,0,1088,1441,0,23845,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,16,385,1221,12,2,1.5
35000,281,27,17,157,59,29,2.193,3,8,2.189,1160,17,18,2455,15971,38,20,0,1346,1712,0,29184,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,25,514,1477,21,2,1.238
40000,258,33,36,168,69,31,2.13,4,8,1.579,1417,19,19,2871,19204,45,23,0,1608,1979,0,34952,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,16,623,1696,14,2,1.143
45000,310,17,23,127,67,19,2.081,3,7,1.002,1682,22,17,3280,22563,54,27,0,1895,2278,0,41031,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,9,752,1958,7,2,1.429
50000,284,19,36,145,69,22,2.143,4,7,1.619,1934,24,17,3679,25506,60,31,0,2148,2527,0,46345,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,18,866,2191,13,2,1.385
55000,253,34,35,166,71,32,2.136,3,6,1.201,2202,26,8,4112,28861,67,35,0,2425,2791,0,52255,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,18,994,2460,17,2,1
60000,281,27,23,149,64,27,2.132,3,5,1.231,2465,27,12,4516,32104,75,39,0,2706,3078,0,57882,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,22,1128,2733,18,2,1.111
